record_id,fold,MW,native,head_plus_lora_500,pEC50,absolute_prediction_change,budget,method
nesso_01d2efbfa0009bd4b228,1.0,369.4290000000001,4.942677021026611,4.662198066711426,2.49,0.28047895431518555,500,head_plus_lora
nesso_01e3e98fbc449062cd1c,2.0,309.365,5.257198333740234,5.030029296875,3.36,0.22716903686523438,500,head_plus_lora
nesso_01ff8805d67f116e8b3b,0.0,400.45400000000006,5.204460620880127,5.184592247009277,5.28,0.01986837387084961,500,head_plus_lora
nesso_020daf20250e1ed79249,4.0,399.36900000000014,5.514037132263184,5.2389349937438965,4.72,0.2751021385192871,500,head_plus_lora
nesso_020e8719a714d45dbca9,0.0,355.4190000000001,5.165524482727051,4.933869361877441,5.46,0.23165512084960938,500,head_plus_lora
nesso_0217a28a0058194c0e21,2.0,348.435,5.412693500518799,5.182939529418945,3.52,0.22975397109985352,500,head_plus_lora
nesso_024f48233e10c7c93853,2.0,346.4520000000001,4.913562297821045,4.779804229736328,5.3,0.1337580680847168,500,head_plus_lora
nesso_02515970249133cc7bb7,1.0,314.42900000000014,4.880999565124512,4.584956169128418,3.76,0.29604339599609375,500,head_plus_lora
nesso_026d85acd7c184bbb117,0.0,344.3740000000001,5.182182788848877,4.931665420532227,4.89,0.2505173683166504,500,head_plus_lora
nesso_02801b59924f1d32d1b8,1.0,392.43400000000014,4.9016876220703125,4.54056978225708,1.83,0.3611178398132324,500,head_plus_lora
nesso_0299796dc6ed1475b183,4.0,308.42200000000014,4.809133529663086,4.269632339477539,2.28,0.5395011901855469,500,head_plus_lora
nesso_02bbf8b456100947256a,3.0,522.5780000000002,5.401930332183838,5.255490303039551,4.12,0.1464400291442871,500,head_plus_lora
nesso_02efc6361d297e769ab8,2.0,296.37,4.571466445922852,4.263925552368164,4.64,0.3075408935546875,500,head_plus_lora
nesso_02f82ec61ca846bf3645,2.0,204.225,4.808388710021973,4.640003204345703,3.13,0.16838550567626953,500,head_plus_lora
nesso_030dc4795f3b2e2b36e6,4.0,360.5270000000002,5.201016426086426,5.114297389984131,5.19,0.08671903610229492,500,head_plus_lora
nesso_0319007d6c267bb9ec45,0.0,378.47200000000015,5.221038818359375,5.096325874328613,5.2,0.12471294403076172,500,head_plus_lora
nesso_032647d983b7b2c21755,3.0,399.41300000000035,5.268304824829102,4.900968551635742,4.69,0.3673362731933594,500,head_plus_lora
nesso_032c04da44a0ec8f135c,4.0,349.76800000000003,4.777422904968262,4.549921989440918,4.93,0.22750091552734375,500,head_plus_lora
nesso_0330e2bb871c93545cb9,4.0,332.367,4.873115062713623,4.477800369262695,3.41,0.39531469345092773,500,head_plus_lora
nesso_033f138490596d2a9e29,4.0,201.56499999999997,5.256470680236816,4.869972229003906,2.78,0.38649845123291016,500,head_plus_lora
nesso_0342a4fec815b477aaee,1.0,409.38900000000007,5.141376972198486,5.149538516998291,5.12,0.008161544799804688,500,head_plus_lora
nesso_03715a91a15cbf3645cd,4.0,391.53700000000015,5.347880840301514,5.191524982452393,5.09,0.1563558578491211,500,head_plus_lora
nesso_0373990e427e9e846d45,0.0,348.4100000000001,4.92415189743042,4.75691032409668,5.54,0.16724157333374023,500,head_plus_lora
nesso_037d16c532c0baafa2a8,0.0,393.40700000000004,5.040078163146973,4.49423885345459,4.42,0.5458393096923828,500,head_plus_lora
nesso_03826ea12b9402384789,3.0,428.51400000000024,5.024097442626953,4.877143859863281,4.77,0.14695358276367188,500,head_plus_lora
nesso_038af1e376e4d8ba5b95,3.0,284.408,5.638484954833984,5.170703887939453,3.0,0.46778106689453125,500,head_plus_lora
nesso_03c11776c28ec94f56c7,1.0,350.46600000000007,5.387584686279297,5.377440452575684,6.470000000000001,0.010144233703613281,500,head_plus_lora
nesso_03f74b7627e28feacbc4,0.0,340.4270000000001,5.258775234222412,5.1425909996032715,4.66,0.11618423461914062,500,head_plus_lora
nesso_040e1cf62f3a4de7fb6f,3.0,182.222,4.937189102172852,4.461005210876465,2.01,0.4761838912963867,500,head_plus_lora
nesso_04142bdec5df0bc585a1,4.0,332.35600000000017,4.854742050170898,4.579639434814453,2.79,0.2751026153564453,500,head_plus_lora
nesso_042ad2513e1686c56e2e,4.0,318.41700000000003,4.717690467834473,4.376019477844238,5.035,0.3416709899902344,500,head_plus_lora
nesso_043d40bf4102f26688d6,3.0,188.182,4.890040874481201,4.208505630493164,3.04,0.6815352439880371,500,head_plus_lora
nesso_04646ee5e59068fb95de,0.0,369.4210000000001,4.792555809020996,4.648136138916016,3.43,0.14441967010498047,500,head_plus_lora
nesso_047d96a04678588b2540,1.0,303.34000000000003,5.401900768280029,5.085519790649414,3.99,0.31638097763061523,500,head_plus_lora
nesso_047e49e07a88399011fc,3.0,360.461,6.125406742095947,5.5908308029174805,6.01,0.5345759391784668,500,head_plus_lora
nesso_04a0abbb4ac420dee418,4.0,458.5150000000002,5.259031772613525,5.213526725769043,5.14,0.04550504684448242,500,head_plus_lora
nesso_04bebd7cc38090db9c0b,3.0,420.51600000000013,5.460163593292236,5.329989433288574,4.56,0.1301741600036621,500,head_plus_lora
nesso_04d024b8ebd09e845e29,1.0,343.4710000000001,5.131721019744873,5.042089462280273,4.74,0.08963155746459961,500,head_plus_lora
nesso_04d830517677d42d485c,0.0,284.4069999999999,5.372729778289795,5.077667236328125,4.39,0.2950625419616699,500,head_plus_lora
nesso_050a9974feb24a028482,3.0,337.379,4.754015922546387,4.54744815826416,4.75,0.20656776428222656,500,head_plus_lora
nesso_051c0fba3320972d67e5,1.0,316.3610000000001,4.833257675170898,4.562018394470215,4.06,0.2712392807006836,500,head_plus_lora
nesso_052631c8ecfb06ee974a,1.0,371.47000000000014,5.228128433227539,4.875359535217285,4.75,0.3527688980102539,500,head_plus_lora
nesso_053accecde5f2d9ab867,4.0,293.40700000000004,4.82435941696167,4.513474464416504,4.07,0.310884952545166,500,head_plus_lora
nesso_05401a027d95ff331009,1.0,353.83400000000006,5.10620641708374,4.520417213439941,4.03,0.5857892036437988,500,head_plus_lora
nesso_0543135cb070bc0ee953,3.0,317.38900000000007,4.937005519866943,4.721018314361572,1.76,0.2159872055053711,500,head_plus_lora
nesso_054c20de013fad0035a1,3.0,414.44300000000027,5.206577777862549,4.932136058807373,5.45,0.2744417190551758,500,head_plus_lora
nesso_055e1b6d36573b348b26,3.0,364.44200000000006,5.316335678100586,5.1924262046813965,5.74,0.12390947341918945,500,head_plus_lora
nesso_0580923c52cbc5e08beb,1.0,473.6200000000004,5.05228853225708,5.073274612426758,5.2,0.020986080169677734,500,head_plus_lora
nesso_058b06af13b57eb82c76,1.0,348.49100000000016,4.925738334655762,4.751595497131348,5.25,0.17414283752441406,500,head_plus_lora
nesso_05964dbd2692b794b3bf,3.0,373.5410000000001,5.321585178375244,5.273955821990967,5.57,0.047629356384277344,500,head_plus_lora
nesso_05b9e100e04ac3953da9,0.0,415.8490000000001,5.187908172607422,5.2188568115234375,5.59,0.030948638916015625,500,head_plus_lora
nesso_05c3665ea1a327497276,1.0,149.602,4.841022491455078,4.250560283660889,2.59,0.5904622077941895,500,head_plus_lora
nesso_05d03d8f54efa7eace00,0.0,347.2160000000001,5.548844814300537,5.52457857131958,5.25,0.02426624298095703,500,head_plus_lora
nesso_05d914562aedcc78163a,2.0,105.09299999999999,5.0201334953308105,3.6559903621673584,2.02,1.3641431331634521,500,head_plus_lora
nesso_05fceab83e809c6494e4,0.0,274.368,4.703598499298096,4.520121097564697,3.69,0.18347740173339844,500,head_plus_lora
nesso_061e68afdb1c8f1f96de,4.0,186.594,4.274431228637695,2.918652296066284,2.05,1.3557789325714111,500,head_plus_lora
nesso_063f9633f77141b0a5ff,0.0,346.452,4.802059173583984,4.476408958435059,5.12,0.3256502151489258,500,head_plus_lora
nesso_064596be752914f8faf8,1.0,363.37700000000007,5.0933051109313965,4.804819107055664,2.44,0.2884860038757324,500,head_plus_lora
nesso_06527a48414381426409,4.0,363.4220000000002,4.449132919311523,3.995769739151001,3.79,0.45336318016052246,500,head_plus_lora
nesso_066ec041acb34af05398,1.0,358.46700000000004,4.7536234855651855,4.3732686042785645,4.87,0.3803548812866211,500,head_plus_lora
nesso_068cda0eed0a183e0903,4.0,366.41700000000003,5.1276326179504395,5.005641937255859,4.1,0.12199068069458008,500,head_plus_lora
nesso_06938e368952147e38e8,1.0,253.71,4.682807922363281,4.315146446228027,2.86,0.3676614761352539,500,head_plus_lora
nesso_06a4941ea749925e8e76,4.0,372.8560000000001,5.276432037353516,5.229427814483643,1.89,0.04700422286987305,500,head_plus_lora
nesso_06aac10cbd954ec3ac1d,4.0,344.40000000000003,4.912839889526367,4.698573112487793,3.35,0.21426677703857422,500,head_plus_lora
nesso_06c317714ef4e61868af,3.0,312.365,5.5455002784729,5.138855457305908,3.91,0.4066448211669922,500,head_plus_lora
nesso_06d787f0d8640670fe57,4.0,344.38599999999997,4.6011962890625,4.417069435119629,4.71,0.1841268539428711,500,head_plus_lora
nesso_06dcc01483ef97f90ad3,3.0,401.26300000000003,5.024133205413818,4.915745735168457,4.66,0.10838747024536133,500,head_plus_lora
nesso_06df58ba219840abc414,0.0,414.8900000000002,4.8417205810546875,4.5939836502075195,4.88,0.24773693084716797,500,head_plus_lora
nesso_06e06f0c876aaf93fb51,0.0,378.43600000000026,4.9945268630981445,4.611184120178223,4.8,0.3833427429199219,500,head_plus_lora
nesso_06f2f9e4c8ea4b5fd272,1.0,203.672,4.565740585327148,4.1121907234191895,1.94,0.453549861907959,500,head_plus_lora
nesso_06f54d1c968931d1e785,1.0,317.292,5.257615089416504,4.970832824707031,4.98,0.28678226470947266,500,head_plus_lora
nesso_06fbdb878cfdf9f6248b,4.0,382.42000000000013,4.609272480010986,4.298896789550781,4.63,0.3103756904602051,500,head_plus_lora
nesso_0707f27445c3dddde6f7,3.0,338.367,4.75871467590332,4.453293800354004,4.34,0.3054208755493164,500,head_plus_lora
nesso_07104036aa04c2df6f78,1.0,340.3010000000001,5.248181343078613,5.041720867156982,5.19,0.20646047592163086,500,head_plus_lora
nesso_072e7ab30fca11ed5c19,4.0,212.20499999999998,5.663596153259277,4.675658702850342,2.22,0.9879374504089355,500,head_plus_lora
nesso_0743d67b5413d9534559,4.0,319.386,4.631471633911133,4.380764007568359,5.02,0.25070762634277344,500,head_plus_lora
nesso_0748894f7a0e7ccd3972,4.0,162.019,4.018982887268066,3.3005805015563965,2.39,0.7184023857116699,500,head_plus_lora
nesso_07612df3b850c91e1513,4.0,381.4760000000003,5.156394958496094,5.129638195037842,5.96,0.026756763458251953,500,head_plus_lora
nesso_076310f4daf95c70946e,3.0,297.33299999999997,5.659112930297852,5.464208126068115,4.41,0.19490480422973633,500,head_plus_lora
nesso_078f081254ee3667b352,3.0,317.4040000000001,4.830117225646973,4.549432754516602,4.32,0.2806844711303711,500,head_plus_lora
nesso_0797e74304dbe584782d,1.0,357.793,4.773036003112793,4.616382122039795,4.14,0.15665388107299805,500,head_plus_lora
nesso_0798c75e7293bd0c3666,4.0,297.38300000000004,4.89092493057251,4.697078227996826,4.4,0.1938467025756836,500,head_plus_lora
nesso_079e17dfacd861fb64d9,2.0,361.22800000000007,5.176218032836914,4.965082168579102,5.52,0.2111358642578125,500,head_plus_lora
nesso_07a3317833824b275aef,3.0,346.37700000000007,4.595046043395996,4.377350807189941,4.57,0.2176952362060547,500,head_plus_lora
nesso_07a7b46e444b19311d06,4.0,344.41100000000006,4.81153678894043,4.831497669219971,4.97,0.019960880279541016,500,head_plus_lora
nesso_07b3e984cfccf6644bde,0.0,369.42800000000005,5.06823205947876,4.750555992126465,5.28,0.3176760673522949,500,head_plus_lora
nesso_07b485f36d511778181b,3.0,392.4840000000001,5.150108337402344,5.0314812660217285,5.34,0.11862707138061523,500,head_plus_lora
nesso_07bb767a30efccdd941f,2.0,370.4820000000001,5.512042999267578,5.394322395324707,4.92,0.1177206039428711,500,head_plus_lora
nesso_07c0489d67ccecf78276,3.0,324.837,5.200850009918213,5.020750045776367,5.38,0.1800999641418457,500,head_plus_lora
nesso_07c1859e34ddcce0a429,4.0,311.38500000000005,5.076837539672852,4.8164849281311035,4.58,0.26035261154174805,500,head_plus_lora
nesso_07d0b10af6a64c2b9249,3.0,423.5860000000003,4.861257553100586,4.829480171203613,5.22,0.031777381896972656,500,head_plus_lora
nesso_07db441b8c3d10561599,3.0,367.25700000000006,5.239910125732422,5.078552722930908,5.16,0.16135740280151367,500,head_plus_lora
nesso_07e8177b23aee02ad895,3.0,348.7370000000001,5.440714359283447,5.32848596572876,4.97,0.1122283935546875,500,head_plus_lora
nesso_0801bc360fb1d4dcca6e,0.0,434.47100000000034,5.0293869972229,4.578166961669922,4.83,0.4512200355529785,500,head_plus_lora
nesso_0804ecc50eeffbbfa430,0.0,361.8330000000001,4.736075401306152,4.581604480743408,3.15,0.15447092056274414,500,head_plus_lora
nesso_0817f2963a79068a4516,0.0,341.498,5.1158599853515625,5.099485874176025,4.9,0.01637411117553711,500,head_plus_lora
nesso_08212e95d277c7bcab8c,3.0,321.4860000000001,5.038309574127197,4.536891937255859,5.13,0.5014176368713379,500,head_plus_lora
nesso_0821e2ff227ac9418d4e,0.0,430.5270000000001,5.202771186828613,4.932711601257324,5.28,0.27005958557128906,500,head_plus_lora
nesso_0830dd6d3ef235baa54a,2.0,250.327,5.022407531738281,4.77221155166626,3.94,0.2501959800720215,500,head_plus_lora
nesso_0853566fd4adfe0a59c0,2.0,350.4620000000002,4.899004936218262,4.999539375305176,5.35,0.10053443908691406,500,head_plus_lora
nesso_08b6b33b85b5ec8cbb84,0.0,466.5410000000002,5.297974586486816,5.110646724700928,5.42,0.18732786178588867,500,head_plus_lora
nesso_08c55dfcefcde104f584,0.0,246.35399999999996,4.576622009277344,4.088029861450195,2.98,0.48859214782714844,500,head_plus_lora
nesso_08e0c1444877859671ec,4.0,187.286,5.419990062713623,4.9533233642578125,2.63,0.46666669845581055,500,head_plus_lora
nesso_0905ecca22046a39df2a,3.0,108.14399999999998,4.396668434143066,2.3029017448425293,2.85,2.093766689300537,500,head_plus_lora
nesso_0907ee74de0e79b4f6e8,0.0,332.38100000000003,4.936322212219238,4.63114070892334,5.41,0.30518150329589844,500,head_plus_lora
nesso_090d91edb462c38d2ca0,2.0,191.27799999999993,4.3062310218811035,3.8946187496185303,1.86,0.41161227226257324,500,head_plus_lora
nesso_0916572182d89c344dfd,1.0,372.53600000000006,5.863563537597656,5.150059700012207,2.08,0.7135038375854492,500,head_plus_lora
nesso_0924741146d402195a0e,1.0,341.411,4.848728179931641,4.719806671142578,4.95,0.1289215087890625,500,head_plus_lora
nesso_0925be8c11cace901ae4,4.0,382.46000000000015,5.082939147949219,4.9817657470703125,4.91,0.10117340087890625,500,head_plus_lora
nesso_0957aa835b85e3be7061,2.0,327.3840000000001,4.691445827484131,4.490433692932129,5.13,0.20101213455200195,500,head_plus_lora
nesso_095a44ae37c03c675620,4.0,332.7660000000001,5.460087776184082,5.337701797485352,5.06,0.12238597869873047,500,head_plus_lora
nesso_096ceaf98c0e75d9c2f2,3.0,425.3480000000001,5.139624118804932,4.9934492111206055,5.0,0.14617490768432617,500,head_plus_lora
nesso_0986d6843d17d29d4294,3.0,350.4180000000001,5.077274322509766,4.980913162231445,5.6,0.09636116027832031,500,head_plus_lora
nesso_09abcf7d6c82938d682a,1.0,394.4410000000001,5.3755998611450195,5.2800517082214355,5.32,0.09554815292358398,500,head_plus_lora
nesso_0a05b57dbcfbecf84bdc,2.0,346.35600000000005,4.809098243713379,4.338074684143066,4.31,0.4710235595703125,500,head_plus_lora
nesso_0a1a8439f812017cd5f3,1.0,467.57000000000033,5.475045204162598,5.050637722015381,1.71,0.4244074821472168,500,head_plus_lora
nesso_0a2da96a1141c6f71a48,2.0,312.41000000000014,4.4437994956970215,3.9904587268829346,2.53,0.4533407688140869,500,head_plus_lora
nesso_0a41ff2458d7de729fb4,4.0,417.46600000000007,4.906283378601074,4.682515621185303,6.63,0.22376775741577148,500,head_plus_lora
nesso_0a46a8e7e3070dd8c427,2.0,316.30400000000003,4.573967933654785,4.570857524871826,4.57,0.0031104087829589844,500,head_plus_lora
nesso_0a525674675328af95c7,0.0,329.40000000000003,4.585746765136719,4.36082124710083,4.08,0.22492551803588867,500,head_plus_lora
nesso_0a5a731a193480161435,3.0,354.36600000000004,4.808718681335449,4.552035808563232,3.9,0.2566828727722168,500,head_plus_lora
nesso_0a96d88cd325e817b8d1,4.0,166.17599999999996,4.298630237579346,2.5866498947143555,2.1,1.7119803428649902,500,head_plus_lora
nesso_0aa8af4201ba6595b367,2.0,356.4660000000001,5.343618392944336,5.107203960418701,3.63,0.23641443252563477,500,head_plus_lora
nesso_0aae2a3b0c1eac00481f,4.0,368.4370000000003,4.8120436668396,4.629920959472656,4.31,0.18212270736694336,500,head_plus_lora
nesso_0ac2b88c1ab4802e79e3,4.0,369.8520000000001,5.0972981452941895,4.878617286682129,1.73,0.21868085861206055,500,head_plus_lora
nesso_0ac5b9249cda5d8b8b27,1.0,356.78400000000005,5.110196113586426,5.027952671051025,5.13,0.08224344253540039,500,head_plus_lora
nesso_0acf2cd7137b8c48a9d7,0.0,317.335,4.994009971618652,4.938021659851074,4.15,0.055988311767578125,500,head_plus_lora
nesso_0ae813dbf51c2e0a1710,2.0,338.37100000000004,4.978487014770508,4.826533317565918,4.44,0.15195369720458984,500,head_plus_lora
nesso_0b0b2eb6c52bedf7cef0,0.0,375.4250000000002,4.893929481506348,4.7182745933532715,2.7,0.17565488815307617,500,head_plus_lora
nesso_0b1364f64cdbf8e099bb,0.0,320.43300000000005,4.953359127044678,4.86282205581665,4.63,0.09053707122802734,500,head_plus_lora
nesso_0b2db1087188addad570,2.0,334.37900000000013,5.024718761444092,4.744992256164551,4.5,0.279726505279541,500,head_plus_lora
nesso_0b337312cd431267ef92,1.0,309.36899999999997,5.002020835876465,5.021533012390137,4.58,0.019512176513671875,500,head_plus_lora
nesso_0b3e3396f24b3899724b,1.0,378.43200000000013,5.147740364074707,4.943021297454834,3.38,0.20471906661987305,500,head_plus_lora
nesso_0b558b99916ebe540e95,4.0,167.12,4.539502143859863,4.088932037353516,2.55,0.45057010650634766,500,head_plus_lora
nesso_0b733505461383c0c124,2.0,366.4650000000001,4.8355712890625,4.756924629211426,3.35,0.07864665985107422,500,head_plus_lora
nesso_0ba186780a708113bfa6,4.0,382.41100000000006,5.011213302612305,5.012395858764648,4.61,0.00118255615234375,500,head_plus_lora
nesso_0ba75904a03a269a6afc,0.0,360.37700000000007,4.88604211807251,4.62056827545166,1.66,0.2654738426208496,500,head_plus_lora
nesso_0badbad577a1b36f5eb0,2.0,328.33200000000005,4.905346393585205,4.658725738525391,3.96,0.24662065505981445,500,head_plus_lora
nesso_0bdf12e321b2bc8e9379,3.0,264.285,4.582071304321289,4.2645673751831055,2.79,0.3175039291381836,500,head_plus_lora
nesso_0bfe77a1e70aa038b2ee,1.0,353.40100000000007,4.821997165679932,4.872743606567383,5.44,0.05074644088745117,500,head_plus_lora
nesso_0c2907ae8fb2be22dddd,4.0,326.7830000000001,4.9242682456970215,4.815886497497559,3.08,0.10838174819946289,500,head_plus_lora
nesso_0c318501aa62ed7ae1f2,2.0,429.48000000000013,4.595314979553223,4.254796028137207,4.47,0.3405189514160156,500,head_plus_lora
nesso_0c359eb67ded1710d6af,3.0,330.35900000000015,5.408107757568359,5.049318790435791,4.23,0.35878896713256836,500,head_plus_lora
nesso_0c58e597b74e27c015e4,4.0,309.394,4.894015312194824,4.685951232910156,4.22,0.20806407928466797,500,head_plus_lora
nesso_0c635a764dbc428f7dde,0.0,303.33700000000005,4.767535209655762,4.514566898345947,5.51,0.25296831130981445,500,head_plus_lora
nesso_0c6d7dff6066028feb61,0.0,344.37100000000004,5.5841569900512695,5.203193664550781,5.13,0.3809633255004883,500,head_plus_lora
nesso_0c72fcaa56efdde5fde3,4.0,229.257,4.887664794921875,4.480537414550781,2.42,0.40712738037109375,500,head_plus_lora
nesso_0ca2fd6c919ff188c732,1.0,350.42500000000007,4.7761945724487305,4.1960272789001465,1.72,0.580167293548584,500,head_plus_lora
nesso_0cafddb847f5bbd01a8e,0.0,377.37000000000006,4.930630207061768,4.803349494934082,5.05,0.12728071212768555,500,head_plus_lora
nesso_0cb71db5b8cbc1c25cb1,4.0,191.01299999999998,4.571988105773926,3.9786794185638428,1.94,0.593308687210083,500,head_plus_lora
nesso_0cbc2a1954ccf93bd53f,0.0,477.5210000000002,4.974410057067871,4.741362571716309,5.03,0.2330474853515625,500,head_plus_lora
nesso_0cc22eea468d0287cb29,4.0,364.44900000000007,4.867082118988037,4.7228684425354,5.31,0.14421367645263672,500,head_plus_lora
nesso_0cce6fea62f99407c3d9,0.0,428.5800000000001,5.031035423278809,4.942334175109863,5.22,0.08870124816894531,500,head_plus_lora
nesso_0cd4afc9b97c6d30a36a,3.0,305.338,4.863614559173584,4.361504554748535,3.29,0.5021100044250488,500,head_plus_lora
nesso_0cecb7e2163c07902542,4.0,398.5760000000002,5.818432331085205,5.634161472320557,5.48,0.18427085876464844,500,head_plus_lora
nesso_0cf10d2bbecf9e7aaee8,2.0,390.26600000000013,5.551713943481445,5.119938373565674,5.05,0.4317755699157715,500,head_plus_lora
nesso_0d01280145c649993dd2,4.0,325.45900000000006,5.285888195037842,5.194952011108398,5.45,0.09093618392944336,500,head_plus_lora
nesso_0d1f764ffd77f4433822,0.0,296.37,5.512341022491455,5.315699577331543,4.81,0.1966414451599121,500,head_plus_lora
nesso_0d387037591ae00e8c02,4.0,240.33100000000002,5.222481727600098,4.674378871917725,3.9,0.548102855682373,500,head_plus_lora
nesso_0d4757b497005ae44de0,4.0,326.312,4.889736652374268,4.6016435623168945,3.49,0.28809309005737305,500,head_plus_lora
nesso_0d49c9c20af441aca09c,3.0,347.41800000000006,5.009718418121338,4.797056674957275,4.82,0.2126617431640625,500,head_plus_lora
nesso_0d4f56b57bf23831a422,0.0,375.4730000000002,5.356931686401367,5.246161937713623,5.27,0.11076974868774414,500,head_plus_lora
nesso_0d5cc9bae1f934823ee9,3.0,343.398,5.071418762207031,4.886727809906006,5.32,0.1846909523010254,500,head_plus_lora
nesso_0d7051adc6215de69ee0,0.0,402.2960000000002,5.217819690704346,5.0698347091674805,4.87,0.14798498153686523,500,head_plus_lora
nesso_0d7e25de754535b69a2a,0.0,314.77600000000007,5.126408576965332,4.978704452514648,4.61,0.1477041244506836,500,head_plus_lora
nesso_0da288e221cb891631de,4.0,318.402,4.90963888168335,4.525605201721191,5.41,0.3840336799621582,500,head_plus_lora
nesso_0dbc507f618d6f0c5f1e,3.0,240.32799999999997,4.64520788192749,4.17827033996582,3.56,0.4669375419616699,500,head_plus_lora
nesso_0dce6db3746c5d4e851e,1.0,350.31800000000004,4.4494123458862305,3.9754245281219482,4.93,0.4739878177642822,500,head_plus_lora
nesso_0dd9c163d17b3d23397d,3.0,318.4390000000001,4.745330810546875,4.240878105163574,4.8,0.5044527053833008,500,head_plus_lora
nesso_0e04aca66f4acef0478b,3.0,296.33000000000004,4.609106063842773,4.318205833435059,3.49,0.29090023040771484,500,head_plus_lora
nesso_0e15f29135e27206b401,4.0,156.56799999999998,4.3465986251831055,3.685871124267578,3.01,0.6607275009155273,500,head_plus_lora
nesso_0e275f48e9a4deae4e20,4.0,382.5080000000003,4.729116916656494,4.467517375946045,5.82,0.2615995407104492,500,head_plus_lora
nesso_0e3de97115d58066fc44,2.0,401.4220000000001,5.206046104431152,5.143441677093506,5.33,0.06260442733764648,500,head_plus_lora
nesso_0e3e65e7fc125ee088e2,3.0,134.13799999999998,4.532011985778809,3.5922274589538574,3.0,0.9397845268249512,500,head_plus_lora
nesso_0e475a3e7244ddb942de,3.0,299.40300000000013,5.3884124755859375,4.739275932312012,1.76,0.6491365432739258,500,head_plus_lora
nesso_0e4807595256e2b90de3,3.0,434.50300000000016,4.887857913970947,4.66997766494751,5.3,0.2178802490234375,500,head_plus_lora
nesso_0e4fdfb53271b6a3048c,0.0,380.4640000000002,4.856672763824463,4.741062641143799,5.58,0.11561012268066406,500,head_plus_lora
nesso_0e5ccae9bfd8ad2490dd,0.0,296.32300000000004,4.544795989990234,3.888129711151123,3.14,0.6566662788391113,500,head_plus_lora
nesso_0e799acda58abcdad8a8,1.0,338.40700000000015,5.560751914978027,5.434057712554932,5.0,0.1266942024230957,500,head_plus_lora
