record_id,MW,ecdf,value,variable,stratum,denominator
nesso_ffeaa2e3100aae7cb002,329.331,0.011586739620212423,0.408,Emax_ratio,MW ≥215 Da,3107
nesso_479a72ce96ab137baf17,386.4770000000001,0.011908593498551657,0.412,Emax_ratio,MW ≥215 Da,3107
nesso_5604d89c02aa2a99f6d8,326.343,0.012230447376890892,0.414,Emax_ratio,MW ≥215 Da,3107
nesso_9a7feee7472611874031,384.39200000000005,0.012552301255230125,0.418,Emax_ratio,MW ≥215 Da,3107
nesso_160d349c94932754a608,404.4700000000001,0.012874155133569359,0.419,Emax_ratio,MW ≥215 Da,3107
nesso_774bf1f58abf921f8505,319.36800000000005,0.013196009011908594,0.419,Emax_ratio,MW ≥215 Da,3107
nesso_f64bc8f57a0e8c89cf72,337.48900000000026,0.013517862890247827,0.422,Emax_ratio,MW ≥215 Da,3107
nesso_48c4939adbc2af9c229e,422.4480000000001,0.013839716768587062,0.424,Emax_ratio,MW ≥215 Da,3107
nesso_e8e5989469d8f9de1e7a,346.3940000000001,0.014161570646926296,0.425,Emax_ratio,MW ≥215 Da,3107
nesso_a842026d29f92e69df26,428.53200000000015,0.014483424525265529,0.426,Emax_ratio,MW ≥215 Da,3107
nesso_4df9414b72b78724e945,312.3690000000001,0.014805278403604764,0.428,Emax_ratio,MW ≥215 Da,3107
nesso_5f700fa762868dcf19d7,337.3790000000001,0.015127132281943997,0.428,Emax_ratio,MW ≥215 Da,3107
nesso_e8a718af640327bf3b84,331.4160000000001,0.01544898616028323,0.43,Emax_ratio,MW ≥215 Da,3107
nesso_feaff2bc9832edc16da7,324.384,0.015770840038622464,0.434,Emax_ratio,MW ≥215 Da,3107
nesso_618b3094ea016ea6b926,341.39200000000005,0.0160926939169617,0.437,Emax_ratio,MW ≥215 Da,3107
nesso_ed157dad9610950b8ab9,331.3870000000001,0.016414547795300934,0.439,Emax_ratio,MW ≥215 Da,3107
nesso_dd469465c15c0589548b,324.42800000000005,0.016736401673640166,0.442,Emax_ratio,MW ≥215 Da,3107
nesso_e766f8d81a9ad5cb70b0,252.726,0.0170582555519794,0.442,Emax_ratio,MW ≥215 Da,3107
nesso_464704ea41a9df81eba2,328.29800000000006,0.017380109430318636,0.443,Emax_ratio,MW ≥215 Da,3107
nesso_5f322f00e6be8e49a02e,319.3210000000001,0.017701963308657868,0.444,Emax_ratio,MW ≥215 Da,3107
nesso_c1760a58966de3ce4a14,365.5430000000002,0.018023817186997103,0.445,Emax_ratio,MW ≥215 Da,3107
nesso_b1c7a98f665e472a9bfb,297.38699999999994,0.018345671065336338,0.447,Emax_ratio,MW ≥215 Da,3107
nesso_450883681fbc8c123172,323.3520000000001,0.018667524943675573,0.448,Emax_ratio,MW ≥215 Da,3107
nesso_b84d25573d40fa8205f2,276.38300000000004,0.018989378822014805,0.453,Emax_ratio,MW ≥215 Da,3107
nesso_cb422cb0452981284e12,378.36700000000013,0.01931123270035404,0.453,Emax_ratio,MW ≥215 Da,3107
nesso_f55b9b3aa3e836fe48af,341.47700000000003,0.019633086578693275,0.453,Emax_ratio,MW ≥215 Da,3107
nesso_0d4757b497005ae44de0,326.312,0.019954940457032506,0.457,Emax_ratio,MW ≥215 Da,3107
nesso_60b8c2dc5a456a321fa9,278.35900000000004,0.02027679433537174,0.458,Emax_ratio,MW ≥215 Da,3107
nesso_4094c7d85926985b1611,327.384,0.020598648213710977,0.464,Emax_ratio,MW ≥215 Da,3107
nesso_64a14d4fb06649a81618,391.474,0.02092050209205021,0.466,Emax_ratio,MW ≥215 Da,3107
nesso_013e7d360dd9dcf37a34,360.41700000000003,0.021242355970389443,0.468,Emax_ratio,MW ≥215 Da,3107
nesso_7ba00f7eef600c42199f,377.42500000000007,0.02156420984872868,0.468,Emax_ratio,MW ≥215 Da,3107
nesso_6c5d5259ece28cc1de79,329.40400000000005,0.02188606372706791,0.47,Emax_ratio,MW ≥215 Da,3107
nesso_f175ea0f6068b1ab35f4,344.374,0.022207917605407145,0.47,Emax_ratio,MW ≥215 Da,3107
nesso_1bdd384c5eb9c6686463,341.31700000000006,0.02252977148374638,0.472,Emax_ratio,MW ≥215 Da,3107
nesso_c659fa4a7f4fde3a4845,467.3200000000001,0.022851625362085612,0.473,Emax_ratio,MW ≥215 Da,3107
nesso_3d1aa0387a9f83b6b2c4,338.4110000000002,0.023173479240424847,0.474,Emax_ratio,MW ≥215 Da,3107
nesso_ea1fc280ce0a7bb8bc4c,356.37500000000006,0.023495333118764082,0.475,Emax_ratio,MW ≥215 Da,3107
nesso_4f19ccaf0a9f3f8ba27e,307.46299999999997,0.023817186997103314,0.477,Emax_ratio,MW ≥215 Da,3107
nesso_63c11cab8c688a6d29b2,335.41100000000006,0.02413904087544255,0.477,Emax_ratio,MW ≥215 Da,3107
nesso_e7a1b670224ff7a9ab8e,337.423,0.024460894753781784,0.483,Emax_ratio,MW ≥215 Da,3107
nesso_2bfe6ce7702fb68632af,368.36800000000005,0.024782748632121016,0.484,Emax_ratio,MW ≥215 Da,3107
nesso_4ad44a6be2a0083306e8,324.428,0.02510460251046025,0.484,Emax_ratio,MW ≥215 Da,3107
nesso_a55a4ee1d6e3fe176f45,325.41600000000005,0.025426456388799486,0.484,Emax_ratio,MW ≥215 Da,3107
nesso_3d2226671f8e509a68b1,260.676,0.025748310267138717,0.485,Emax_ratio,MW ≥215 Da,3107
nesso_1afe54bdc8adf2cdbaaa,428.5370000000002,0.026070164145477952,0.488,Emax_ratio,MW ≥215 Da,3107
nesso_9191ee76313c694a954a,414.89700000000005,0.026392018023817188,0.488,Emax_ratio,MW ≥215 Da,3107
nesso_9e1665adb75c6b5f54d2,346.84300000000013,0.026713871902156423,0.489,Emax_ratio,MW ≥215 Da,3107
nesso_aeb8ee90b1bac1d7fb98,261.3649999999999,0.027035725780495654,0.49,Emax_ratio,MW ≥215 Da,3107
nesso_07104036aa04c2df6f78,340.3010000000001,0.02735757965883489,0.491,Emax_ratio,MW ≥215 Da,3107
nesso_0986d6843d17d29d4294,350.4180000000001,0.027679433537174124,0.491,Emax_ratio,MW ≥215 Da,3107
nesso_dfafa75e233e6874d402,334.423,0.028001287415513356,0.492,Emax_ratio,MW ≥215 Da,3107
nesso_1d9c963e7f884427d214,371.4810000000001,0.02832314129385259,0.494,Emax_ratio,MW ≥215 Da,3107
nesso_5c433aafa086b80b3f57,322.3400000000002,0.028644995172191826,0.494,Emax_ratio,MW ≥215 Da,3107
nesso_cf22e08f1779a06cebed,310.3230000000001,0.028966849050531058,0.494,Emax_ratio,MW ≥215 Da,3107
nesso_161713f4d14efc1eac8b,286.334,0.029288702928870293,0.495,Emax_ratio,MW ≥215 Da,3107
nesso_1b1b8e808e4d9dac556b,425.55400000000014,0.029610556807209528,0.496,Emax_ratio,MW ≥215 Da,3107
nesso_2516fc3a7228b57dc05d,314.3450000000001,0.02993241068554876,0.496,Emax_ratio,MW ≥215 Da,3107
nesso_59327610acf50c07cf1a,293.4360000000001,0.030254264563887995,0.498,Emax_ratio,MW ≥215 Da,3107
nesso_7a2060e24a2e382cc79b,301.41499999999996,0.03057611844222723,0.5,Emax_ratio,MW ≥215 Da,3107
nesso_744f2806483f139986dd,380.2310000000002,0.03089797232056646,0.502,Emax_ratio,MW ≥215 Da,3107
nesso_c43511bb41500799bdf1,343.452,0.031219826198905697,0.503,Emax_ratio,MW ≥215 Da,3107
nesso_8858f4bb679552004fce,369.4460000000001,0.03154168007724493,0.505,Emax_ratio,MW ≥215 Da,3107
nesso_51d34d2b0c45130bf93d,359.4010000000002,0.03186353395558417,0.506,Emax_ratio,MW ≥215 Da,3107
nesso_ccec56492ed773950b52,406.2690000000002,0.0321853878339234,0.506,Emax_ratio,MW ≥215 Da,3107
nesso_480672e31a4d3b8af72d,384.4360000000003,0.03250724171226263,0.507,Emax_ratio,MW ≥215 Da,3107
nesso_c41708616ca07dd45c24,333.338,0.03282909559060187,0.507,Emax_ratio,MW ≥215 Da,3107
nesso_1eed5da53e450d351607,358.463,0.0331509494689411,0.509,Emax_ratio,MW ≥215 Da,3107
nesso_5a229045f5d70d851ea7,433.5520000000002,0.03347280334728033,0.509,Emax_ratio,MW ≥215 Da,3107
nesso_a4a5232b70ff5ac17347,348.51600000000013,0.03379465722561957,0.509,Emax_ratio,MW ≥215 Da,3107
nesso_e085433cf71a5d8f8ca4,398.423,0.0341165111039588,0.509,Emax_ratio,MW ≥215 Da,3107
nesso_a069a9a5d9622cb3922c,355.419,0.034438364982298034,0.51,Emax_ratio,MW ≥215 Da,3107
nesso_852af2776e5648c7865c,358.41900000000004,0.03476021886063727,0.511,Emax_ratio,MW ≥215 Da,3107
nesso_24052bcfeee4e3acb67a,374.46200000000016,0.035082072738976504,0.512,Emax_ratio,MW ≥215 Da,3107
nesso_6306b947cf44de5ff207,361.43500000000006,0.035403926617315735,0.512,Emax_ratio,MW ≥215 Da,3107
nesso_eeecfaf9683cb007193c,320.408,0.035725780495654974,0.512,Emax_ratio,MW ≥215 Da,3107
nesso_0d49c9c20af441aca09c,347.41800000000006,0.036047634373994206,0.513,Emax_ratio,MW ≥215 Da,3107
nesso_173f5a67b241564fa472,362.4730000000001,0.03636948825233344,0.513,Emax_ratio,MW ≥215 Da,3107
nesso_4ee34d0caba25baead79,373.46,0.036691342130672676,0.513,Emax_ratio,MW ≥215 Da,3107
nesso_b1e42a10751c53250b8b,320.39599999999996,0.03701319600901191,0.514,Emax_ratio,MW ≥215 Da,3107
nesso_1caca110de780fa42308,306.369,0.037335049887351146,0.515,Emax_ratio,MW ≥215 Da,3107
nesso_5ef04e910eada15532e0,316.32700000000006,0.03765690376569038,0.515,Emax_ratio,MW ≥215 Da,3107
nesso_9a334a9ec7eff068c54f,346.408,0.03797875764402961,0.515,Emax_ratio,MW ≥215 Da,3107
nesso_c623c84e1687f47ba87b,341.45900000000006,0.03830061152236885,0.515,Emax_ratio,MW ≥215 Da,3107
nesso_93b9c1c2d716a530bcb8,340.423,0.03862246540070808,0.516,Emax_ratio,MW ≥215 Da,3107
nesso_9e45bc6a9ec762649b98,358.4380000000001,0.03894431927904731,0.516,Emax_ratio,MW ≥215 Da,3107
nesso_fbaf840480ce60c21d3e,355.26500000000016,0.03926617315738655,0.516,Emax_ratio,MW ≥215 Da,3107
nesso_04a0abbb4ac420dee418,458.5150000000002,0.03958802703572578,0.517,Emax_ratio,MW ≥215 Da,3107
nesso_62ad8000d79ab1f0bbff,302.399,0.03990988091406501,0.517,Emax_ratio,MW ≥215 Da,3107
nesso_2117c25f5a24a3055704,320.29600000000005,0.04023173479240425,0.518,Emax_ratio,MW ≥215 Da,3107
nesso_c09e42102d55212a9820,324.42400000000004,0.04055358867074348,0.518,Emax_ratio,MW ≥215 Da,3107
nesso_d66688e73c56bca66da2,388.4640000000001,0.040875442549082715,0.518,Emax_ratio,MW ≥215 Da,3107
nesso_ebb55413433d011e71e3,304.3570000000001,0.04119729642742195,0.519,Emax_ratio,MW ≥215 Da,3107
nesso_237b9025d333572cd44e,323.318,0.041519150305761185,0.521,Emax_ratio,MW ≥215 Da,3107
nesso_066ec041acb34af05398,358.46700000000004,0.04184100418410042,0.522,Emax_ratio,MW ≥215 Da,3107
nesso_4e7e5d0a706f7efc04b5,427.48300000000023,0.042162858062439655,0.522,Emax_ratio,MW ≥215 Da,3107
nesso_afc9407c5f3564d8d409,322.36800000000005,0.04248471194077889,0.522,Emax_ratio,MW ≥215 Da,3107
nesso_07b485f36d511778181b,392.4840000000001,0.04280656581911812,0.523,Emax_ratio,MW ≥215 Da,3107
nesso_63c9e3598a65a7a72ac4,308.3850000000001,0.04312841969745736,0.523,Emax_ratio,MW ≥215 Da,3107
nesso_880151ab6cd2c4485356,437.9270000000002,0.04345027357579659,0.523,Emax_ratio,MW ≥215 Da,3107
nesso_abe5d4ea8756addbee0c,340.4270000000001,0.04377212745413582,0.523,Emax_ratio,MW ≥215 Da,3107
nesso_d1960d14c7d5410b0ce6,463.3760000000004,0.04409398133247506,0.524,Emax_ratio,MW ≥215 Da,3107
nesso_a9c226db37b2ea6412b4,398.4380000000001,0.04441583521081429,0.525,Emax_ratio,MW ≥215 Da,3107
nesso_aff3bdcaf7710dcdc86a,363.8450000000001,0.04473768908915352,0.525,Emax_ratio,MW ≥215 Da,3107
nesso_5268176b952d92eaef33,334.401,0.04505954296749276,0.527,Emax_ratio,MW ≥215 Da,3107
nesso_617032ca224868e73053,359.49500000000006,0.04538139684583199,0.527,Emax_ratio,MW ≥215 Da,3107
nesso_15138980233c241934f3,332.36000000000007,0.045703250724171224,0.528,Emax_ratio,MW ≥215 Da,3107
nesso_516d33d747aa0b9914af,353.3730000000001,0.04602510460251046,0.528,Emax_ratio,MW ≥215 Da,3107
nesso_c8c8aa132845a6ad4771,351.472,0.046346958480849694,0.529,Emax_ratio,MW ≥215 Da,3107
nesso_5a222eda71eb8135b46c,301.39400000000006,0.046668812359188926,0.53,Emax_ratio,MW ≥215 Da,3107
nesso_c7d178f293f08208511f,316.35700000000014,0.046990666237528164,0.53,Emax_ratio,MW ≥215 Da,3107
nesso_88344b7f414a04aee5fe,365.35499999999996,0.047312520115867396,0.531,Emax_ratio,MW ≥215 Da,3107
nesso_3c3b840f9c822a17cc5d,351.40600000000023,0.04763437399420663,0.532,Emax_ratio,MW ≥215 Da,3107
nesso_f4e21e0c47a423937635,343.39000000000004,0.047956227872545866,0.532,Emax_ratio,MW ≥215 Da,3107
nesso_694625b3c16ee4f7aaa5,301.3940000000002,0.0482780817508851,0.533,Emax_ratio,MW ≥215 Da,3107
nesso_85647f9b6a72a3788790,327.3840000000001,0.04859993562922433,0.533,Emax_ratio,MW ≥215 Da,3107
nesso_18d5804e0ac8530dbc9d,377.26300000000003,0.04892178950756357,0.535,Emax_ratio,MW ≥215 Da,3107
nesso_8b35d3bd288aab9e4be6,363.8260000000001,0.0492436433859028,0.535,Emax_ratio,MW ≥215 Da,3107
nesso_950480cea024ee833804,366.44300000000015,0.04956549726424203,0.535,Emax_ratio,MW ≥215 Da,3107
nesso_6a8c908032a784cf54f5,350.3650000000001,0.04988735114258127,0.537,Emax_ratio,MW ≥215 Da,3107
nesso_7a2b3e76c94e044eceb9,362.4110000000001,0.0502092050209205,0.537,Emax_ratio,MW ≥215 Da,3107
nesso_88219f172d7c03a07ec8,320.37399999999997,0.05053105889925973,0.537,Emax_ratio,MW ≥215 Da,3107
nesso_1277f97dde5380318fb0,372.372,0.05085291277759897,0.538,Emax_ratio,MW ≥215 Da,3107
nesso_4336adcfe66ca385b402,331.3380000000002,0.0511747666559382,0.538,Emax_ratio,MW ≥215 Da,3107
nesso_ee344ca232a86c3f217b,389.8330000000001,0.051496620534277435,0.538,Emax_ratio,MW ≥215 Da,3107
nesso_8154b49ccb2095046ee2,338.4550000000001,0.05181847441261667,0.539,Emax_ratio,MW ≥215 Da,3107
nesso_ea77fe4ec9cfbb1c060e,322.36800000000005,0.052140328290955905,0.539,Emax_ratio,MW ≥215 Da,3107
nesso_ad506eefc1366a23c52d,378.4320000000001,0.05246218216929514,0.54,Emax_ratio,MW ≥215 Da,3107
nesso_bb4f4d5b7c55e9f93fcd,336.45700000000016,0.052784036047634375,0.54,Emax_ratio,MW ≥215 Da,3107
nesso_d442a112f763ba960f7b,363.44600000000014,0.05310588992597361,0.541,Emax_ratio,MW ≥215 Da,3107
nesso_8f3dadf6c6bed6ea695f,363.5080000000001,0.053427743804312845,0.544,Emax_ratio,MW ≥215 Da,3107
nesso_07b3e984cfccf6644bde,369.42800000000005,0.05374959768265208,0.546,Emax_ratio,MW ≥215 Da,3107
nesso_a11b394db702e1c8d321,337.4270000000001,0.05407145156099131,0.546,Emax_ratio,MW ≥215 Da,3107
nesso_0e3de97115d58066fc44,401.4220000000001,0.05439330543933055,0.547,Emax_ratio,MW ≥215 Da,3107
nesso_4cc2249024ba721b2572,365.4770000000002,0.05471515931766978,0.547,Emax_ratio,MW ≥215 Da,3107
nesso_cee2432beeddb77af903,446.5580000000001,0.05503701319600901,0.547,Emax_ratio,MW ≥215 Da,3107
nesso_788dd7e55d9bfef2b5ce,395.5070000000001,0.05535886707434825,0.548,Emax_ratio,MW ≥215 Da,3107
nesso_884c2c459fa747763a9b,311.38500000000005,0.05568072095268748,0.548,Emax_ratio,MW ≥215 Da,3107
nesso_97dada64cebff6949428,445.48200000000014,0.05600257483102671,0.549,Emax_ratio,MW ≥215 Da,3107
nesso_a2c92032902af5a8fb2e,334.379,0.05632442870936595,0.549,Emax_ratio,MW ≥215 Da,3107
nesso_8173490424ff8e39377a,342.374,0.05664628258770518,0.55,Emax_ratio,MW ≥215 Da,3107
nesso_a6076192b199418857c2,427.9110000000002,0.056968136466044414,0.55,Emax_ratio,MW ≥215 Da,3107
nesso_b0ff6deee1b634b932c3,304.4149999999999,0.05728999034438365,0.55,Emax_ratio,MW ≥215 Da,3107
nesso_bd659402e541b15c6827,315.38000000000005,0.057611844222722884,0.55,Emax_ratio,MW ≥215 Da,3107
nesso_bfdcde195031f6bd9a8d,324.38000000000005,0.057933698101062116,0.55,Emax_ratio,MW ≥215 Da,3107
nesso_5485cb4a953f084b77a3,328.42000000000024,0.058255551979401354,0.551,Emax_ratio,MW ≥215 Da,3107
nesso_b24330ad138bab5125a8,286.375,0.058577405857740586,0.552,Emax_ratio,MW ≥215 Da,3107
nesso_4b29e59c04f4b19b8945,349.2280000000001,0.05889925973607982,0.554,Emax_ratio,MW ≥215 Da,3107
nesso_d17352eecf36efc16dd9,314.38900000000007,0.059221113614419056,0.554,Emax_ratio,MW ≥215 Da,3107
nesso_165974741f83bca7d77c,374.5060000000001,0.05954296749275829,0.555,Emax_ratio,MW ≥215 Da,3107
nesso_2ee21137689780b0b25f,338.44000000000005,0.05986482137109752,0.555,Emax_ratio,MW ≥215 Da,3107
nesso_e07b61eb15b8b1dd431d,273.33199999999994,0.06018667524943676,0.555,Emax_ratio,MW ≥215 Da,3107
nesso_ef53972da0229a7aa84f,309.37300000000005,0.06050852912777599,0.555,Emax_ratio,MW ≥215 Da,3107
nesso_0d7051adc6215de69ee0,402.2960000000002,0.06083038300611522,0.556,Emax_ratio,MW ≥215 Da,3107
nesso_4921010e3eae61f92e74,317.35200000000003,0.06115223688445446,0.556,Emax_ratio,MW ≥215 Da,3107
nesso_add8319b8b3c9a3c41f0,371.45599999999996,0.06147409076279369,0.556,Emax_ratio,MW ≥215 Da,3107
nesso_c7745502a496ed54f404,356.4700000000001,0.06179594464113292,0.5565,Emax_ratio,MW ≥215 Da,3107
nesso_3812c3701bef172ea515,316.445,0.06211779851947216,0.557,Emax_ratio,MW ≥215 Da,3107
nesso_a55babaee182aa2e0e63,353.4220000000001,0.06243965239781139,0.557,Emax_ratio,MW ≥215 Da,3107
nesso_b5dd0161bbf624c3c92d,327.3880000000001,0.06276150627615062,0.557,Emax_ratio,MW ≥215 Da,3107
nesso_cfdcb8cdb421c438449e,422.4850000000002,0.06308336015448986,0.557,Emax_ratio,MW ≥215 Da,3107
nesso_eaa8077db13e5ebb3420,340.38300000000004,0.0634052140328291,0.557,Emax_ratio,MW ≥215 Da,3107
nesso_53fc3c2fc49d1e3ce1b9,344.415,0.06372706791116833,0.558,Emax_ratio,MW ≥215 Da,3107
nesso_7f8c1cb7d675956910d3,375.4280000000001,0.06404892178950757,0.558,Emax_ratio,MW ≥215 Da,3107
nesso_4495c1742b936211fcf1,405.5020000000002,0.0643707756678468,0.561,Emax_ratio,MW ≥215 Da,3107
nesso_bf8bf635a0f6064b80ca,324.34000000000003,0.06469262954618603,0.561,Emax_ratio,MW ≥215 Da,3107
nesso_c88824b28363920d9180,304.341,0.06501448342452526,0.561,Emax_ratio,MW ≥215 Da,3107
nesso_d77e4cfb342eb7a60b4a,341.49800000000016,0.0653363373028645,0.561,Emax_ratio,MW ≥215 Da,3107
nesso_a53ad36e8d04a03a9b76,329.37899999999996,0.06565819118120374,0.562,Emax_ratio,MW ≥215 Da,3107
nesso_4df39b1eae65834b2e0f,325.3900000000001,0.06598004505954297,0.563,Emax_ratio,MW ≥215 Da,3107
nesso_89fb8fd3c279a1d64bc5,362.43300000000005,0.0663018989378822,0.563,Emax_ratio,MW ≥215 Da,3107
nesso_005ba886a4b27089d816,378.46900000000016,0.06662375281622143,0.566,Emax_ratio,MW ≥215 Da,3107
nesso_7473bae7193be03133ba,339.4390000000001,0.06694560669456066,0.566,Emax_ratio,MW ≥215 Da,3107
nesso_a56a506ebc19551592a7,363.8160000000001,0.06726746057289991,0.568,Emax_ratio,MW ≥215 Da,3107
nesso_168c6e9bd9da79ac0a26,313.401,0.06758931445123914,0.569,Emax_ratio,MW ≥215 Da,3107
nesso_3b29dfd01e83ade6f50f,369.4020000000001,0.06791116832957837,0.571,Emax_ratio,MW ≥215 Da,3107
nesso_26830ce9640e1358350e,323.3960000000001,0.0682330222079176,0.572,Emax_ratio,MW ≥215 Da,3107
nesso_5b1088b7aa75b031014e,374.85300000000007,0.06855487608625684,0.573,Emax_ratio,MW ≥215 Da,3107
nesso_d846c8c5c882cb071a80,382.50800000000015,0.06887672996459607,0.573,Emax_ratio,MW ≥215 Da,3107
nesso_319236949d5cf854846a,352.82500000000005,0.06919858384293531,0.574,Emax_ratio,MW ≥215 Da,3107
nesso_db94ee6f7d53f8069cae,364.40100000000007,0.06952043772127454,0.574,Emax_ratio,MW ≥215 Da,3107
nesso_ee746642cec30b553400,317.4140000000001,0.06984229159961378,0.574,Emax_ratio,MW ≥215 Da,3107
nesso_198b7182308b1006fc6d,412.4770000000001,0.07016414547795301,0.575,Emax_ratio,MW ≥215 Da,3107
nesso_2b4d37b1196fb7f27b1b,342.42400000000015,0.07048599935629224,0.575,Emax_ratio,MW ≥215 Da,3107
nesso_3fd03c3094d6f22f9a9c,341.337,0.07080785323463147,0.575,Emax_ratio,MW ≥215 Da,3107
nesso_b11b63b0adf22cd82865,332.36700000000013,0.07112970711297072,0.575,Emax_ratio,MW ≥215 Da,3107
nesso_1aad073690cf5e86b058,337.4480000000001,0.07145156099130995,0.576,Emax_ratio,MW ≥215 Da,3107
nesso_9b30b952c5a8037fe742,362.45500000000027,0.07177341486964918,0.576,Emax_ratio,MW ≥215 Da,3107
nesso_b270e8c690b1370e3061,388.4310000000001,0.07209526874798841,0.576,Emax_ratio,MW ≥215 Da,3107
nesso_eb1536d9deb7c5063e7e,416.8720000000002,0.07241712262632764,0.576,Emax_ratio,MW ≥215 Da,3107
nesso_e21ac21018e75d5ca898,408.5230000000003,0.07273897650466687,0.577,Emax_ratio,MW ≥215 Da,3107
nesso_f6e63e57d1fff1c4c379,419.91600000000017,0.07306083038300612,0.577,Emax_ratio,MW ≥215 Da,3107
nesso_379cd3c377e8dd93ceb3,399.4740000000001,0.07338268426134535,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_3fed9cf30c5b149e95e8,350.42200000000014,0.07370453813968458,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_47bbec69b72d265e9196,344.44000000000005,0.07402639201802381,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_74fbbe7d6faf6de17987,370.4930000000002,0.07434824589636305,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_9b23e6f57c00a5dd8e25,331.31899999999996,0.07467009977470229,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_cb392c18a88064564a91,330.4120000000001,0.07499195365304152,0.578,Emax_ratio,MW ≥215 Da,3107
nesso_fbe2046d026726da7d99,330.34400000000005,0.07531380753138076,0.579,Emax_ratio,MW ≥215 Da,3107
