feature_row,original_id,nearest_development_similarity,nearest_development_feature_row,nearest_development_original_id
419,OADMET-0005578,0.5142857142857142,2067,OADMET-0005856
420,OADMET-0001187,0.34177215189873417,61,OADMET-0005014
423,OADMET-0003546,0.5522388059701493,783,OADMET-0003656
426,OADMET-0000969,0.32432432432432434,1284,OADMET-0001272
430,OADMET-0001547,0.5,3479,OADMET-0001505
431,OADMET-0004807,0.46774193548387094,1278,OADMET-0003467
447,OADMET-0001179,0.45161290322580644,3064,OADMET-0001262
453,OADMET-0001435,0.35,3305,OADMET-0001958
456,OADMET-0004821,0.2692307692307692,1616,OADMET-0005885
458,OADMET-0003242,0.3684210526315789,2956,OADMET-0005752
460,OADMET-0001679,0.35185185185185186,3281,OADMET-0001974
461,OADMET-0004703,0.35,2714,OADMET-0001418
463,OADMET-0001727,0.5,3295,OADMET-0001741
468,OADMET-0003725,0.25301204819277107,2961,OADMET-0005820
469,OADMET-0005284,0.2948717948717949,1517,OADMET-0005800
473,OADMET-0001548,0.3269230769230769,2832,OADMET-0002127
474,OADMET-0002750,0.4444444444444444,3963,OADMET-0005898
488,OADMET-0005587,0.4918032786885246,476,OADMET-0005536
495,OADMET-0001003,0.375,51,OADMET-0001984
512,OADMET-0005316,0.3023255813953488,508,OADMET-0004955
518,OADMET-0002710,0.28,1843,OADMET-0002963
520,OADMET-0005458,0.31645569620253167,1333,OADMET-0004699
521,OADMET-0005103,0.25316455696202533,1060,OADMET-0002952
526,OADMET-0002010,0.575,1515,OADMET-0002190
537,OADMET-0005751,0.36363636363636365,3319,OADMET-0001330
541,OADMET-0005289,0.4782608695652174,3380,OADMET-0004833
544,OADMET-0002920,0.5294117647058824,3378,OADMET-0005652
546,OADMET-0005610,0.42105263157894735,3087,OADMET-0005574
550,OADMET-0005071,0.45161290322580644,2488,OADMET-0003757
554,OADMET-0003170,0.345679012345679,2600,OADMET-0004510
559,OADMET-0002545,0.28169014084507044,3149,OADMET-0003415
563,OADMET-0004934,0.42424242424242425,1661,OADMET-0005887
569,OADMET-0005939,0.34782608695652173,703,OADMET-0004402
586,OADMET-0005549,0.4,1616,OADMET-0005885
589,OADMET-0001787,0.44642857142857145,1850,OADMET-0001712
591,OADMET-0005644,0.3055555555555556,2574,OADMET-0005113
595,OADMET-0005640,0.375,2562,OADMET-0005998
609,OADMET-0003126,0.3235294117647059,1719,OADMET-0003741
624,OADMET-0003171,0.3924050632911392,1689,OADMET-0003227
628,OADMET-0003605,0.39705882352941174,1571,OADMET-0001254
640,OADMET-0005552,0.29411764705882354,2225,OADMET-0004956
647,OADMET-0002636,0.5,2959,OADMET-0003251
652,OADMET-0001125,0.36507936507936506,2097,OADMET-0001956
653,OADMET-0003429,0.3230769230769231,1549,OADMET-0005849
663,OADMET-0004692,0.4166666666666667,1325,OADMET-0003195
666,OADMET-0000962,0.3108108108108108,1992,OADMET-0002942
672,OADMET-0005356,0.3561643835616438,3317,OADMET-0001564
675,OADMET-0002117,0.30612244897959184,26,OADMET-0002008
682,OADMET-0004858,0.3698630136986301,3659,OADMET-0005695
685,OADMET-0001432,0.4583333333333333,977,OADMET-0001440
701,OADMET-0004774,0.33783783783783783,2747,OADMET-0005662
709,OADMET-0000976,0.5254237288135594,3243,OADMET-0001140
712,OADMET-0001898,0.5,641,OADMET-0002296
713,OADMET-0003118,0.2786885245901639,3385,OADMET-0005948
715,OADMET-0001875,0.5102040816326531,910,OADMET-0002241
721,OADMET-0005252,0.33783783783783783,3463,OADMET-0003123
724,OADMET-0005197,0.325,1711,OADMET-0001525
732,OADMET-0002633,0.35384615384615387,3212,OADMET-0004982
735,OADMET-0002906,0.37333333333333335,442,OADMET-0001051
736,OADMET-0005774,0.36923076923076925,3668,OADMET-0003386
737,OADMET-0002315,0.5,827,OADMET-0002056
749,OADMET-0003482,0.3114754098360656,4114,OADMET-0001763
751,OADMET-0003336,0.417910447761194,3501,OADMET-0004848
752,OADMET-0004800,0.32432432432432434,2412,OADMET-0005907
753,OADMET-0002979,0.3118279569892473,750,OADMET-0005375
757,OADMET-0001370,0.31645569620253167,3482,OADMET-0005445
760,OADMET-0005707,0.3492063492063492,933,OADMET-0004267
764,OADMET-0003667,0.26666666666666666,2702,OADMET-0004812
765,OADMET-0004897,0.41333333333333333,4121,OADMET-0002012
766,OADMET-0001935,0.4528301886792453,1015,OADMET-0002309
774,OADMET-0003305,0.2948717948717949,1257,OADMET-0005952
775,OADMET-0004684,0.29577464788732394,2362,OADMET-0003575
776,OADMET-0002782,0.288135593220339,1404,OADMET-0003117
777,OADMET-0001965,0.5102040816326531,3598,OADMET-0002305
779,OADMET-0001902,0.5306122448979592,1909,OADMET-0002318
787,OADMET-0003101,0.4583333333333333,3380,OADMET-0004833
793,OADMET-0004842,0.45454545454545453,215,OADMET-0005136
797,OADMET-0003079,0.35526315789473684,332,OADMET-0002015
801,OADMET-0003249,0.44776119402985076,2035,OADMET-0005403
805,OADMET-0005035,0.3055555555555556,3937,OADMET-0004928
808,OADMET-0005881,0.3670886075949367,1210,OADMET-0003441
811,OADMET-0003131,0.35,2114,OADMET-0003081
825,OADMET-0006012,0.30434782608695654,3152,OADMET-0002706
846,OADMET-0004749,0.5084745762711864,632,OADMET-0005813
851,OADMET-0000948,0.2911392405063291,1903,OADMET-0005593
853,OADMET-0001045,0.390625,2639,OADMET-0003217
858,OADMET-0001665,0.3230769230769231,3013,OADMET-0001746
874,OADMET-0002907,0.35526315789473684,3812,OADMET-0005924
879,OADMET-0005247,0.38235294117647056,1650,OADMET-0005605
885,OADMET-0003324,0.2894736842105263,3193,OADMET-0005200
890,OADMET-0005550,0.37142857142857144,3338,OADMET-0005782
891,OADMET-0002023,0.42105263157894735,1273,OADMET-0002221
892,OADMET-0005041,0.5223880597014925,1736,OADMET-0005899
902,OADMET-0000942,0.4444444444444444,1743,OADMET-0001242
924,OADMET-0004947,0.28378378378378377,133,OADMET-0005936
929,OADMET-0005762,0.29333333333333333,387,OADMET-0002042
934,OADMET-0003761,0.28125,1084,OADMET-0002199
939,OADMET-0002689,0.3387096774193548,3138,OADMET-0002213
943,OADMET-0005421,0.3787878787878788,1541,OADMET-0002939
947,OADMET-0001568,0.5185185185185185,3734,OADMET-0001613
949,OADMET-0002286,0.45454545454545453,3473,OADMET-0001887
958,OADMET-0005566,0.3333333333333333,3082,OADMET-0004783
963,OADMET-0003272,0.31343283582089554,34,OADMET-0003399
971,OADMET-0003125,0.35,4046,OADMET-0004719
980,OADMET-0004899,0.2962962962962963,551,OADMET-0005330
984,OADMET-0001096,0.37662337662337664,1573,OADMET-0001362
1000,OADMET-0003327,0.36231884057971014,1880,OADMET-0002817
1007,OADMET-0001582,0.4307692307692308,2066,OADMET-0001739
1014,OADMET-0001774,0.4264705882352941,2011,OADMET-0001771
1017,OADMET-0001414,0.32857142857142857,186,OADMET-0001576
1022,OADMET-0005810,0.5,3238,OADMET-0005604
1025,OADMET-0003197,0.32432432432432434,695,OADMET-0005226
1027,OADMET-0005170,0.36666666666666664,3357,OADMET-0001908
1038,OADMET-0003728,0.2698412698412698,1876,OADMET-0002005
1043,OADMET-0003122,0.38636363636363635,2634,OADMET-0002273
1070,OADMET-0001602,0.43243243243243246,64,OADMET-0001615
1072,OADMET-0002626,0.35443037974683544,4057,OADMET-0005649
1076,OADMET-0002899,0.32432432432432434,382,OADMET-0005858
1081,OADMET-0004966,0.35802469135802467,2926,OADMET-0003884
1085,OADMET-0001784,0.515625,4050,OADMET-0001612
1089,OADMET-0005065,0.25882352941176473,2486,OADMET-0004767
1090,OADMET-0003864,0.31645569620253167,3820,OADMET-0004458
1092,OADMET-0002002,0.5121951219512195,680,OADMET-0002000
1098,OADMET-0002790,0.359375,2339,OADMET-0003372
1102,OADMET-0003254,0.27710843373493976,719,OADMET-0001190
1103,OADMET-0001138,0.29333333333333333,3511,OADMET-0001752
1105,OADMET-0001666,0.4,3582,OADMET-0001778
1107,OADMET-0000983,0.30666666666666664,584,OADMET-0001216
1110,OADMET-0003129,0.35443037974683544,1221,OADMET-0001279
1115,OADMET-0001940,0.5081967213114754,238,OADMET-0001864
1119,OADMET-0001171,0.46875,2005,OADMET-0001056
1120,OADMET-0003921,0.2631578947368421,1640,OADMET-0005287
1124,OADMET-0005431,0.2987012987012987,1938,OADMET-0003294
1126,OADMET-0003684,0.22807017543859648,2099,OADMET-0002310
1127,OADMET-0001767,0.417910447761194,3317,OADMET-0001564
1132,OADMET-0001766,0.34285714285714286,3770,OADMET-0001583
1136,OADMET-0001299,0.3026315789473684,1265,OADMET-0001010
1137,OADMET-0002602,0.35,699,OADMET-0005052
1138,OADMET-0001344,0.4696969696969697,784,OADMET-0000964
1140,OADMET-0001998,0.45454545454545453,2099,OADMET-0002310
1149,OADMET-0001071,0.38571428571428573,1061,OADMET-0001259
1151,OADMET-0005334,0.3684210526315789,2600,OADMET-0004510
1152,OADMET-0002061,0.45454545454545453,3657,OADMET-0001981
1161,OADMET-0001258,0.4507042253521127,894,OADMET-0001063
1163,OADMET-0003655,0.29069767441860467,3709,OADMET-0001164
1165,OADMET-0003600,0.4888888888888889,1429,OADMET-0003573
1168,OADMET-0005806,0.39705882352941174,237,OADMET-0005544
1182,OADMET-0002140,0.34146341463414637,4006,OADMET-0001986
1184,OADMET-0005749,0.375,1728,OADMET-0004915
1187,OADMET-0004830,0.47692307692307695,1274,OADMET-0005857
1191,OADMET-0001103,0.3333333333333333,97,OADMET-0001319
1195,OADMET-0002861,0.3283582089552239,3788,OADMET-0005698
1198,OADMET-0003330,0.3888888888888889,3343,OADMET-0004256
1199,OADMET-0001734,0.4393939393939394,2121,OADMET-0001776
1201,OADMET-0005809,0.26744186046511625,964,OADMET-0001132
1211,OADMET-0005577,0.4444444444444444,3114,OADMET-0002731
1212,OADMET-0005503,0.3291139240506329,1310,OADMET-0002981
1213,OADMET-0003737,0.39285714285714285,3857,OADMET-0002116
1215,OADMET-0001020,0.4520547945205479,3466,OADMET-0000996
1216,OADMET-0005938,0.5538461538461539,2198,OADMET-0003466
1222,OADMET-0005313,0.4153846153846154,3950,OADMET-0002588
1236,OADMET-0004551,0.41333333333333333,3735,OADMET-0002795
1241,OADMET-0004891,0.41379310344827586,1148,OADMET-0001275
1245,OADMET-0001350,0.25396825396825395,1864,OADMET-0005989
1247,OADMET-0004839,0.5538461538461539,3685,OADMET-0003075
1252,OADMET-0002772,0.35526315789473684,3775,OADMET-0002781
1258,OADMET-0001664,0.42028985507246375,1218,OADMET-0001586
1264,OADMET-0005005,0.3582089552238806,2122,OADMET-0005479
1269,OADMET-0005007,0.38235294117647056,790,OADMET-0005945
1270,OADMET-0001928,0.4666666666666667,627,OADMET-0002218
1272,OADMET-0001780,0.4827586206896552,3734,OADMET-0001613
1287,OADMET-0005957,0.3870967741935484,3301,OADMET-0003410
1290,OADMET-0001650,0.49230769230769234,1473,OADMET-0001565
1293,OADMET-0002810,0.28378378378378377,3300,OADMET-0002819
1304,OADMET-0003073,0.30666666666666664,3535,OADMET-0003239
1315,OADMET-0001901,0.40476190476190477,1825,OADMET-0002298
1318,OADMET-0006070,0.3380281690140845,3072,OADMET-0004273
1322,OADMET-0002872,0.42857142857142855,1853,OADMET-0001936
1326,OADMET-0003522,0.2857142857142857,2858,OADMET-0002806
1330,OADMET-0001571,0.4307692307692308,4066,OADMET-0001748
1335,OADMET-0002198,0.3548387096774194,931,OADMET-0002268
1342,OADMET-0004953,0.359375,3653,OADMET-0001058
1343,OADMET-0005558,0.3835616438356164,1068,OADMET-0004272
1347,OADMET-0004850,0.38961038961038963,436,OADMET-0004857
1360,OADMET-0005675,0.40625,1268,OADMET-0002856
1369,OADMET-0005283,0.323943661971831,177,OADMET-0001718
1374,OADMET-0003549,0.3953488372093023,3068,OADMET-0002177
1377,OADMET-0005056,0.3561643835616438,3909,OADMET-0002634
1378,OADMET-0001489,0.3,2281,OADMET-0001760
1383,OADMET-0001764,0.45714285714285713,1782,OADMET-0001714
1384,OADMET-0005461,0.36923076923076925,1026,OADMET-0002776
1388,OADMET-0005594,0.37333333333333335,3282,OADMET-0001635
1391,OADMET-0002933,0.4411764705882353,2094,OADMET-0005223
1394,OADMET-0001086,0.36363636363636365,3756,OADMET-0003539
1403,OADMET-0004871,0.3125,3416,OADMET-0001630
1409,OADMET-0001910,0.5471698113207547,1831,OADMET-0001861
1412,OADMET-0002582,0.3088235294117647,3733,OADMET-0002660
1415,OADMET-0003853,0.4576271186440678,2880,OADMET-0003898
1417,OADMET-0002094,0.9090909090909091,1283,OADMET-0002087
1419,OADMET-0003465,0.35135135135135137,1190,OADMET-0005425
1420,OADMET-0003124,0.2857142857142857,3823,OADMET-0005337
1424,OADMET-0002295,0.29411764705882354,2921,OADMET-0002294
1430,OADMET-0002990,0.3108108108108108,2012,OADMET-0005282
1436,OADMET-0003161,0.5185185185185185,2574,OADMET-0005113
1450,OADMET-0005293,0.3188405797101449,886,OADMET-0005933
1451,OADMET-0003035,0.43636363636363634,3969,OADMET-0001954
1461,OADMET-0005515,0.3561643835616438,1437,OADMET-0003166
1464,OADMET-0002828,0.36619718309859156,1361,OADMET-0002543
1469,OADMET-0001733,0.44285714285714284,1511,OADMET-0001558
1472,OADMET-0003956,0.5,3289,OADMET-0002747
1479,OADMET-0002039,0.54,3379,OADMET-0002267
1481,OADMET-0004988,0.4727272727272727,234,OADMET-0004991
1482,OADMET-0002756,0.3333333333333333,1106,OADMET-0003021
1485,OADMET-0002031,0.3695652173913043,394,OADMET-0005091
1487,OADMET-0004987,0.4307692307692308,1295,OADMET-0004720
1492,OADMET-0003346,0.4,2686,OADMET-0005803
1497,OADMET-0004997,0.484375,3930,OADMET-0002030
1505,OADMET-0003110,0.34328358208955223,1351,OADMET-0005712
1509,OADMET-0004679,0.375,710,OADMET-0004296
1510,OADMET-0004874,0.3026315789473684,1713,OADMET-0002649
1522,OADMET-0005541,0.3561643835616438,1803,OADMET-0001905
1524,OADMET-0005575,0.3375,1049,OADMET-0005174
1539,OADMET-0002816,0.3411764705882353,612,OADMET-0004567
1548,OADMET-0004972,0.3225806451612903,2563,OADMET-0001884
1555,OADMET-0006045,0.4358974358974359,3087,OADMET-0005574
1558,OADMET-0001460,0.6133333333333333,3886,OADMET-0001458
1568,OADMET-0003004,0.38095238095238093,1637,OADMET-0002041
1569,OADMET-0004682,0.4264705882352941,3666,OADMET-0003363
1575,OADMET-0002253,0.5869565217391305,2958,OADMET-0001951
1579,OADMET-0002567,0.2876712328767123,2636,OADMET-0003367
1580,OADMET-0003218,0.5147058823529411,2657,OADMET-0005847
1582,OADMET-0001980,0.574468085106383,1108,OADMET-0002288
1583,OADMET-0001589,0.55,2111,OADMET-0005361
1586,OADMET-0003794,0.4,283,OADMET-0002109
1592,OADMET-0002988,0.3472222222222222,3725,OADMET-0005053
1601,OADMET-0005975,0.45454545454545453,113,OADMET-0005894
1602,OADMET-0004922,0.36764705882352944,2389,OADMET-0005996
1604,OADMET-0004963,0.288135593220339,2637,OADMET-0002646
1608,OADMET-0001322,0.4117647058823529,3648,OADMET-0001009
1610,OADMET-0004796,0.3787878787878788,3344,OADMET-0005081
1612,OADMET-0002075,0.38461538461538464,3349,OADMET-0003645
1615,OADMET-0005908,0.27941176470588236,2563,OADMET-0001884
1617,OADMET-0005930,0.36507936507936506,812,OADMET-0002884
1622,OADMET-0002908,0.323943661971831,703,OADMET-0004402
1625,OADMET-0001382,0.4117647058823529,738,OADMET-0005341
1647,OADMET-0004051,0.5070422535211268,244,OADMET-0002671
1648,OADMET-0003008,0.373134328358209,2971,OADMET-0003402
1654,OADMET-0005686,0.3333333333333333,1273,OADMET-0002221
1655,OADMET-0002859,0.3246753246753247,1210,OADMET-0003441
1657,OADMET-0005872,0.43859649122807015,3156,OADMET-0005513
1679,OADMET-0001033,0.36363636363636365,3403,OADMET-0002027
1682,OADMET-0002038,0.4461538461538462,1172,OADMET-0005620
1684,OADMET-0005637,0.29333333333333333,2300,OADMET-0003636
1701,OADMET-0001608,0.4507042253521127,1955,OADMET-0001659
1705,OADMET-0001246,0.3333333333333333,3661,OADMET-0001878
1708,OADMET-0001883,0.5517241379310345,376,OADMET-0001934
1715,OADMET-0004883,0.35,3457,OADMET-0005171
1722,OADMET-0005968,0.4838709677419355,1885,OADMET-0005656
1725,OADMET-0005677,0.4142857142857143,3960,OADMET-0004978
1735,OADMET-0005504,0.32432432432432434,823,OADMET-0001141
1753,OADMET-0001206,0.42857142857142855,2171,OADMET-0000929
1759,OADMET-0001120,0.4473684210526316,870,OADMET-0001055
1767,OADMET-0002932,0.34328358208955223,3948,OADMET-0005344
1768,OADMET-0001215,0.3181818181818182,807,OADMET-0005033
1770,OADMET-0002835,0.2261904761904762,1969,OADMET-0005540
1781,OADMET-0004810,0.4927536231884058,4074,OADMET-0003454
1790,OADMET-0003644,0.2564102564102564,844,OADMET-0002596
1800,OADMET-0001580,0.38461538461538464,1782,OADMET-0001714
1813,OADMET-0005233,0.2608695652173913,2578,OADMET-0005487
1815,OADMET-0003523,0.4473684210526316,57,OADMET-0005315
1821,OADMET-0001593,0.4794520547945205,499,OADMET-0001800
1833,OADMET-0005692,0.36666666666666664,615,OADMET-0001315
1849,OADMET-0001367,0.3411764705882353,2809,OADMET-0002938
1852,OADMET-0001247,0.40298507462686567,3795,OADMET-0000987
1856,OADMET-0003932,0.3194444444444444,2799,OADMET-0000947
1860,OADMET-0005264,0.2962962962962963,1857,OADMET-0005285
1862,OADMET-0002978,0.2891566265060241,245,OADMET-0005747
1866,OADMET-0004301,0.30303030303030304,863,OADMET-0004396
1877,OADMET-0002998,0.5245901639344263,2282,OADMET-0005705
1882,OADMET-0002579,0.5245901639344263,772,OADMET-0006008
1898,OADMET-0002805,0.37681159420289856,2475,OADMET-0004176
1912,OADMET-0004193,0.2235294117647059,1566,OADMET-0001088
1913,OADMET-0006007,0.37037037037037035,1564,OADMET-0003165
1914,OADMET-0006001,0.3375,205,OADMET-0005359
1917,OADMET-0004688,0.5409836065573771,2522,OADMET-0003479
1923,OADMET-0005046,0.3333333333333333,2089,OADMET-0003007
1942,OADMET-0001185,0.36231884057971014,3911,OADMET-0004021
1950,OADMET-0003182,0.30985915492957744,2050,OADMET-0006041
1962,OADMET-0002667,0.3918918918918919,1713,OADMET-0002649
1964,OADMET-0004791,0.4576271186440678,844,OADMET-0002596
1970,OADMET-0002206,0.509090909090909,630,OADMET-0001866
1983,OADMET-0004617,0.4626865671641791,335,OADMET-0003087
1985,OADMET-0002615,0.4166666666666667,654,OADMET-0005738
1986,OADMET-0003732,0.2916666666666667,1999,OADMET-0002775
1993,OADMET-0001506,0.42857142857142855,1700,OADMET-0001524
1996,OADMET-0001208,0.3384615384615385,388,OADMET-0005327
1998,OADMET-0005517,0.33783783783783783,1828,OADMET-0005222
2000,OADMET-0002593,0.5098039215686274,2528,OADMET-0005151
2003,OADMET-0005926,0.5303030303030303,1202,OADMET-0005294
2006,OADMET-0000999,0.3037974683544304,2770,OADMET-0002950
2013,OADMET-0005029,0.3220338983050847,1162,OADMET-0005628
2018,OADMET-0005565,0.28378378378378377,4102,OADMET-0001992
2019,OADMET-0003102,0.3466666666666667,2026,OADMET-0005851
2024,OADMET-0004709,0.36923076923076925,3588,OADMET-0002321
2032,OADMET-0002975,0.391304347826087,2489,OADMET-0003325
2043,OADMET-0003423,0.2692307692307692,2830,OADMET-0003243
2056,OADMET-0001744,0.44594594594594594,2305,OADMET-0001577
2057,OADMET-0001499,0.6727272727272727,3107,OADMET-0001818
2063,OADMET-0006005,0.3877551020408163,1660,OADMET-0001882
2073,OADMET-0004907,0.34782608695652173,2046,OADMET-0002232
2076,OADMET-0002184,0.5614035087719298,2464,OADMET-0001968
2080,OADMET-0006034,0.3787878787878788,804,OADMET-0006028
2081,OADMET-0005141,0.43859649122807015,573,OADMET-0003537
2084,OADMET-0005718,0.2875,1960,OADMET-0003036
2085,OADMET-0005255,0.4,1143,OADMET-0005875
2096,OADMET-0001080,0.32051282051282054,1946,OADMET-0001177
2102,OADMET-0000988,0.43902439024390244,3458,OADMET-0001174
2103,OADMET-0002178,0.3111111111111111,691,OADMET-0003722
2106,OADMET-0001191,0.3114754098360656,1891,OADMET-0001921
2107,OADMET-0002604,0.29508196721311475,3005,OADMET-0002574
2109,OADMET-0004187,0.3684210526315789,1772,OADMET-0002196
2116,OADMET-0003468,0.4457831325301205,157,OADMET-0003338
2117,OADMET-0002549,0.4266666666666667,3450,OADMET-0002799
2127,OADMET-0005732,0.4782608695652174,3171,OADMET-0005963
2128,OADMET-0004895,0.3717948717948718,261,OADMET-0003207
2136,OADMET-0005532,0.2702702702702703,1690,OADMET-0004975
2143,OADMET-0000949,0.4,2681,OADMET-0001011
2148,OADMET-0006000,0.373134328358209,491,OADMET-0005553
2156,OADMET-0001519,0.28169014084507044,119,OADMET-0004263
2158,OADMET-0005882,0.3287671232876712,2698,OADMET-0001347
2162,OADMET-0001106,0.3088235294117647,401,OADMET-0000940
2182,OADMET-0002223,0.46153846153846156,158,OADMET-0001993
2187,OADMET-0001147,0.4125,3797,OADMET-0001270
2189,OADMET-0002955,0.55,3766,OADMET-0005590
2191,OADMET-0004683,0.5211267605633803,690,OADMET-0005152
2194,OADMET-0005492,0.3333333333333333,1793,OADMET-0002911
2199,OADMET-0001201,0.3055555555555556,4059,OADMET-0005110
2202,OADMET-0006023,0.35802469135802467,2450,OADMET-0004790
2209,OADMET-0003309,0.4696969696969697,305,OADMET-0005563
2210,OADMET-0005426,0.3939393939393939,2218,OADMET-0003547
2213,OADMET-0005059,0.4576271186440678,1490,OADMET-0005058
2215,OADMET-0002690,0.2714285714285714,3002,OADMET-0004920
2217,OADMET-0001724,0.34523809523809523,856,OADMET-0002563
2220,OADMET-0002314,0.3783783783783784,827,OADMET-0002056
2222,OADMET-0006010,0.36065573770491804,1538,OADMET-0005365
2226,OADMET-0005418,0.3,2249,OADMET-0005248
2244,OADMET-0001244,0.32894736842105265,707,OADMET-0001107
2253,OADMET-0001335,0.41333333333333333,977,OADMET-0001440
2264,OADMET-0003038,0.32941176470588235,2562,OADMET-0005998
2274,OADMET-0003609,0.2653061224489796,2205,OADMET-0003596
2275,OADMET-0004170,0.2692307692307692,4118,OADMET-0003506
2277,OADMET-0003299,0.2987012987012987,3096,OADMET-0003975
2278,OADMET-0001000,0.4225352112676056,260,OADMET-0001102
