feature_row,original_id,standardized_fold,nearest_training_similarity,nearest_training_feature_row,nearest_training_original_id
451,OADMET-0001464,0,0.2987012987012987,2728,OADMET-0005928
493,OADMET-0003387,0,0.325,2113,OADMET-0003221
498,OADMET-0001451,0,0.527027027027027,1204,OADMET-0001452
500,OADMET-0004628,0,0.4722222222222222,3543,OADMET-0003162
501,OADMET-0002183,0,0.42857142857142855,2138,OADMET-0002211
504,OADMET-0004900,0,0.417910447761194,1493,OADMET-0005870
508,OADMET-0004955,0,0.4264705882352941,130,OADMET-0005393
528,OADMET-0004694,0,0.4492753623188406,3404,OADMET-0005706
530,OADMET-0001133,0,0.34328358208955223,2728,OADMET-0005928
532,OADMET-0004889,0,0.46153846153846156,641,OADMET-0002296
538,OADMET-0003607,0,0.5,2086,OADMET-0003811
547,OADMET-0002847,0,0.4603174603174603,2322,OADMET-0005133
548,OADMET-0001961,0,0.4883720930232558,2034,OADMET-0002214
564,OADMET-0002767,0,0.23595505617977527,396,OADMET-0002648
567,OADMET-0002761,0,0.3939393939393939,3775,OADMET-0002781
572,OADMET-0002020,0,0.5853658536585366,1943,OADMET-0002164
574,OADMET-0000931,0,0.3783783783783784,1783,OADMET-0001343
579,OADMET-0003518,0,0.3835616438356164,3499,OADMET-0001064
587,OADMET-0005435,0,0.3333333333333333,50,OADMET-0005208
599,OADMET-0005564,0,0.3333333333333333,3664,OADMET-0005292
604,OADMET-0005680,0,0.43661971830985913,830,OADMET-0005023
610,OADMET-0003180,0,0.30864197530864196,896,OADMET-0005240
611,OADMET-0001053,0,0.3333333333333333,4084,OADMET-0001149
614,OADMET-0005280,0,0.2676056338028169,2362,OADMET-0003575
615,OADMET-0001315,0,0.3484848484848485,3548,OADMET-0005767
625,OADMET-0002838,0,0.4339622641509434,3062,OADMET-0002869
643,OADMET-0005579,0,0.2894736842105263,2008,OADMET-0004321
658,OADMET-0005616,0,0.42857142857142855,2198,OADMET-0003466
662,OADMET-0003485,0,0.352112676056338,494,OADMET-0003388
668,OADMET-0001732,0,0.35443037974683544,2601,OADMET-0001554
697,OADMET-0002186,0,0.44,970,OADMET-0002328
700,OADMET-0001606,0,0.34782608695652173,1021,OADMET-0003697
704,OADMET-0003351,0,0.4027777777777778,4099,OADMET-0001352
714,OADMET-0005474,0,0.2839506172839506,2967,OADMET-0005494
717,OADMET-0005595,0,0.5,3503,OADMET-0005073
718,OADMET-0003031,0,0.39473684210526316,1703,OADMET-0005912
723,OADMET-0001408,0,0.5333333333333333,2334,OADMET-0001409
729,OADMET-0002652,0,0.4,2174,OADMET-0001859
739,OADMET-0002016,0,0.55,1467,OADMET-0002271
740,OADMET-0004725,0,0.391304347826087,4044,OADMET-0001716
747,OADMET-0001922,0,0.3333333333333333,1048,OADMET-0004315
750,OADMET-0005375,0,0.3253012048192771,178,OADMET-0000966
756,OADMET-0002573,0,0.2465753424657534,2746,OADMET-0003222
759,OADMET-0005448,0,0.3333333333333333,2232,OADMET-0003018
769,OADMET-0001789,0,0.39473684210526316,108,OADMET-0001663
780,OADMET-0003603,0,0.30303030303030304,1,OADMET-0005789
782,OADMET-0001112,0,0.33783783783783783,1131,OADMET-0004702
792,OADMET-0002787,0,0.3333333333333333,64,OADMET-0001615
800,OADMET-0005318,0,0.3974358974358974,906,OADMET-0002691
810,OADMET-0005704,0,0.3409090909090909,235,OADMET-0002123
814,OADMET-0002036,0,0.4,2400,OADMET-0002733
823,OADMET-0001141,0,0.4307692307692308,1493,OADMET-0005870
833,OADMET-0004985,0,0.3448275862068966,312,OADMET-0002257
835,OADMET-0005262,0,0.38596491228070173,3533,OADMET-0003253
843,OADMET-0002282,0,0.5142857142857142,3167,OADMET-0002258
848,OADMET-0003524,0,0.5254237288135594,3581,OADMET-0003189
849,OADMET-0003395,0,0.4794520547945205,448,OADMET-0002789
856,OADMET-0002563,0,0.36,324,OADMET-0003500
866,OADMET-0001323,0,0.43478260869565216,3396,OADMET-0001115
869,OADMET-0003731,0,0.46938775510204084,3281,OADMET-0001974
871,OADMET-0002207,0,0.4523809523809524,1174,OADMET-0001881
882,OADMET-0003459,0,0.36231884057971014,965,OADMET-0004662
883,OADMET-0001304,0,0.3508771929824561,7,OADMET-0001354
895,OADMET-0003099,0,0.37333333333333335,3764,OADMET-0003961
899,OADMET-0003879,0,0.28,2449,OADMET-0002619
905,OADMET-0003764,0,0.2702702702702703,384,OADMET-0003756
910,OADMET-0002241,0,0.2682926829268293,1663,OADMET-0002270
911,OADMET-0005902,0,0.43548387096774194,3175,OADMET-0005726
913,OADMET-0005291,0,0.28735632183908044,3165,OADMET-0003024
922,OADMET-0002681,0,0.5142857142857142,2999,OADMET-0002676
925,OADMET-0004281,0,0.41379310344827586,3473,OADMET-0001887
953,OADMET-0005399,0,0.3333333333333333,3362,OADMET-0002621
954,OADMET-0002617,0,0.38461538461538464,592,OADMET-0005886
956,OADMET-0003858,0,0.3188405797101449,437,OADMET-0004974
959,OADMET-0003379,0,0.543859649122807,2508,OADMET-0002980
960,OADMET-0004754,0,0.4393939393939394,3257,OADMET-0004904
961,OADMET-0003566,0,0.32894736842105265,995,OADMET-0004752
962,OADMET-0003311,0,0.34782608695652173,2208,OADMET-0002709
964,OADMET-0001132,0,0.3466666666666667,3226,OADMET-0001116
975,OADMET-0004840,0,0.3037974683544304,2896,OADMET-0004116
978,OADMET-0003373,0,0.4307692307692308,238,OADMET-0001864
979,OADMET-0002261,0,0.5813953488372093,2563,OADMET-0001884
981,OADMET-0002044,0,0.4,2460,OADMET-0002308
983,OADMET-0000961,0,0.3880597014925373,2564,OADMET-0002945
988,OADMET-0005106,0,0.35064935064935066,3426,OADMET-0005997
989,OADMET-0002019,0,0.35064935064935066,1973,OADMET-0001481
991,OADMET-0001653,0,0.4810126582278481,3008,OADMET-0001668
994,OADMET-0001311,0,0.3194444444444444,781,OADMET-0001076
997,OADMET-0001034,0,0.3076923076923077,936,OADMET-0004946
1010,OADMET-0001677,0,0.3728813559322034,957,OADMET-0001694
1012,OADMET-0003049,0,0.25842696629213485,4116,OADMET-0005351
1024,OADMET-0002713,0,0.4166666666666667,3503,OADMET-0005073
1031,OADMET-0001329,0,0.28,592,OADMET-0005886
1035,OADMET-0001933,0,0.4909090909090909,2573,OADMET-0002033
1041,OADMET-0003610,0,0.4,4026,OADMET-0005597
1046,OADMET-0003340,0,0.32894736842105265,2768,OADMET-0002560
1056,OADMET-0004724,0,0.36764705882352944,2147,OADMET-0004994
1059,OADMET-0002293,0,0.28125,1170,OADMET-0002332
1066,OADMET-0005402,0,0.31746031746031744,3930,OADMET-0002030
1082,OADMET-0002815,0,0.3246753246753247,2163,OADMET-0005615
1095,OADMET-0005411,0,0.2972972972972973,2058,OADMET-0004731
1108,OADMET-0002288,0,0.45714285714285713,2480,OADMET-0002329
1112,OADMET-0004413,0,0.4067796610169492,1980,OADMET-0003228
1125,OADMET-0006026,0,0.38571428571428573,2494,OADMET-0003438
1128,OADMET-0005891,0,0.3888888888888889,247,OADMET-0005026
1130,OADMET-0005382,0,0.3287671232876712,686,OADMET-0005629
1142,OADMET-0005559,0,0.375,1884,OADMET-0002989
1171,OADMET-0004853,0,0.47058823529411764,3375,OADMET-0003151
1175,OADMET-0002849,0,0.463768115942029,3393,OADMET-0005947
1180,OADMET-0002245,0,0.48936170212765956,348,OADMET-0001917
1181,OADMET-0001538,0,0.21818181818181817,1054,OADMET-0002569
1183,OADMET-0004892,0,0.3783783783783784,3090,OADMET-0006076
1188,OADMET-0001136,0,0.5128205128205128,1314,OADMET-0002176
1190,OADMET-0005425,0,0.34782608695652173,1401,OADMET-0005077
1193,OADMET-0002021,0,0.5476190476190477,312,OADMET-0002257
1205,OADMET-0005180,0,0.3333333333333333,773,OADMET-0003619
1206,OADMET-0003495,0,0.3783783783783784,1903,OADMET-0005593
1217,OADMET-0001390,0,0.4098360655737705,3588,OADMET-0002321
1219,OADMET-0001425,0,0.35365853658536583,4,OADMET-0001399
1224,OADMET-0005447,0,0.425531914893617,235,OADMET-0002123
1232,OADMET-0002848,0,0.3484848484848485,300,OADMET-0002854
1238,OADMET-0005254,0,0.3088235294117647,24,OADMET-0005275
1243,OADMET-0005117,0,0.3287671232876712,2588,OADMET-0005140
1244,OADMET-0002914,0,0.3076923076923077,1817,OADMET-0002999
1246,OADMET-0003497,0,0.3684210526315789,312,OADMET-0002257
1249,OADMET-0004908,0,0.4057971014492754,1520,OADMET-0004128
1251,OADMET-0004700,0,0.25333333333333335,1686,OADMET-0003833
1267,OADMET-0002928,0,0.5396825396825397,4023,OADMET-0003971
1273,OADMET-0002221,0,0.41379310344827586,935,OADMET-0002200
1275,OADMET-0005238,0,0.3246753246753247,2161,OADMET-0005486
1281,OADMET-0003746,0,0.39344262295081966,1959,OADMET-0003548
1285,OADMET-0002046,0,0.29545454545454547,4102,OADMET-0001992
1294,OADMET-0002889,0,0.35,1618,OADMET-0003391
1295,OADMET-0004720,0,0.3442622950819672,2342,OADMET-0001041
1296,OADMET-0004888,0,0.375,411,OADMET-0004092
1300,OADMET-0003458,0,0.29850746268656714,418,OADMET-0002141
1301,OADMET-0001713,0,0.42857142857142855,2059,OADMET-0001747
1306,OADMET-0001342,0,0.40540540540540543,2134,OADMET-0001338
1309,OADMET-0003013,0,0.32051282051282054,3491,OADMET-0003946
1312,OADMET-0001960,0,0.4375,3026,OADMET-0002146
1320,OADMET-0005490,0,0.43283582089552236,2372,OADMET-0004753
1325,OADMET-0003195,0,0.3,631,OADMET-0003113
1341,OADMET-0004936,0,0.3670886075949367,511,OADMET-0003034
1346,OADMET-0003735,0,0.2857142857142857,2426,OADMET-0003787
1352,OADMET-0005004,0,0.46774193548387094,2494,OADMET-0003438
1355,OADMET-0001640,0,0.3835616438356164,3187,OADMET-0001581
1385,OADMET-0002695,0,0.410958904109589,2586,OADMET-0005302
1392,OADMET-0001172,0,0.3188405797101449,2757,OADMET-0003057
1396,OADMET-0003416,0,0.37333333333333335,2668,OADMET-0002694
1397,OADMET-0002013,0,0.46808510638297873,3545,OADMET-0002234
1399,OADMET-0001871,0,0.38333333333333336,3969,OADMET-0001954
1400,OADMET-0003647,0,0.36538461538461536,1847,OADMET-0002312
1404,OADMET-0003117,0,0.41379310344827586,3992,OADMET-0003306
1407,OADMET-0003581,0,0.17391304347826086,1381,OADMET-0003471
1427,OADMET-0002004,0,0.4782608695652174,1540,OADMET-0002201
1441,OADMET-0006037,0,0.26582278481012656,706,OADMET-0005227
1442,OADMET-0001305,0,0.391304347826087,2810,OADMET-0001336
1455,OADMET-0005631,0,0.26865671641791045,121,OADMET-0005966
1457,OADMET-0003241,0,0.3287671232876712,502,OADMET-0003179
1459,OADMET-0002188,0,0.3333333333333333,1033,OADMET-0002145
1460,OADMET-0005063,0,0.5245901639344263,475,OADMET-0005772
1490,OADMET-0005058,0,0.3939393939393939,198,OADMET-0000936
1503,OADMET-0001897,0,0.5,3645,OADMET-0002284
1506,OADMET-0004905,0,0.3333333333333333,1552,OADMET-0002715
1507,OADMET-0003511,0,0.2714285714285714,1100,OADMET-0001361
1530,OADMET-0003147,0,0.453125,659,OADMET-0002959
1543,OADMET-0001510,0,0.35714285714285715,2050,OADMET-0006041
1544,OADMET-0001770,0,0.49230769230769234,1218,OADMET-0001586
1545,OADMET-0005204,0,0.323943661971831,2999,OADMET-0002676
1549,OADMET-0005849,0,0.4126984126984127,2641,OADMET-0002686
1550,OADMET-0002765,0,0.32142857142857145,1775,OADMET-0003204
1551,OADMET-0001430,0,0.3218390804597701,1811,OADMET-0001059
1556,OADMET-0005391,0,0.3472222222222222,3088,OADMET-0005080
1557,OADMET-0004575,0,0.3787878787878788,2896,OADMET-0004116
1560,OADMET-0001402,0,0.3709677419354839,3946,OADMET-0004878
1562,OADMET-0005826,0,0.4727272727272727,1079,OADMET-0005622
1563,OADMET-0003753,0,0.45,1716,OADMET-0003677
1571,OADMET-0001254,0,0.359375,3657,OADMET-0001981
1577,OADMET-0001228,0,0.3125,1502,OADMET-0001006
1589,OADMET-0003164,0,0.4266666666666667,502,OADMET-0003179
1594,OADMET-0001689,0,0.3125,106,OADMET-0001509
1595,OADMET-0001143,0,0.2894736842105263,840,OADMET-0001217
1606,OADMET-0005510,0,0.36363636363636365,1079,OADMET-0005622
1609,OADMET-0005446,0,0.36923076923076925,3775,OADMET-0002781
1611,OADMET-0006075,0,0.32432432432432434,616,OADMET-0001532
1619,OADMET-0005633,0,0.3333333333333333,4046,OADMET-0004719
1632,OADMET-0001693,0,0.3225806451612903,111,OADMET-0001684
1633,OADMET-0003616,0,0.3076923076923077,3198,OADMET-0004837
1642,OADMET-0003448,0,0.45901639344262296,1321,OADMET-0001097
1643,OADMET-0003173,0,0.28205128205128205,3999,OADMET-0005069
1646,OADMET-0005263,0,0.36486486486486486,2068,OADMET-0005122
1651,OADMET-0001121,0,0.3493975903614458,1954,OADMET-0000990
1652,OADMET-0005635,0,0.43243243243243246,86,OADMET-0003281
1665,OADMET-0002680,0,0.5,2999,OADMET-0002676
1668,OADMET-0001759,0,0.47540983606557374,3887,OADMET-0001745
1677,OADMET-0001196,0,0.25,396,OADMET-0002648
1678,OADMET-0002174,0,0.42105263157894735,4010,OADMET-0002119
1694,OADMET-0001417,0,0.41333333333333333,3486,OADMET-0001166
1696,OADMET-0005687,0,0.27631578947368424,2980,OADMET-0005383
1702,OADMET-0005994,0,0.2857142857142857,405,OADMET-0003174
1706,OADMET-0003556,0,0.45454545454545453,2848,OADMET-0001708
1712,OADMET-0002032,0,0.4716981132075472,3376,OADMET-0002179
1720,OADMET-0005100,0,0.4166666666666667,1363,OADMET-0001261
1723,OADMET-0001094,0,0.3333333333333333,2163,OADMET-0005615
1728,OADMET-0004915,0,0.3235294117647059,3770,OADMET-0001583
1736,OADMET-0005899,0,0.3968253968253968,454,OADMET-0001480
1737,OADMET-0003512,0,0.3114754098360656,73,OADMET-0005441
1740,OADMET-0003314,0,0.4520547945205479,3626,OADMET-0002657
1749,OADMET-0005603,0,0.34177215189873417,3079,OADMET-0003005
1756,OADMET-0002735,0,0.40298507462686567,3965,OADMET-0005757
1758,OADMET-0001779,0,0.4852941176470588,1286,OADMET-0005024
1760,OADMET-0001381,0,0.532258064516129,2750,OADMET-0001379
1769,OADMET-0002833,0,0.3225806451612903,1015,OADMET-0002309
1789,OADMET-0001284,0,0.3472222222222222,2842,OADMET-0000932
1791,OADMET-0002862,0,0.27956989247311825,173,OADMET-0001384
1792,OADMET-0005304,0,0.2777777777777778,1170,OADMET-0002332
1796,OADMET-0003771,0,0.4098360655737705,3702,OADMET-0003692
1797,OADMET-0003396,0,0.46551724137931033,844,OADMET-0002596
1801,OADMET-0005743,0,0.3,3132,OADMET-0006015
1806,OADMET-0005060,0,0.4057971014492754,3700,OADMET-0005276
1820,OADMET-0001495,0,0.38461538461538464,3286,OADMET-0002791
1823,OADMET-0001707,0,0.44776119402985076,3013,OADMET-0001746
1824,OADMET-0005583,0,0.2876712328767123,3862,OADMET-0005681
1826,OADMET-0002100,0,0.390625,3073,OADMET-0001969
1829,OADMET-0002162,0,0.3939393939393939,3512,OADMET-0002114
1834,OADMET-0003219,0,0.29333333333333333,3573,OADMET-0005374
1845,OADMET-0003806,0,0.34545454545454546,1546,OADMET-0001535
1853,OADMET-0001936,0,0.5555555555555556,1447,OADMET-0002275
1864,OADMET-0005989,0,0.3611111111111111,1673,OADMET-0004024
1872,OADMET-0002705,0,0.32051282051282054,2698,OADMET-0001347
1873,OADMET-0003439,0,0.36764705882352944,2221,OADMET-0002584
1875,OADMET-0001375,0,0.32857142857142857,1042,OADMET-0005135
1876,OADMET-0002005,0,0.5416666666666666,2980,OADMET-0005383
1885,OADMET-0005656,0,0.4745762711864407,3115,OADMET-0005162
1893,OADMET-0005288,0,0.5967741935483871,1225,OADMET-0002029
1895,OADMET-0001950,0,0.391304347826087,3884,OADMET-0003768
1902,OADMET-0004216,0,0.34615384615384615,166,OADMET-0005954
1907,OADMET-0005770,0,0.546875,2314,OADMET-0003464
1916,OADMET-0004944,0,0.3717948717948718,1276,OADMET-0001082
1918,OADMET-0003597,0,0.3333333333333333,1531,OADMET-0002209
1924,OADMET-0003783,0,0.4897959183673469,795,OADMET-0003623
1925,OADMET-0003088,0,0.3508771929824561,2112,OADMET-0002071
1926,OADMET-0001437,0,0.35064935064935066,387,OADMET-0002042
1929,OADMET-0004977,0,0.3220338983050847,3813,OADMET-0000989
1930,OADMET-0005401,0,0.5079365079365079,2398,OADMET-0005249
1940,OADMET-0005922,0,0.3142857142857143,4026,OADMET-0005597
1946,OADMET-0001177,0,0.30985915492957744,1928,OADMET-0004844
1953,OADMET-0003032,0,0.4142857142857143,3260,OADMET-0005956
1969,OADMET-0005540,0,0.37662337662337664,2821,OADMET-0001439
1972,OADMET-0002642,0,0.2835820895522388,676,OADMET-0004989
1975,OADMET-0001407,0,0.35135135135135137,2719,OADMET-0003405
1977,OADMET-0001768,0,0.35714285714285715,3925,OADMET-0001801
1978,OADMET-0001183,0,0.5166666666666667,1948,OADMET-0005257
2016,OADMET-0001799,0,0.4411764705882353,2987,OADMET-0005871
2021,OADMET-0005088,0,0.30666666666666664,944,OADMET-0002730
2022,OADMET-0002281,0,0.3953488372093023,3727,OADMET-0002239
2027,OADMET-0005725,0,0.39705882352941174,3436,OADMET-0004259
2031,OADMET-0005676,0,0.45901639344262296,20,OADMET-0005750
2039,OADMET-0004969,0,0.42857142857142855,1757,OADMET-0001642
2041,OADMET-0003745,0,0.35443037974683544,1958,OADMET-0003673
2045,OADMET-0001945,0,0.5,415,OADMET-0002220
2052,OADMET-0001239,0,0.35714285714285715,2351,OADMET-0002124
2067,OADMET-0005856,0,0.325,2378,OADMET-0005105
2087,OADMET-0001579,0,0.42424242424242425,1804,OADMET-0001735
2088,OADMET-0005906,0,0.31645569620253167,3737,OADMET-0005733
2091,OADMET-0004579,0,0.37681159420289856,3158,OADMET-0003335
2092,OADMET-0004237,0,0.34782608695652173,1628,OADMET-0005650
2097,OADMET-0001956,0,0.559322033898305,1803,OADMET-0001905
2114,OADMET-0003081,0,0.4246575342465753,3042,OADMET-0001368
2115,OADMET-0005299,0,0.29069767441860467,2318,OADMET-0001101
2130,OADMET-0002763,0,0.3125,2594,OADMET-0003181
2132,OADMET-0005776,0,0.2891566265060241,2118,OADMET-0004723
2142,OADMET-0002905,0,0.4411764705882353,2323,OADMET-0005836
2150,OADMET-0003775,0,0.2619047619047619,3901,OADMET-0003739
2151,OADMET-0001108,0,0.4307692307692308,2321,OADMET-0001077
2153,OADMET-0005452,0,0.36764705882352944,4102,OADMET-0001992
2159,OADMET-0003017,0,0.3333333333333333,1037,OADMET-0001758
2171,OADMET-0000929,0,0.32894736842105265,1971,OADMET-0005859
2173,OADMET-0004775,0,0.3188405797101449,2884,OADMET-0001991
2181,OADMET-0005823,0,0.3614457831325301,509,OADMET-0004261
2184,OADMET-0004894,0,0.34328358208955223,204,OADMET-0002877
2196,OADMET-0005896,0,0.40540540540540543,1045,OADMET-0001821
2207,OADMET-0000938,0,0.43548387096774194,1841,OADMET-0001248
2214,OADMET-0005104,0,0.3384615384615385,234,OADMET-0004991
2216,OADMET-0005074,0,0.4084507042253521,119,OADMET-0004263
2234,OADMET-0001783,0,0.4426229508196721,1850,OADMET-0001712
2236,OADMET-0002017,0,0.5357142857142857,3588,OADMET-0002321
2237,OADMET-0001563,0,0.40625,1700,OADMET-0001524
2251,OADMET-0002108,0,0.29411764705882354,2364,OADMET-0002049
2255,OADMET-0005388,0,0.4925373134328358,2060,OADMET-0006043
2263,OADMET-0005723,0,0.3411764705882353,2113,OADMET-0003221
2267,OADMET-0005977,0,0.32,3151,OADMET-0003283
2272,OADMET-0005084,0,0.34210526315789475,3332,OADMET-0000995
2279,OADMET-0002187,0,0.5263157894736842,3771,OADMET-0002001
2282,OADMET-0005705,0,0.3333333333333333,1748,OADMET-0004701
2294,OADMET-0005627,0,0.32051282051282054,690,OADMET-0005152
2297,OADMET-0003550,0,0.31645569620253167,1552,OADMET-0002715
2303,OADMET-0005331,0,0.3924050632911392,2382,OADMET-0001472
2315,OADMET-0001292,0,0.35384615384615387,3946,OADMET-0004878
2317,OADMET-0003209,0,0.2976190476190476,2594,OADMET-0003181
2327,OADMET-0003041,0,0.5409836065573771,1334,OADMET-0005916
2330,OADMET-0001762,0,0.4262295081967213,3734,OADMET-0001613
2354,OADMET-0006060,0,0.45588235294117646,3404,OADMET-0005706
2361,OADMET-0006002,0,0.2898550724637681,644,OADMET-0005839
2363,OADMET-0001070,0,0.49056603773584906,2394,OADMET-0001214
2370,OADMET-0005166,0,0.323943661971831,2991,OADMET-0005449
2371,OADMET-0002797,0,0.5189873417721519,290,OADMET-0004442
2373,OADMET-0005196,0,0.34615384615384615,3080,OADMET-0005269
2375,OADMET-0005217,0,0.32098765432098764,3373,OADMET-0004685
2379,OADMET-0005265,0,0.4307692307692308,1443,OADMET-0005272
2380,OADMET-0002625,0,0.5138888888888888,448,OADMET-0002789
2386,OADMET-0004394,0,0.40229885057471265,1263,OADMET-0002720
2406,OADMET-0005015,0,0.3076923076923077,3180,OADMET-0003436
2408,OADMET-0001238,0,0.3181818181818182,3913,OADMET-0001446
2412,OADMET-0005907,0,0.31645569620253167,4093,OADMET-0005121
2418,OADMET-0003230,0,0.34615384615384615,3066,OADMET-0003039
2420,OADMET-0005003,0,0.3972602739726027,3695,OADMET-0002736
2428,OADMET-0005554,0,0.40229885057471265,867,OADMET-0002887
2430,OADMET-0003317,0,0.3466666666666667,1597,OADMET-0004918
2437,OADMET-0001647,0,0.4411764705882353,481,OADMET-0001790
2441,OADMET-0005512,0,0.2698412698412698,3023,OADMET-0002158
2458,OADMET-0005406,0,0.3888888888888889,2048,OADMET-0005831
2464,OADMET-0001968,0,0.39436619718309857,26,OADMET-0002008
2465,OADMET-0005769,0,0.375,121,OADMET-0005966
2471,OADMET-0003536,0,0.3409090909090909,3543,OADMET-0003162
2478,OADMET-0001543,0,0.3235294117647059,2149,OADMET-0004793
2488,OADMET-0003757,0,0.3392857142857143,3467,OADMET-0002259
2499,OADMET-0003061,0,0.3055555555555556,3619,OADMET-0005173
2506,OADMET-0001557,0,0.2857142857142857,3842,OADMET-0002580
2510,OADMET-0001182,0,0.46551724137931033,1166,OADMET-0000991
2518,OADMET-0005311,0,0.3333333333333333,26,OADMET-0002008
2523,OADMET-0001721,0,0.45588235294117646,1178,OADMET-0003134
2538,OADMET-0003718,0,0.26865671641791045,322,OADMET-0002236
2543,OADMET-0001118,0,0.3333333333333333,1570,OADMET-0004285
2556,OADMET-0005951,0,0.32558139534883723,2268,OADMET-0002742
2558,OADMET-0002839,0,0.4852941176470588,915,OADMET-0002881
