budget,fold,record_id,smiles,y_true,native,head_only,head_plus_lora,weight,fit_similarity,budget_similarity,nearest_fit_id,nearest_fit_smiles,nearest_fit_y,comparison,change,abs_change,error_improvement,closer_to_nearest_label
100,3,nesso_f244818747080c0ec0dd,CC(=O)Oc1ccccc1C(=O)O,2.61,4.199895858764648,2.6425631046295166,2.7906858921051025,1.851851851851852,0.25,0.25,nesso_e17101ab52b477a8b3fa,O=C(Nc1ccc(O)cc1)c1ccccc1O,2.54,head_only-minus-native,-1.5573327541351318,1.5573327541351318,1.5573327541351318,True
100,3,nesso_9d3a826f5a3ea4ae72d9,O=C(O)c1c(F)cccc1Cl,2.57,4.38057804107666,2.859177589416504,3.0004608631134038,1.7006802721088436,0.2,0.23214285714285715,nesso_dfc1feb8ffbc6b86293c,COc1ccc(F)cc1C(=O)NC1CCN(c2ncccc2Cl)C1,5.404999999999999,head_only-minus-native,-1.5214004516601562,1.5214004516601562,1.5214004516601562,False
100,2,nesso_5143453c6ec8ca2aa5a0,COc1ccccc1C(=O)O,2.73,3.9283814430236816,2.436659336090088,1.839448928833008,2.717391304347826,0.325,0.325,nesso_7f9f96c7fefb3f1a6132,O=C(Nc1ccccc1C(=O)O)c1ccco1,3.13,head_only-minus-native,-1.4917221069335938,1.4917221069335938,0.9050407791137696,True
100,2,nesso_0905ecca22046a39df2a,NCc1ccncc1,2.85,4.396668910980225,2.909738063812256,2.286554336547852,2.8818443804034586,0.13725490196078433,0.15555555555555556,nesso_0eae8fa70bc930c93fd7,CCc1ccc(C(O)CNc2ncnc3[nH]ncc23)cc1,1.74,head_only-minus-native,-1.4869308471679688,1.4869308471679688,1.4869308471679688,True
100,3,nesso_b1bd48941e17e589ac5a,Cc1ccccc1C(=O)O,2.61,4.177414894104004,2.727800846099853,2.86814022064209,1.9267822736030829,0.2857142857142857,0.2857142857142857,nesso_e17101ab52b477a8b3fa,O=C(Nc1ccc(O)cc1)c1ccccc1O,2.54,head_only-minus-native,-1.4496140480041508,1.4496140480041508,1.4496140480041508,True
100,1,nesso_4f5d960ee79593ed1c2e,NC1CCCCCC1,2.69,4.652284145355225,0.7165312767028809,0.2730603218078613,2.857142857142857,0.20833333333333334,0.20833333333333334,nesso_4f8524d2587b424c6c2a,NCC1CCCO1,1.92,head_plus_lora-minus-native,-4.379223823547363,4.379223823547363,-0.45465553283691396,True
100,1,nesso_99543dc096e020200214,CCN(CC)CC(=O)O,1.99,4.426504135131836,0.8674421310424805,0.4723668098449707,1.589825119236884,0.16666666666666666,0.16666666666666666,nesso_a9105cb39438983f89f2,CCOC1(C)CCN(C(=O)N(C)Cc2ccccc2)CC1,4.44,head_plus_lora-minus-native,-3.9541373252868652,3.9541373252868652,0.9188709449768064,False
100,4,nesso_dd61f927f3b12f6c73d7,NCc1ccccn1,2.02,4.239740371704102,2.549198865890503,0.3917112350463867,1.6051364365971108,0.2545454545454545,0.2545454545454545,nesso_3b9b7dff6782642a49dc,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67,head_plus_lora-minus-native,-3.848029136657715,3.848029136657715,0.5914516067504882,False
100,1,nesso_9488ed207b0172efb5ab,OCCNCCO,2.6,4.374821662902832,1.973008155822754,1.1057672500610352,1.96078431372549,0.08928571428571429,0.08928571428571429,nesso_8b5352430a396a476500,CS(=O)(=O)Nc1cncc(C(=O)NCCOc2ccccc2-c2ccccc2)c1,4.58,head_plus_lora-minus-native,-3.269054412841797,3.269054412841797,0.280588912963867,False
100,4,nesso_7a9fc2375a12fa5e66a5,COc1ccc(OC)c(C(O)C(C)N)c1,2.94,4.430222988128662,3.041056632995605,1.8879432678222656,3.610108303249097,0.25,0.25,nesso_9d5e01d5d2201f4aab51,COc1ccc2c(c1)CCN(C(=O)C(OC)c1ccccc1)CC2,5.29,head_plus_lora-minus-native,-2.5422797203063965,2.5422797203063965,0.43816625595092784,False
100,3,nesso_56ced9f6b257bd2a4a19,CC[C@H](N)c1ccccc1,2.13,4.565845489501953,2.597815990447998,2.141446590423584,1.557632398753894,0.24324324324324326,0.24324324324324326,nesso_dc6d287476c3daac7ac7,CNC[C@H](O)c1cccc(O)c1,1.82,head_plus_lora-minus-native,-2.424398899078369,2.424398899078369,2.424398899078369,True
100,2,nesso_ddbe7e870f20f6b490ce,C#CC(C)(C)N,2.01,4.376885414123535,2.6472883224487305,2.0110926628112797,1.572327044025157,0.0851063829787234,0.0851063829787234,nesso_7c9df9ec1b134831300b,COC1(CNC(=O)c2nnc(C(C)(C)C)o2)CCCCCC1,5.69,head_plus_lora-minus-native,-2.3657927513122554,2.3657927513122554,2.3657927513122554,False
100,4,nesso_ea4f16d3e59f5fb0551a,COc1ccccc1CN,2.02,4.460509777069092,2.8973019123077397,2.12945294380188,1.6103059581320451,0.23636363636363636,0.23636363636363636,nesso_7757532381cd373218e3,COc1ccc(-c2cccc(C(=O)N(C)C3CCCCC3)c2)cc1CO,4.84,head_plus_lora-minus-native,-2.331056833267212,2.331056833267212,2.331056833267212,False
100,2,nesso_da1dbab5862cdb414db5,C#CCN(C)Cc1ccccc1,2.59,4.554770469665527,2.683187484741211,2.2390289306640625,1.6207455429497568,0.2222222222222222,0.2222222222222222,nesso_c344f6ef0195bbc54067,Cn1ncc(C(=O)N(Cc2ccccc2)C2CCCC2(C)C)c1C#N,5.975,head_plus_lora-minus-native,-2.315741539001465,2.315741539001465,1.6137994003295901,False
100,2,nesso_0905ecca22046a39df2a,NCc1ccncc1,2.85,4.396668910980225,2.909738063812256,2.286554336547852,2.8818443804034586,0.13725490196078433,0.15555555555555556,nesso_0eae8fa70bc930c93fd7,CCc1ccc(C(O)CNc2ncnc3[nH]ncc23)cc1,1.74,head_plus_lora-minus-native,-2.1101145744323726,2.1101145744323726,0.9832232475280764,True
100,2,nesso_5143453c6ec8ca2aa5a0,COc1ccccc1C(=O)O,2.73,3.9283814430236816,2.436659336090088,1.839448928833008,2.717391304347826,0.325,0.325,nesso_7f9f96c7fefb3f1a6132,O=C(Nc1ccccc1C(=O)O)c1ccco1,3.13,head_plus_lora-minus-native,-2.088932514190674,2.088932514190674,0.3078303718566897,False
100,0,nesso_cec5078599fe0f065a74,Nc1ccncc1,3.68,3.730055809020996,2.3719818592071533,1.645771026611328,4.739336492890995,0.17777777777777778,0.17777777777777778,nesso_5b52f28619dbac6df85e,Cc1cc2oc(C(=O)NCc3ccncc3)c(C)c2cc1C,3.48,head_plus_lora-minus-native,-2.084284782409668,2.084284782409668,-1.9841731643676765,False
100,2,nesso_6ee4defca44f9b71acc8,COc1cccc(OC)c1C(=O)O,2.13,4.040403842926025,2.443323373794556,1.9583520889282229,1.680672268907563,0.22033898305084745,0.24074074074074073,nesso_48a07f811af2dec6f566,COc1cc(C(=O)NCCN2CCc3sccc3C2)ccc1C,4.67,head_plus_lora-minus-native,-2.0820517539978027,2.0820517539978027,1.7387559318542485,False
100,2,nesso_6a513ad86737c84947e6,NCc1ccccc1Cl,2.64,4.440840721130371,2.585556507110596,2.444182872772217,1.9047619047619049,0.17543859649122806,0.17543859649122806,nesso_237acec0863c39e6c01d,O=C1N(CCc2c[nH]c3c(Cl)cccc23)C(=O)C23CC(CN12)C3,5.18,head_plus_lora-minus-native,-1.9966578483581543,1.9966578483581543,1.6050235939025876,False
100,4,nesso_40bf59385c50944d5faf,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,5.06,5.07828426361084,3.714681625366211,3.098236560821533,10.0,0.2549019607843137,0.2549019607843137,nesso_5018012aedc10c2b651f,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.67,head_plus_lora-minus-native,-1.9800477027893066,1.9800477027893066,-1.9434791755676262,True
100,1,nesso_9e5044137cac7af95806,CC(C)(O)C(=O)O,1.95,4.485199928283691,3.111785411834717,2.5479090213775635,1.6339869281045751,0.125,0.125,nesso_9d2dbc9dad3e38e0feba,CC(C)(C)OC(=O)NC1(C(=O)NC2CCCSC2)CC1(F)F,4.93,head_plus_lora-minus-native,-1.937290906906128,1.937290906906128,1.9372909069061277,False
100,3,nesso_a4cf7afcb82693f38cab,FC(F)OC(F)(F)C(F)Cl,1.95,4.650294303894043,2.4835968017578125,2.7314562797546387,1.6155088852988693,0.06779661016949153,0.06896551724137931,nesso_77b73b14666dc4f5e3ae,O=S(=O)(Nc1ccn(-c2ncccc2F)n1)c1ccc(OC(F)(F)F)cc1,4.11,head_plus_lora-minus-native,-1.9188380241394043,1.9188380241394043,1.918838024139404,False
100,2,nesso_d56743fcc2227244cd4a,NCc1ccc(Cl)cc1,2.67,4.4404296875,2.5255322456359863,2.6036877632141118,2.610966057441253,0.1875,0.1875,nesso_8da8c70260852b2529a2,NS(=O)(=O)c1sccc1CNC1Cc2ccc(Cl)cc2C1,5.14,head_plus_lora-minus-native,-1.8367419242858882,1.8367419242858882,1.704117450714112,False
100,4,nesso_e849b90b528be5f1119a,CNCCc1ccccn1,2.38,4.2654523849487305,3.286567687988281,2.456292629241944,2.150537634408602,0.2542372881355932,0.2542372881355932,nesso_3b9b7dff6782642a49dc,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67,head_plus_lora-minus-native,-1.8091597557067867,1.8091597557067867,1.8091597557067867,True
100,4,nesso_e7ae4ab52fcb757f67ca,CN1CCNCC1,1.8,4.464836120605469,3.2645139694213867,2.662906646728516,1.818181818181818,0.1111111111111111,0.1111111111111111,nesso_361c2fad3365c2b9bb13,Cc1nc(-c2ccc(C(C)N3CCOCC3)cc2)n(C)n1,2.56,head_plus_lora-minus-native,-1.8019294738769527,1.8019294738769527,1.801929473876953,True
100,4,nesso_dd61f927f3b12f6c73d7,NCc1ccccn1,2.02,4.239740371704102,2.549198865890503,0.3917112350463867,1.6051364365971108,0.2545454545454545,0.2545454545454545,nesso_3b9b7dff6782642a49dc,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67,head_plus_lora-minus-head_only,-2.157487630844116,2.157487630844116,-1.0990898990631104,False
100,4,nesso_7a9fc2375a12fa5e66a5,COc1ccc(OC)c(C(O)C(C)N)c1,2.94,4.430222988128662,3.041056632995605,1.8879432678222656,3.610108303249097,0.25,0.25,nesso_9d5e01d5d2201f4aab51,COc1ccc2c(c1)CCN(C(=O)C(OC)c1ccccc1)CC2,5.29,head_plus_lora-minus-head_only,-1.1531133651733394,1.1531133651733394,-0.9510000991821292,False
100,4,nesso_b4217887068b77113aeb,CN(C)CCOC(C)(c1ccccc1)c1ccc(Br)cc1,4.68,4.593419075012207,3.8878228664398193,2.803079128265381,10.0,0.25862068965517243,0.25862068965517243,nesso_bcba60516424b126ea67,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4.12,head_plus_lora-minus-head_only,-1.0847437381744385,1.0847437381744385,-1.0847437381744385,False
100,4,nesso_bf7faa8e648121554eec,Cc1ccc(C)c(N2CCNCC2)c1,3.41,4.215705871582031,3.543830156326294,2.63486647605896,3.436426116838488,0.203125,0.203125,nesso_25e7ca221067f2be1027,COc1ccc(-c2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)[nH]n2)cc1,4.54,head_plus_lora-minus-head_only,-0.908963680267334,0.908963680267334,-0.6413033676147464,False
100,1,nesso_9488ed207b0172efb5ab,OCCNCCO,2.6,4.374821662902832,1.973008155822754,1.1057672500610352,1.96078431372549,0.08928571428571429,0.08928571428571429,nesso_8b5352430a396a476500,CS(=O)(=O)Nc1cncc(C(=O)NCCOc2ccccc2-c2ccccc2)c1,4.58,head_plus_lora-minus-head_only,-0.8672409057617188,0.8672409057617188,-0.8672409057617188,False
100,3,nesso_97fd17ddc3adcd3d769a,CC(C)CC(=O)O,2.9,4.333708763122559,2.4763851165771484,3.3435750007629395,3.095975232198142,0.2608695652173913,0.2608695652173913,nesso_05d914562aedcc78163a,N[C@H](CO)C(=O)O,2.02,head_plus_lora-minus-head_only,0.867189884185791,0.867189884185791,-0.019960117340088068,False
100,4,nesso_e849b90b528be5f1119a,CNCCc1ccccn1,2.38,4.2654523849487305,3.286567687988281,2.456292629241944,2.150537634408602,0.2542372881355932,0.2542372881355932,nesso_3b9b7dff6782642a49dc,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67,head_plus_lora-minus-head_only,-0.830275058746337,0.830275058746337,0.830275058746337,True
100,1,nesso_2552d7a1a3f8fad86a64,CC(C)c1nsc(CN2CC34CCCCC3(CN(C)C4)C2)n1,4.53,4.480234622955322,3.992026090621948,3.1793017387390137,4.219409282700422,0.1643835616438356,0.1643835616438356,nesso_98e443bff9c0d3e5fa7b,OCC1(CC2CC2)CCCN(c2nc(-c3ccccc3)no2)C1,4.88,head_plus_lora-minus-head_only,-0.8127243518829341,0.8127243518829341,-0.8127243518829341,False
100,4,nesso_ea4f16d3e59f5fb0551a,COc1ccccc1CN,2.02,4.460509777069092,2.8973019123077397,2.12945294380188,1.6103059581320451,0.23636363636363636,0.23636363636363636,nesso_7757532381cd373218e3,COc1ccc(-c2cccc(C(=O)N(C)C3CCCCC3)c2)cc1CO,4.84,head_plus_lora-minus-head_only,-0.7678489685058598,0.7678489685058598,0.7678489685058598,False
100,0,nesso_cec5078599fe0f065a74,Nc1ccncc1,3.68,3.730055809020996,2.3719818592071533,1.645771026611328,4.739336492890995,0.17777777777777778,0.17777777777777778,nesso_5b52f28619dbac6df85e,Cc1cc2oc(C(=O)NCc3ccncc3)c(C)c2cc1C,3.48,head_plus_lora-minus-head_only,-0.7262108325958254,0.7262108325958254,-0.7262108325958256,False
100,1,nesso_a642dce88639e86f5926,NCCc1c[nH]c2ccccc12,2.81,4.853913307189941,4.036659240722656,3.395839214324951,2.873563218390805,0.225,0.225,nesso_7092261f6a0189ed7487,COc1ccc(CCN)cc1OC,2.47,head_plus_lora-minus-head_only,-0.6408200263977051,0.6408200263977051,0.6408200263977051,True
100,2,nesso_ddbe7e870f20f6b490ce,C#CC(C)(C)N,2.01,4.376885414123535,2.6472883224487305,2.0110926628112797,1.572327044025157,0.0851063829787234,0.0851063829787234,nesso_7c9df9ec1b134831300b,COC1(CNC(=O)c2nnc(C(C)(C)C)o2)CCCCCC1,5.69,head_plus_lora-minus-head_only,-0.6361956596374507,0.6361956596374507,0.6361956596374507,False
100,2,nesso_0905ecca22046a39df2a,NCc1ccncc1,2.85,4.396668910980225,2.909738063812256,2.286554336547852,2.8818443804034586,0.13725490196078433,0.15555555555555556,nesso_0eae8fa70bc930c93fd7,CCc1ccc(C(O)CNc2ncnc3[nH]ncc23)cc1,1.74,head_plus_lora-minus-head_only,-0.6231837272644039,0.6231837272644039,-0.5037075996398923,True
100,4,nesso_40bf59385c50944d5faf,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,5.06,5.07828426361084,3.714681625366211,3.098236560821533,10.0,0.2549019607843137,0.2549019607843137,nesso_5018012aedc10c2b651f,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.67,head_plus_lora-minus-head_only,-0.6164450645446777,0.6164450645446777,-0.6164450645446777,False
100,4,nesso_e7ae4ab52fcb757f67ca,CN1CCNCC1,1.8,4.464836120605469,3.2645139694213867,2.662906646728516,1.818181818181818,0.1111111111111111,0.1111111111111111,nesso_361c2fad3365c2b9bb13,Cc1nc(-c2ccc(C(C)N3CCOCC3)cc2)n(C)n1,2.56,head_plus_lora-minus-head_only,-0.6016073226928706,0.6016073226928706,0.6016073226928706,True
100,4,nesso_1446209e22908f8ea4e5,c1ccc(N2CCNCC2)nc1,1.94,4.3713788986206055,3.475708484649658,2.877119779586792,1.6556291390728477,0.20967741935483872,0.20967741935483872,nesso_3b9b7dff6782642a49dc,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67,head_plus_lora-minus-head_only,-0.5985887050628662,0.5985887050628662,0.5985887050628662,True
100,2,nesso_5143453c6ec8ca2aa5a0,COc1ccccc1C(=O)O,2.73,3.9283814430236816,2.436659336090088,1.839448928833008,2.717391304347826,0.325,0.325,nesso_7f9f96c7fefb3f1a6132,O=C(Nc1ccccc1C(=O)O)c1ccco1,3.13,head_plus_lora-minus-head_only,-0.5972104072570799,0.5972104072570799,-0.5972104072570799,False
100,0,nesso_cd89f9e43020b808ff4e,CN1C(=O)OC(C)(C)C1=O,2.69,4.098922729492188,3.0551507472991943,2.482987880706787,1.9305019305019304,0.11290322580645161,0.11290322580645161,nesso_3fc1764c58ee6f73968d,CCc1nn(C)cc1C(=O)NCc1csc(-c2ccco2)n1,3.78,head_plus_lora-minus-head_only,-0.5721628665924072,0.5721628665924072,0.15813862800598155,False
100,4,nesso_b53862ca4d9ff3561529,Cc1oncc1C(=O)O,2.19,4.296715259552002,3.2524657249450684,2.68125581741333,1.524390243902439,0.2631578947368421,0.2631578947368421,nesso_e0f59516b17c2b1b6529,Cc1cc2oc(C(=O)O)c(C)c2cc1C,3.5,head_plus_lora-minus-head_only,-0.5712099075317383,0.5712099075317383,0.5712099075317383,False
100,4,nesso_b6c035deaa0aed1b6c49,NCCc1ccc(S(N)(=O)=O)cc1,2.91,4.552547454833984,3.657546758651733,3.0884487628936768,3.2679738562091503,0.16666666666666666,0.16666666666666666,nesso_dbe1731b14be408f8d26,CCc1cccc(C)c1NS(=O)(=O)c1ccc(C)c(C(=O)OC)c1,5.85,head_plus_lora-minus-head_only,-0.5690979957580562,0.5690979957580562,0.5690979957580562,False
500,1,nesso_4f5d960ee79593ed1c2e,NC1CCCCCC1,2.69,4.652284145355225,1.0930500030517578,1.005685806274414,2.857142857142857,0.20833333333333334,0.20833333333333334,nesso_4f8524d2587b424c6c2a,NCC1CCCO1,1.92,head_only-minus-native,-3.559234142303467,3.559234142303467,0.36533414840698253,True
500,1,nesso_99543dc096e020200214,CCN(CC)CC(=O)O,1.99,4.426504135131836,1.405414581298828,1.6872339248657229,1.589825119236884,0.23809523809523808,0.24444444444444444,nesso_83afc2460b79aca760da,CC(C)C(=O)O,1.85,head_only-minus-native,-3.021089553833008,3.021089553833008,1.8519187164306636,True
500,2,nesso_da1dbab5862cdb414db5,C#CCN(C)Cc1ccccc1,2.59,4.554770469665527,2.1016645431518555,1.732187271118164,1.6207455429497568,0.25,0.28888888888888886,nesso_4c3b0dea5895e713e388,C#CCC(Cc1ccccc1)Nc1ccc2nccnc2n1,4.87,head_only-minus-native,-2.453105926513672,2.453105926513672,1.476435012817383,False
500,0,nesso_cec5078599fe0f065a74,Nc1ccncc1,3.68,3.730055809020996,1.3770432472229004,1.4771347045898438,4.739336492890995,0.28,0.28,nesso_938bd120c2d5a85c7d52,Cc1ccnc(N)c1,2.9,head_only-minus-native,-2.3530125617980957,2.3530125617980957,-2.252900943756104,False
500,2,nesso_d56743fcc2227244cd4a,NCc1ccc(Cl)cc1,2.67,4.4404296875,2.2507259845733643,1.7565560340881348,2.610966057441253,0.225,0.225,nesso_f75e213e6652d38c8324,O=C(CCSc1ccc(Cl)cc1)N1CCCCCC1,5.37,head_only-minus-native,-2.1897037029266357,2.1897037029266357,1.3511556720733644,False
500,2,nesso_6a513ad86737c84947e6,NCc1ccccc1Cl,2.64,4.440840721130371,2.309464454650879,2.000037670135498,1.9047619047619049,0.24324324324324326,0.24324324324324326,nesso_6acefeb9b376ab61f452,N=C(N)NN=Cc1c(Cl)cccc1Cl,4.41,head_only-minus-native,-2.131376266479492,2.131376266479492,1.4703051757812498,False
500,2,nesso_ddbe7e870f20f6b490ce,C#CC(C)(C)N,2.01,4.376885414123535,2.2777528762817383,1.6756372451782229,1.572327044025157,0.15789473684210525,0.15789473684210525,nesso_9e5044137cac7af95806,CC(C)(O)C(=O)O,1.95,head_only-minus-native,-2.099132537841797,2.099132537841797,2.099132537841797,True
500,3,nesso_a4cf7afcb82693f38cab,FC(F)OC(F)(F)C(F)Cl,1.95,4.650294303894043,2.600883722305298,1.6563935279846191,1.6155088852988693,0.13043478260869565,0.13043478260869565,nesso_1dcc5011c8f83758c411,O=C(O)C(Cl)Cl,1.92,head_only-minus-native,-2.049410581588745,2.049410581588745,2.049410581588745,True
500,3,nesso_56ced9f6b257bd2a4a19,CC[C@H](N)c1ccccc1,2.13,4.565845489501953,2.816078186035156,0.9692697525024414,1.557632398753894,0.2653061224489796,0.2653061224489796,nesso_b469c89460068b2e680a,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,5.95,head_only-minus-native,-1.7497673034667973,1.7497673034667973,1.7497673034667973,False
500,1,nesso_7ea657b21ae70a0a108a,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,7.54855421686747,7.441765785217285,5.720184326171875,5.806966781616211,10.0,0.3137254901960784,0.3137254901960784,nesso_3e2ddef52025f1dfea2e,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,3.4,head_only-minus-native,-1.7215814590454102,1.7215814590454102,-1.7215814590454102,True
500,3,nesso_97fd17ddc3adcd3d769a,CC(C)CC(=O)O,2.9,4.333708763122559,2.6712961196899414,0.991774082183838,3.095975232198142,0.2631578947368421,0.2631578947368421,nesso_1dcc5011c8f83758c411,O=C(O)C(Cl)Cl,1.92,head_only-minus-native,-1.6624126434326172,1.6624126434326172,1.2050048828125002,True
500,1,nesso_9488ed207b0172efb5ab,OCCNCCO,2.6,4.374821662902832,2.714229106903076,2.598172664642334,1.96078431372549,0.1,0.1,nesso_c58375b525fa33f8e18e,CN(CCCNC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,5.29,head_only-minus-native,-1.6605925559997559,1.6605925559997559,1.6605925559997559,False
