budget,fold,record_id,smiles,y_true,native,head_only,head_plus_lora,weight,fit_similarity,budget_similarity,nearest_fit_id,nearest_fit_smiles,nearest_fit_y,MW,heavy_atoms,cLogP,TPSA,rings,rotatable,formal_charge,nonamide_amine,carboxylic_acid,MW_lt200,pEC50_lt4
100,0,nesso_050a9974feb24a028482,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,4.75,4.754015922546387,4.567013263702393,4.382288455963135,8.620689655172413,0.3384615384615385,0.3384615384615385,nesso_b5a1c434a347c25caff0,COCCOc1cccc(C(=O)N(C)c2ccc(C(=O)OC)cc2)c1,4.06,337.379,25,2.981300000000001,67.59,3,5,0,False,False,False,False
100,0,nesso_051c0fba3320972d67e5,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,4.06,4.833257675170898,4.454658031463623,4.308940887451172,4.3478260869565215,0.2533333333333333,0.2533333333333333,nesso_a4a5232b70ff5ac17347,CSc1ccnc(N2CCCC(C)(CNC(=O)C3(C)CCC3)C2)n1,5.98,316.3610000000001,23,1.6732999999999996,91.23,3,4,0,True,False,False,False
100,0,nesso_0543135cb070bc0ee953,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,1.76,4.937005519866943,4.680444717407227,4.656541347503662,1.855287569573284,0.2535211267605634,0.2535211267605634,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,317.38900000000007,23,1.7533199999999998,87.12,2,4,0,False,False,False,True
100,0,nesso_05d03d8f54efa7eace00,O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,5.25,5.548844814300537,5.402822017669678,5.759715080261231,10.0,0.2325581395348837,0.25,nesso_463db6737d198bfff759,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,5.9,347.2160000000001,21,3.438200000000002,66.91,3,2,0,False,False,False,False
100,0,nesso_066ec041acb34af05398,CC(C(=O)Nc1nccs1)N1CCCN(C(=O)c2ccccc2)CC1,4.87,4.7536234855651855,4.532833576202393,4.256470680236816,10.0,0.2916666666666667,0.2916666666666667,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,358.46700000000004,25,2.3182,65.54,3,4,0,True,False,False,False
100,0,nesso_06938e368952147e38e8,O=Cc1csc(COc2ccc(Cl)cc2)n1,2.86,4.682807922363281,4.182870864868164,4.076991081237793,3.623188405797101,0.1739130434782608,0.2413793103448276,nesso_89dc4ffa52132dd68210,O=Cc1c(Oc2ccc3c(c2)OCO3)nc2ccccn2c1=O,3.34,253.71,16,3.1880000000000015,39.19,2,4,0,False,False,False,True
100,0,nesso_06aac10cbd954ec3ac1d,Cc1nnnn1-c1ccc(NS(=O)(=O)NCc2ccccc2)cc1,3.35,4.912839889526367,4.64724063873291,4.630556106567383,6.097560975609756,0.2957746478873239,0.2957746478873239,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,344.40000000000003,24,1.4172199999999997,101.80000000000001,3,6,0,False,False,False,True
100,0,nesso_06c317714ef4e61868af,COc1ccc(C(C)=O)cc1COc1c(C)cc(C=O)cc1C,3.91,5.5455002784729,5.073474407196045,5.191889762878418,4.219409282700422,0.2205882352941176,0.2407407407407407,nesso_0b1364f64cdbf8e099bb,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,312.365,23,3.9061400000000033,52.6,2,6,0,False,False,False,True
100,0,nesso_06dcc01483ef97f90ad3,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1,4.66,5.024133205413818,4.763975143432617,4.8061113357543945,4.784688995215311,0.1842105263157894,0.1842105263157894,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,401.26300000000003,22,2.4887000000000006,92.34,3,2,0,False,False,False,False
100,0,nesso_06f54d1c968931d1e785,CCc1cnc(NC(=O)c2cc(C(F)(F)F)c[nH]c2=O)s1,4.98,5.257615089416504,4.946133613586426,4.964964866638184,7.142857142857142,0.3142857142857143,0.3142857142857143,nesso_74c8f3fb680e85ab7be0,CC(C)(CS(C)(=O)=O)NC(=O)c1cc2ccc(C(F)(F)F)cc2[nH]c1=O,4.71,317.292,21,2.6649000000000003,74.85,2,3,0,False,False,False,False
100,0,nesso_07612df3b850c91e1513,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1,5.96,5.156394958496094,5.150583267211914,5.231578350067139,10.0,0.2098765432098765,0.2898550724637681,nesso_f56148d45bce8107496c,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12,5.39,381.4760000000003,28,3.1140000000000017,77.25,5,4,0,False,False,False,False
100,0,nesso_078f081254ee3667b352,COc1ccc(CNCCCc2ccccc2F)c(OC)c1C,4.32,4.830117225646973,4.793121814727783,4.476979732513428,10.0,0.2463768115942029,0.2463768115942029,nesso_0acf2cd7137b8c48a9d7,COc1ccc([C@@H]2C[C@H]2C(=O)NCc2cc(F)ccc2F)cc1,4.15,317.4040000000001,23,3.873720000000003,30.49,2,8,0,True,False,False,False
100,0,nesso_0797e74304dbe584782d,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.14,4.773036003112793,4.591784477233887,4.43772029876709,5.319148936170213,0.2222222222222222,0.3018867924528302,nesso_6a01f7c789865e2b5424,COc1ccc(OC)c(N)c1,2.96,357.793,25,3.9273200000000026,68.53,3,4,0,False,True,False,False
100,0,nesso_07bb767a30efccdd941f,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,4.92,5.512042999267578,5.347915649414063,5.442979335784912,10.0,0.2087912087912088,0.2087912087912088,nesso_3fc1764c58ee6f73968d,CCc1nn(C)cc1C(=O)NCc1csc(-c2ccco2)n1,3.78,370.4820000000001,26,3.137920000000002,77.63000000000001,4,4,0,False,False,False,False
100,0,nesso_07c1859e34ddcce0a429,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,4.58,5.076837539672852,4.81776237487793,4.790498733520508,7.874015748031496,0.2622950819672131,0.2622950819672131,nesso_ed3e88df86882da7698b,CN1Cc2c(N)cccc2C(c2ccccc2)C1,4.19,311.38500000000005,23,3.3553000000000024,59.230000000000004,4,3,0,False,False,False,False
100,0,nesso_07e8177b23aee02ad895,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,4.97,5.440714359283447,5.287069797515869,5.421804428100586,7.462686567164178,0.1481481481481481,0.2083333333333333,nesso_75e4e85e3798e7facf65,COc1cccc(-c2noc(-c3ccc(-c4ccc(O)cc4)nc3)n2)c1OC,3.66,348.7370000000001,22,3.801100000000001,56.74,3,4,0,False,False,False,False
100,0,nesso_08b6b33b85b5ec8cbb84,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,5.42,5.297974586486816,5.091563701629639,5.226012706756592,10.0,0.2637362637362637,0.2637362637362637,nesso_3c1998b84e4d68229c4f,COc1ccc(C(CNC(=O)[C@@H]2C[C@H]2C(F)(F)F)c2c[nH]c3ccccc23)cc1,4.81,466.5410000000002,35,5.153880000000004,107.00999999999999,4,8,0,False,False,False,False
100,0,nesso_0957aa835b85e3be7061,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1,5.13,4.691445827484131,4.576353073120117,4.470635414123535,10.0,0.2625,0.2625,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,327.3840000000001,24,1.6485999999999992,75.17,3,3,0,False,False,False,False
100,0,nesso_0a525674675328af95c7,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,4.08,4.585746765136719,4.492335319519043,4.3717803955078125,4.587155963302752,0.2650602409638554,0.2650602409638554,nesso_aacc8f3c93b25bc7a204,C=CC(=O)N[C@H]1CN(C(=O)Cc2noc3ccc(F)cc23)C[C@@H]1C1CC1,3.52,329.40000000000003,24,1.4327999999999999,69.72,2,5,0,False,False,False,False
100,0,nesso_0b2db1087188addad570,N#Cc1ccc2c(c1)CC(NC(=O)c1cnc(C3CCC3)[nH]c1=O)C2,4.5,5.024718761444092,5.11127519607544,4.952606678009033,4.444444444444445,0.2435897435897435,0.2435897435897435,nesso_a5db00c84c4fabefb0bb,Cc1ccc(C#N)cc1S(=O)(=O)N1CCOC(C2CCC2)C1,4.84,334.37900000000013,25,1.8062799999999999,98.63999999999999,4,3,0,False,False,False,False
100,0,nesso_0b3e3396f24b3899724b,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,3.38,5.147740364074707,5.139188766479492,4.971524715423584,3.90625,0.2666666666666666,0.2666666666666666,nesso_ce85ae05bb40de66c78c,Cc1nccc(N2CCN(C(=O)c3cc4cccnc4s3)CC2)n1,4.91,378.43200000000013,28,2.609400000000001,67.79,4,4,0,True,False,False,True
100,0,nesso_0ba186780a708113bfa6,COC(=O)c1cnc(NC2CCCCCN(C(=O)C3CCC3(F)F)C2)nc1,4.61,5.011213302612305,5.062409400939941,5.034194946289063,4.854368932038836,0.2613636363636363,0.2790697674418604,nesso_463db6737d198bfff759,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,5.9,382.41100000000006,27,2.4916,84.42,3,4,0,True,False,False,False
100,0,nesso_0d387037591ae00e8c02,Cc1ccc(-c2nc3ccccc3s2)cc1N,3.9,5.222481727600098,4.481706619262695,4.49498987197876,4.587155963302752,0.1764705882352941,0.1764705882352941,nesso_243509048398cb7bb639,COc1cccc(C(CNc2nc(C)c3ccccc3n2)N(C)C)c1,4.88,240.33100000000002,17,3.8539200000000022,38.91,3,1,0,True,False,False,True
100,0,nesso_0d49c9c20af441aca09c,c1ccc(Oc2ccnc(NC3CCOC(c4ccccc4)C3)n2)cc1,4.82,5.009718418121338,4.718540668487549,4.770678997039795,10.0,0.189873417721519,0.189873417721519,nesso_f56148d45bce8107496c,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12,5.39,347.41800000000006,26,4.601100000000003,56.269999999999996,4,5,0,True,False,False,False
100,0,nesso_0d7051adc6215de69ee0,Cc1cc(Br)c2ccccc2c1NC(=O)c1cn(CCN(C)C)nn1,4.87,5.217819690704346,5.366280555725098,5.192360877990723,5.076142131979696,0.2162162162162162,0.2278481012658227,nesso_5b52f28619dbac6df85e,Cc1cc2oc(C(=O)NCc3ccncc3)c(C)c2cc1C,3.48,402.2960000000002,25,3.3161200000000015,63.050000000000004,3,5,0,True,False,False,False
100,0,nesso_0e4807595256e2b90de3,Cc1ccccc1-c1nn(-c2ccccc2)cc1C(=O)NCc1ncnn1-c1ccccc1,5.3,4.887857913970947,4.672145843505859,4.5850982666015625,10.0,0.2597402597402597,0.3066666666666666,nesso_0342a4fec815b477aaee,Cc1ccccc1-n1ncc(C(=O)NS(=O)(=O)c2ccccc2)c1C(F)(F)F,5.12,434.50300000000016,33,4.358420000000002,77.63,5,6,0,False,False,False,False
100,0,nesso_0e799acda58abcdad8a8,COc1cccc(C2=CCN(C(=O)c3noc4c3CCCCC4)C2)c1,5.0,5.560751914978027,5.330962657928467,5.551845550537109,10.0,0.2911392405063291,0.2911392405063291,nesso_a3b85fabeec23cf40b80,O=C(NCCc1ccc(C(F)(F)F)cn1)c1noc2c1CCCC2,5.23,338.40700000000015,25,3.491500000000003,55.57,4,3,0,False,False,False,False
100,0,nesso_0ea2353043701078b022,COc1ccc(OC)c(C2CCCN2c2nc(C)cc(C#N)n2)c1,4.62,5.51176118850708,5.2269721031188965,5.3937153816223145,10.0,0.2830188679245283,0.2830188679245283,nesso_6a01f7c789865e2b5424,COc1ccc(OC)c(N)c1,2.96,324.384,24,3.0154000000000014,71.27000000000001,3,4,0,True,False,False,False
100,0,nesso_0f8b985aa6c53644a964,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,2.24,5.148938655853272,5.239972114562988,5.219239234924316,1.4771048744460855,0.2203389830508474,0.2203389830508474,nesso_1dff9e13b7bf5c50543e,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,5.74,485.94700000000023,34,4.389900000000002,88.61000000000001,4,8,0,True,False,False,True
100,0,nesso_0fe85c04f42648a5f2f4,CCc1cccc(CC)c1NC(=O)C(C)n1cc(CN2CCCC3(CC3)S2(=O)=O)nn1,4.87,5.357082366943359,5.802114963531494,5.887210845947266,9.174311926605505,0.238095238095238,0.238095238095238,nesso_5ed0df5ada6f02997404,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,4.49,445.5890000000003,31,3.0608000000000013,97.19,4,7,0,False,False,False,False
100,0,nesso_11b73c69ce386cd984b3,Nc1cccc(C(F)(F)F)c1,2.91,4.001460075378418,3.501368284225464,3.0475845336914062,3.717472118959108,0.2333333333333333,0.2333333333333333,nesso_538bbb3c8555157cb318,CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C(=O)Cc1cccc(C(F)(F)F)c1,5.72,161.126,11,2.2876000000000003,26.02,1,0,0,True,False,True,True
100,0,nesso_11d6c509e3e554432046,O=C(Cc1ccc(F)cc1F)NCc1ccccc1-c1cccnc1,4.3,4.835879325866699,4.821761608123779,4.726593971252441,5.405405405405405,0.2714285714285714,0.2714285714285714,nesso_0acf2cd7137b8c48a9d7,COc1ccc([C@@H]2C[C@H]2C(=O)NCc2cc(F)ccc2F)cc1,4.15,338.357,25,3.8857000000000026,41.99,3,5,0,False,False,False,False
100,0,nesso_12419579ab805d2bf924,CC1CCCCC1c1nc(-c2nnc[nH]2)nn1Cc1cc(F)cc(F)c1,5.23,5.276796340942383,5.312070846557617,5.546597003936768,10.0,0.2051282051282051,0.2051282051282051,nesso_4837bf78474b089e7c70,O=C(O)c1n[nH]cc1CN1CCC(c2nnc[nH]2)CC1,3.17,358.3960000000001,26,3.6834000000000016,72.28,4,4,0,False,False,False,False
100,0,nesso_127af5d05276aebc55c7,CC(C(=O)N1CCOCC1c1nc2ccccc2s1)c1cccnc1,5.04,4.857129096984863,4.781034469604492,4.74081563949585,5.46448087431694,0.2771084337349397,0.2771084337349397,nesso_9e9eba16d495d8c47153,Cc1cccc(C)c1C1CCCN1C(=O)NC(c1ccccc1)C1CCOC1,5.64,353.44700000000006,25,3.3949000000000025,55.32000000000001,4,3,0,False,False,False,False
100,0,nesso_12dc14489529a6f7f98f,O=Cc1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,2.68,4.84868049621582,4.6026153564453125,4.438917636871338,3.2894736842105265,0.3064516129032258,0.3064516129032258,nesso_076310f4daf95c70946e,O=Cc1cnc(N2CC3(CCC3)C2c2ccc(F)cc2)nc1,4.41,279.303,21,1.7691999999999997,74.77000000000001,4,3,0,True,False,False,True
100,0,nesso_12fa1dbed2521b2f751f,COc1ccc(CCn2nnnc2N2CCCC2)cc1F,4.87,4.989744186401367,4.948514461517334,4.768903732299805,6.289308176100628,0.2647058823529412,0.2647058823529412,nesso_0b1364f64cdbf8e099bb,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,291.33,21,1.6637000000000002,56.07,3,5,0,True,False,False,False
100,0,nesso_13533ecfb0b0aa8f3b94,O=C(O)Cc1ccc(Cl)cc1,2.54,4.491885185241699,3.881971597671509,3.765838623046875,1.8348623853211008,0.1904761904761904,0.2083333333333333,nesso_214f262500f5df121c1f,CCCCNC(=O)c1cn(CCC)nc1S(=O)(=O)N1CCN(c2ccc(Cl)cc2)CC1,4.38,170.595,11,1.9671,37.3,1,2,0,False,True,True,True
100,0,nesso_13683545f9876d611009,Cc1nc(CC(=O)Nc2sc3c(c2C#N)CCCCCC3)c(C)s1,6.41,5.712795257568359,5.578166484832764,5.814062118530273,10.0,0.2533333333333333,0.2533333333333333,nesso_5ed0df5ada6f02997404,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,4.49,359.52000000000015,24,4.533320000000003,65.78,3,3,0,False,False,False,False
100,0,nesso_13694a530ad58c3f1f01,CCOc1nccc(C)c1C(=O)N1CC[C@@H](Oc2ccccc2)C1,4.59,5.201310634613037,5.032191753387451,4.839866638183594,5.235602094240837,0.2368421052631578,0.2368421052631578,nesso_9b6f9670504fb9b75a27,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1,3.6,326.396,24,3.0822200000000013,51.66,3,5,0,False,False,False,False
100,0,nesso_136980d364ae6796b865,CCc1nc(S(=O)(=O)N(CC#N)c2ccc(F)cc2C)cn1CC1CC1,5.56,5.278781890869141,5.277109146118164,5.494926929473877,10.0,0.2159090909090909,0.2159090909090909,nesso_9d78dc459cea569ef5da,Cc1cc(F)ccc1-c1nnc([C@@H]2CCCO[C@H]2c2ccnn2C)o1,4.79,376.45700000000016,26,3.0219000000000014,78.99000000000001,3,7,0,False,False,False,False
100,0,nesso_1391fa820bcd52e26693,COc1ccc(OCC(=O)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1,4.12,5.126396656036377,4.706299781799316,4.794848442077637,4.761904761904762,0.2435897435897435,0.2470588235294117,nesso_9b6f9670504fb9b75a27,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1,3.6,404.4910000000001,29,5.297820000000004,60.45,4,6,0,False,False,False,False
100,0,nesso_13b7ff53e98b875182c4,Cc1ccc2nc(NC(=O)N3CCc4cn[nH]c4C3)sc2n1,3.13,4.751147747039795,4.603752613067627,4.409605979919434,3.067484662576687,0.2125,0.2125,nesso_ce85ae05bb40de66c78c,Cc1nccc(N2CCN(C(=O)c3cc4cccnc4s3)CC2)n1,4.91,314.374,22,2.31302,86.8,4,1,0,False,False,False,True
100,0,nesso_15138980233c241934f3,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,4.84,4.862586975097656,4.73366641998291,4.5626139640808105,5.05050505050505,0.2352941176470588,0.3095238095238095,nesso_a3b85fabeec23cf40b80,O=C(NCCc1ccc(C(F)(F)F)cn1)c1noc2c1CCCC2,5.23,332.36000000000007,24,2.2512,98.51,3,5,0,False,False,False,False
100,0,nesso_157c74831d8d7a751690,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,5.835,5.549520969390869,5.219573020935059,5.314563751220703,10.0,0.2179487179487179,0.2179487179487179,nesso_57e0addd88d90373ca09,COc1ccccc1-c1ccc(C(=O)N2CCCNC(=O)[C@@H]2C)s1,5.29,328.441,23,3.756000000000002,52.83,3,4,0,False,False,False,False
100,0,nesso_160d349c94932754a608,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,4.34,4.919567108154297,4.801751136779785,4.631532669067383,7.042253521126761,0.2727272727272727,0.2727272727272727,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,404.4700000000001,30,3.521300000000002,87.32000000000001,4,5,0,False,False,False,False
100,0,nesso_16546b4497b245d4682a,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,3.93,4.967294216156006,4.838905811309815,4.848421096801758,3.5087719298245617,0.175,0.2105263157894736,nesso_9e9eba16d495d8c47153,Cc1cccc(C)c1C1CCCN1C(=O)NC(c1ccccc1)C1CCOC1,5.64,302.37400000000014,22,2.8153200000000016,57.38000000000001,3,5,0,False,False,False,True
100,0,nesso_165974741f83bca7d77c,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,5.2,5.203666687011719,5.0433783531188965,5.040219306945801,10.0,0.2183908045977011,0.2183908045977011,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,374.5060000000001,26,3.0520000000000014,59.50000000000001,3,7,0,False,False,False,False
100,0,nesso_16e624e04e781e7d382f,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.0,6.236279010772705,5.966278553009033,6.147347927093506,7.2992700729927,0.1518987341772152,0.1518987341772152,nesso_57e0addd88d90373ca09,COc1ccccc1-c1ccc(C(=O)N2CCCNC(=O)[C@@H]2C)s1,5.29,314.46900000000005,23,4.723500000000005,34.14,4,1,0,False,False,False,False
100,0,nesso_17845cc5730252940768,CC(c1ccc(Cl)c(Cl)c1)N(C)C(=O)c1ccnc2nn[nH]c12,4.75,5.0964789390563965,4.85436487197876,5.029602527618408,5.952380952380952,0.1818181818181818,0.2,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,350.20900000000006,23,3.4929000000000023,74.77000000000001,3,3,0,False,False,False,False
100,0,nesso_180cf4ec4618b0dc3952,COCC1(O)CCN(C(=O)c2cc(C(C)C)cc(C(C)C)c2O)CC1,5.0,5.268619537353516,4.929845809936523,4.994898796081543,6.802721088435375,0.2222222222222222,0.2222222222222222,nesso_4c97d244b33292039b5f,COCC(Oc1cc(F)cc(F)c1)C(=O)NCC(C(=O)N1CCOCC1)c1ccccc1,5.25,349.4710000000002,25,3.252500000000002,70.0,2,5,0,False,False,False,False
100,0,nesso_19adbb7e158db6cbcc69,CCC(C)n1nc(NS(=O)(=O)c2c[nH]c(C(=O)N3CCCC3)c2)cc1C,5.44,5.299825668334961,5.298762321472168,5.289792537689209,10.0,0.2272727272727272,0.2272727272727272,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,379.4860000000003,26,2.52742,100.08999999999999,3,6,0,False,False,False,False
100,0,nesso_19ea1ad87d69a45c954d,Fc1cccc(CN2CCN(Cc3c[nH]c(CC4CCCC4)n3)CC2)c1,3.97,5.386719226837158,5.022924423217773,4.966213226318359,5.319148936170213,0.2133333333333333,0.2261904761904762,nesso_9b6f9670504fb9b75a27,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1,3.6,356.48900000000026,26,3.599300000000003,35.16,4,6,0,True,False,False,True
100,0,nesso_1a0cc1078fbb5ec84b4d,O=C(NCc1cc2ccccc2[nH]1)NCc1cccc(F)c1F,4.98,4.818111419677734,4.711732864379883,4.618597507476807,10.0,0.25,0.25,nesso_26b8fa373948854fb8c0,O=C(NCc1cc2ccccc2s1)NC[C@]12C[C@H]1COC21CCC1,4.85,315.32300000000004,23,3.445500000000002,56.92,3,4,0,False,False,False,False
