budget,fold,record_id,smiles,y_true,native,head_only,head_plus_lora,weight,fit_similarity,budget_similarity,nearest_fit_id,nearest_fit_smiles,nearest_fit_y,MW,heavy_atoms,prepared_charge,assay_SE,prepared_smiles,charged,small,low_potency,method,fitted,native_distance,fitted_distance,difference_distance_from_truth,absolute_movement
100,0,nesso_050a9974feb24a028482,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,4.75,4.754015922546387,4.567013263702393,4.382288455963135,8.620689655172413,0.3384615384615385,0.3384615384615385,nesso_b5a1c434a347c25caff0,COCCOc1cccc(C(=O)N(C)c2ccc(C(=O)OC)cc2)c1,4.06,337.379,25,0,0.116,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,False,False,False,head_only,4.567013263702393,0.004015922546386719,0.18298673629760742,0.1789708137512207,0.18700265884399414
100,0,nesso_051c0fba3320972d67e5,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,4.06,4.833257675170898,4.454658031463623,4.308940887451172,4.3478260869565215,0.25333333333333335,0.25333333333333335,nesso_a4a5232b70ff5ac17347,CSc1ccnc(N2CCCC(C)(CNC(=O)C3(C)CCC3)C2)n1,5.98,316.3610000000001,23,0,0.23,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,False,False,False,head_only,4.454658031463623,0.7732576751708988,0.39465803146362344,-0.3785996437072754,0.3785996437072754
100,0,nesso_0543135cb070bc0ee953,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,1.76,4.937005519866943,4.680444717407227,4.656541347503662,1.855287569573284,0.2535211267605634,0.2535211267605634,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,317.38900000000007,23,0,0.539,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,False,False,True,head_only,4.680444717407227,3.1770055198669436,2.9204447174072268,-0.2565608024597168,0.2565608024597168
100,0,nesso_05d03d8f54efa7eace00,O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,5.25,5.548844814300537,5.402822017669678,5.759715080261231,10.0,0.23255813953488372,0.25,nesso_463db6737d198bfff759,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,5.9,347.2160000000001,21,0,0.0511,O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,False,False,False,head_only,5.402822017669678,0.2988448143005371,0.15282201766967773,-0.14602279663085938,0.14602279663085938
100,0,nesso_066ec041acb34af05398,CC(C(=O)Nc1nccs1)N1CCCN(C(=O)c2ccccc2)CC1,4.87,4.7536234855651855,4.532833576202393,4.256470680236816,10.0,0.2916666666666667,0.2916666666666667,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,358.46700000000004,25,1,0.0897,CC(C(=O)Nc1nccs1)[NH+]1CCCN(C(=O)c2ccccc2)CC1,True,False,False,head_only,4.532833576202393,0.11637651443481456,0.33716642379760753,0.22078990936279297,0.22078990936279297
100,0,nesso_06938e368952147e38e8,O=Cc1csc(COc2ccc(Cl)cc2)n1,2.86,4.682807922363281,4.182870864868164,4.076991081237793,3.623188405797101,0.17391304347826086,0.2413793103448276,nesso_89dc4ffa52132dd68210,O=Cc1c(Oc2ccc3c(c2)OCO3)nc2ccccn2c1=O,3.34,253.71,16,0,0.276,O=Cc1csc(COc2ccc(Cl)cc2)n1,False,False,True,head_only,4.182870864868164,1.8228079223632814,1.3228708648681642,-0.4999370574951172,0.4999370574951172
100,0,nesso_06aac10cbd954ec3ac1d,Cc1nnnn1-c1ccc(NS(=O)(=O)NCc2ccccc2)cc1,3.35,4.912839889526367,4.64724063873291,4.630556106567383,6.097560975609756,0.29577464788732394,0.29577464788732394,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,344.40000000000003,24,0,0.164,Cc1nnnn1-c1ccc(NS(=O)(=O)NCc2ccccc2)cc1,False,False,True,head_only,4.64724063873291,1.562839889526367,1.29724063873291,-0.26559925079345703,0.26559925079345703
100,0,nesso_06c317714ef4e61868af,COc1ccc(C(C)=O)cc1COc1c(C)cc(C=O)cc1C,3.91,5.5455002784729,5.073474407196045,5.191889762878418,4.219409282700422,0.22058823529411764,0.24074074074074073,nesso_0b1364f64cdbf8e099bb,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,312.365,23,0,0.237,COc1ccc(C(C)=O)cc1COc1c(C)cc(C=O)cc1C,False,False,True,head_only,5.073474407196045,1.6355002784729002,1.1634744071960448,-0.47202587127685547,0.47202587127685547
100,0,nesso_06dcc01483ef97f90ad3,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1,4.66,5.024133205413818,4.763975143432617,4.8061113357543945,4.784688995215311,0.18421052631578946,0.18421052631578946,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,401.26300000000003,22,0,0.209,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1,False,False,False,head_only,4.763975143432617,0.3641332054138182,0.10397514343261705,-0.26015806198120117,0.26015806198120117
100,0,nesso_06f54d1c968931d1e785,CCc1cnc(NC(=O)c2cc(C(F)(F)F)c[nH]c2=O)s1,4.98,5.257615089416504,4.946133613586426,4.964964866638184,7.142857142857142,0.3142857142857143,0.3142857142857143,nesso_74c8f3fb680e85ab7be0,CC(C)(CS(C)(=O)=O)NC(=O)c1cc2ccc(C(F)(F)F)cc2[nH]c1=O,4.71,317.292,21,0,0.14,CCc1cnc(NC(=O)c2cc(C(F)(F)F)c[nH]c2=O)s1,False,False,False,head_only,4.946133613586426,0.2776150894165035,0.033866386413574645,-0.24374870300292883,0.3114814758300781
100,0,nesso_07612df3b850c91e1513,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1,5.96,5.156394958496094,5.150583267211914,5.231578350067139,10.0,0.20987654320987653,0.2898550724637681,nesso_f56148d45bce8107496c,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12,5.39,381.4760000000003,28,0,0.062,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1,False,False,False,head_only,5.150583267211914,0.8036050415039062,0.8094167327880859,0.0058116912841796875,0.0058116912841796875
100,0,nesso_078f081254ee3667b352,COc1ccc(CNCCCc2ccccc2F)c(OC)c1C,4.32,4.830117225646973,4.793121814727783,4.476979732513428,10.0,0.2463768115942029,0.2463768115942029,nesso_0acf2cd7137b8c48a9d7,COc1ccc([C@@H]2C[C@H]2C(=O)NCc2cc(F)ccc2F)cc1,4.15,317.4040000000001,23,1,0.0782,COc1ccc(C[NH2+]CCCc2ccccc2F)c(OC)c1C,True,False,False,head_only,4.793121814727783,0.5101172256469724,0.4731218147277829,-0.03699541091918945,0.03699541091918945
100,0,nesso_0797e74304dbe584782d,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.14,4.773036003112793,4.591784477233887,4.43772029876709,5.319148936170213,0.2222222222222222,0.3018867924528302,nesso_6a01f7c789865e2b5424,COc1ccc(OC)c(N)c1,2.96,357.793,25,-1,0.188,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,True,False,False,head_only,4.591784477233887,0.6330360031127933,0.45178447723388704,-0.18125152587890625,0.18125152587890625
100,0,nesso_07bb767a30efccdd941f,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,4.92,5.512042999267578,5.347915649414063,5.442979335784912,10.0,0.2087912087912088,0.2087912087912088,nesso_3fc1764c58ee6f73968d,CCc1nn(C)cc1C(=O)NCc1csc(-c2ccco2)n1,3.78,370.4820000000001,26,0,0.0873,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,False,False,False,head_only,5.347915649414063,0.5920429992675782,0.42791564941406346,-0.16412734985351474,0.16412734985351474
100,0,nesso_07c1859e34ddcce0a429,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,4.58,5.076837539672852,4.81776237487793,4.790498733520508,7.874015748031496,0.26229508196721313,0.26229508196721313,nesso_ed3e88df86882da7698b,CN1Cc2c(N)cccc2C(c2ccccc2)C1,4.19,311.38500000000005,23,0,0.127,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,False,False,False,head_only,4.81776237487793,0.4968375396728515,0.23776237487792962,-0.2590751647949219,0.2590751647949219
100,0,nesso_07e8177b23aee02ad895,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,4.97,5.440714359283447,5.287069797515869,5.421804428100586,7.462686567164178,0.14814814814814814,0.20833333333333334,nesso_75e4e85e3798e7facf65,COc1cccc(-c2noc(-c3ccc(-c4ccc(O)cc4)nc3)n2)c1OC,3.66,348.7370000000001,22,0,0.134,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,False,False,False,head_only,5.287069797515869,0.4707143592834475,0.3170697975158694,-0.15364456176757812,0.15364456176757812
100,0,nesso_08b6b33b85b5ec8cbb84,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,5.42,5.297974586486816,5.091563701629639,5.226012706756592,10.0,0.26373626373626374,0.26373626373626374,nesso_3c1998b84e4d68229c4f,COc1ccc(C(CNC(=O)[C@@H]2C[C@H]2C(F)(F)F)c2c[nH]c3ccccc23)cc1,4.81,466.5410000000002,35,0,0.0980573811602165,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,False,False,False,head_only,5.091563701629639,0.12202541351318352,0.32843629837036126,0.20641088485717773,0.20641088485717773
100,0,nesso_0957aa835b85e3be7061,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1,5.13,4.691445827484131,4.576353073120117,4.470635414123535,10.0,0.2625,0.2625,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,327.3840000000001,24,0,0.0887,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1,False,False,False,head_only,4.576353073120117,0.43855417251586903,0.5536469268798827,0.11509275436401367,0.11509275436401367
100,0,nesso_0a525674675328af95c7,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,4.08,4.585746765136719,4.492335319519043,4.3717803955078125,4.587155963302752,0.26506024096385544,0.26506024096385544,nesso_aacc8f3c93b25bc7a204,C=CC(=O)N[C@H]1CN(C(=O)Cc2noc3ccc(F)cc23)C[C@@H]1C1CC1,3.52,329.40000000000003,24,0,0.218,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,False,False,False,head_only,4.492335319519043,0.5057467651367187,0.4123353195190429,-0.09341144561767578,0.09341144561767578
100,0,nesso_0b2db1087188addad570,N#Cc1ccc2c(c1)CC(NC(=O)c1cnc(C3CCC3)[nH]c1=O)C2,4.5,5.024718761444092,5.11127519607544,4.952606678009033,4.444444444444445,0.24358974358974358,0.24358974358974358,nesso_a5db00c84c4fabefb0bb,Cc1ccc(C#N)cc1S(=O)(=O)N1CCOC(C2CCC2)C1,4.84,334.37900000000013,25,0,0.225,N#Cc1ccc2c(c1)CC(NC(=O)c1cnc(C3CCC3)[nH]c1=O)C2,False,False,False,head_only,5.11127519607544,0.5247187614440918,0.6112751960754403,0.08655643463134854,0.08655643463134854
100,0,nesso_0b3e3396f24b3899724b,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,3.38,5.147740364074707,5.139188766479492,4.971524715423584,3.90625,0.26666666666666666,0.26666666666666666,nesso_ce85ae05bb40de66c78c,Cc1nccc(N2CCN(C(=O)c3cc4cccnc4s3)CC2)n1,4.91,378.43200000000013,28,0,0.256,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,False,False,True,head_only,5.139188766479492,1.7677403640747071,1.7591887664794923,-0.008551597595214844,0.008551597595214844
100,0,nesso_0ba186780a708113bfa6,COC(=O)c1cnc(NC2CCCCCN(C(=O)C3CCC3(F)F)C2)nc1,4.61,5.011213302612305,5.062409400939941,5.034194946289063,4.854368932038836,0.26136363636363635,0.27906976744186046,nesso_463db6737d198bfff759,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,5.9,382.41100000000006,27,0,0.206,COC(=O)c1cnc(NC2CCCCCN(C(=O)C3CCC3(F)F)C2)nc1,False,False,False,head_only,5.062409400939941,0.40121330261230437,0.4524094009399411,0.05119609832763672,0.05119609832763672
100,0,nesso_0d387037591ae00e8c02,Cc1ccc(-c2nc3ccccc3s2)cc1N,3.9,5.222481727600098,4.481706619262695,4.49498987197876,4.587155963302752,0.17647058823529413,0.17647058823529413,nesso_243509048398cb7bb639,COc1cccc(C(CNc2nc(C)c3ccccc3n2)N(C)C)c1,4.88,240.33100000000002,17,0,0.218,Cc1ccc(-c2nc3ccccc3s2)cc1N,False,False,True,head_only,4.481706619262695,1.3224817276000977,0.5817066192626954,-0.7407751083374023,0.7407751083374023
100,0,nesso_0d49c9c20af441aca09c,c1ccc(Oc2ccnc(NC3CCOC(c4ccccc4)C3)n2)cc1,4.82,5.009718418121338,4.718540668487549,4.770678997039795,10.0,0.189873417721519,0.189873417721519,nesso_f56148d45bce8107496c,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12,5.39,347.41800000000006,26,0,0.0829,c1ccc(Oc2ccnc(NC3CCOC(c4ccccc4)C3)n2)cc1,False,False,False,head_only,4.718540668487549,0.1897184181213376,0.10145933151245146,-0.08825908660888615,0.29117774963378906
100,0,nesso_0d7051adc6215de69ee0,Cc1cc(Br)c2ccccc2c1NC(=O)c1cn(CCN(C)C)nn1,4.87,5.217819690704346,5.366280555725098,5.192360877990723,5.076142131979696,0.21621621621621623,0.22784810126582278,nesso_5b52f28619dbac6df85e,Cc1cc2oc(C(=O)NCc3ccncc3)c(C)c2cc1C,3.48,402.2960000000002,25,1,0.197,Cc1cc(Br)c2ccccc2c1NC(=O)c1cn(CC[NH+](C)C)nn1,True,False,False,head_only,5.366280555725098,0.3478196907043456,0.49628055572509755,0.14846086502075195,0.14846086502075195
100,0,nesso_0e4807595256e2b90de3,Cc1ccccc1-c1nn(-c2ccccc2)cc1C(=O)NCc1ncnn1-c1ccccc1,5.3,4.887857913970947,4.672145843505859,4.5850982666015625,10.0,0.2597402597402597,0.30666666666666664,nesso_0342a4fec815b477aaee,Cc1ccccc1-n1ncc(C(=O)NS(=O)(=O)c2ccccc2)c1C(F)(F)F,5.12,434.50300000000016,33,0,0.0107,Cc1ccccc1-c1nn(-c2ccccc2)cc1C(=O)NCc1ncnn1-c1ccccc1,False,False,False,head_only,4.672145843505859,0.41214208602905256,0.6278541564941404,0.2157120704650879,0.2157120704650879
100,0,nesso_0e799acda58abcdad8a8,COc1cccc(C2=CCN(C(=O)c3noc4c3CCCCC4)C2)c1,5.0,5.560751914978027,5.330962657928467,5.551845550537109,10.0,0.2911392405063291,0.2911392405063291,nesso_a3b85fabeec23cf40b80,O=C(NCCc1ccc(C(F)(F)F)cn1)c1noc2c1CCCC2,5.23,338.40700000000015,25,0,0.0992,COc1cccc(C2=CCN(C(=O)c3noc4c3CCCCC4)C2)c1,False,False,False,head_only,5.330962657928467,0.5607519149780273,0.3309626579284668,-0.22978925704956055,0.22978925704956055
100,0,nesso_0ea2353043701078b022,COc1ccc(OC)c(C2CCCN2c2nc(C)cc(C#N)n2)c1,4.62,5.51176118850708,5.2269721031188965,5.3937153816223145,10.0,0.2830188679245283,0.2830188679245283,nesso_6a01f7c789865e2b5424,COc1ccc(OC)c(N)c1,2.96,324.384,24,0,0.0598,COc1ccc(OC)c(C2CCCN2c2nc(C)cc(C#N)n2)c1,False,False,False,head_only,5.2269721031188965,0.89176118850708,0.6069721031188964,-0.2847890853881836,0.2847890853881836
100,0,nesso_0f8b985aa6c53644a964,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,2.24,5.148938655853272,5.239972114562988,5.219239234924316,1.4771048744460855,0.22033898305084745,0.22033898305084745,nesso_1dff9e13b7bf5c50543e,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,5.74,485.94700000000023,34,1,0.677,C[NH+](C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,True,False,True,head_only,5.239972114562988,2.908938655853272,2.999972114562988,0.09103345870971591,0.09103345870971591
100,0,nesso_0fe85c04f42648a5f2f4,CCc1cccc(CC)c1NC(=O)C(C)n1cc(CN2CCCC3(CC3)S2(=O)=O)nn1,4.87,5.357082366943359,5.802114963531494,5.887210845947266,9.174311926605505,0.23809523809523808,0.23809523809523808,nesso_5ed0df5ada6f02997404,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,4.49,445.5890000000003,31,0,0.109,CCc1cccc(CC)c1NC(=O)C(C)n1cc(CN2CCCC3(CC3)S2(=O)=O)nn1,False,False,False,head_only,5.802114963531494,0.48708236694335927,0.932114963531494,0.44503259658813477,0.44503259658813477
100,0,nesso_11b73c69ce386cd984b3,Nc1cccc(C(F)(F)F)c1,2.91,4.001460075378418,3.501368284225464,3.0475845336914062,3.717472118959108,0.23333333333333334,0.23333333333333334,nesso_538bbb3c8555157cb318,CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C(=O)Cc1cccc(C(F)(F)F)c1,5.72,161.126,11,0,0.269,Nc1cccc(C(F)(F)F)c1,False,True,True,head_only,3.501368284225464,1.0914600753784178,0.5913682842254637,-0.5000917911529541,0.5000917911529541
100,0,nesso_11d6c509e3e554432046,O=C(Cc1ccc(F)cc1F)NCc1ccccc1-c1cccnc1,4.3,4.835879325866699,4.821761608123779,4.726593971252441,5.405405405405405,0.2714285714285714,0.2714285714285714,nesso_0acf2cd7137b8c48a9d7,COc1ccc([C@@H]2C[C@H]2C(=O)NCc2cc(F)ccc2F)cc1,4.15,338.357,25,0,0.185,O=C(Cc1ccc(F)cc1F)NCc1ccccc1-c1cccnc1,False,False,False,head_only,4.821761608123779,0.5358793258666994,0.5217616081237795,-0.014117717742919922,0.014117717742919922
100,0,nesso_12419579ab805d2bf924,CC1CCCCC1c1nc(-c2nnc[nH]2)nn1Cc1cc(F)cc(F)c1,5.23,5.276796340942383,5.312070846557617,5.546597003936768,10.0,0.20512820512820512,0.20512820512820512,nesso_4837bf78474b089e7c70,O=C(O)c1n[nH]cc1CN1CCC(c2nnc[nH]2)CC1,3.17,358.3960000000001,26,0,0.0654,CC1CCCCC1c1nc(-c2nnc[nH]2)nn1Cc1cc(F)cc(F)c1,False,False,False,head_only,5.312070846557617,0.046796340942382386,0.08207084655761676,0.035274505615234375,0.035274505615234375
100,0,nesso_127af5d05276aebc55c7,CC(C(=O)N1CCOCC1c1nc2ccccc2s1)c1cccnc1,5.04,4.857129096984863,4.781034469604492,4.74081563949585,5.46448087431694,0.27710843373493976,0.27710843373493976,nesso_9e9eba16d495d8c47153,Cc1cccc(C)c1C1CCCN1C(=O)NC(c1ccccc1)C1CCOC1,5.64,353.44700000000006,25,0,0.183,CC(C(=O)N1CCOCC1c1nc2ccccc2s1)c1cccnc1,False,False,False,head_only,4.781034469604492,0.18287090301513675,0.25896553039550785,0.0760946273803711,0.0760946273803711
100,0,nesso_12dc14489529a6f7f98f,O=Cc1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,2.68,4.84868049621582,4.6026153564453125,4.438917636871338,3.2894736842105265,0.3064516129032258,0.3064516129032258,nesso_076310f4daf95c70946e,O=Cc1cnc(N2CC3(CCC3)C2c2ccc(F)cc2)nc1,4.41,279.303,21,0,0.304,O=Cc1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,False,False,True,head_only,4.6026153564453125,2.16868049621582,1.9226153564453123,-0.2460651397705078,0.2460651397705078
100,0,nesso_12fa1dbed2521b2f751f,COc1ccc(CCn2nnnc2N2CCCC2)cc1F,4.87,4.989744186401367,4.948514461517334,4.768903732299805,6.289308176100628,0.2647058823529412,0.2647058823529412,nesso_0b1364f64cdbf8e099bb,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,291.33,21,0,0.159,COc1ccc(CCn2nnnc2N2CCCC2)cc1F,False,False,False,head_only,4.948514461517334,0.11974418640136708,0.07851446151733388,-0.0412297248840332,0.0412297248840332
