budget,fold,record_id,smiles,y_true,native,head_only,head_plus_lora,weight,fit_similarity,budget_similarity,nearest_fit_id,nearest_fit_smiles,nearest_fit_y,MW,heavy_atoms,identity_formal_charge,feature_array_row,source_feature_row,row_id,prepared_smiles,prepared_formal_charge,prepared_is_charged,native_cached,norm_l2,centered_norm_l2,member1_norm_l2,member2_norm_l2,PC1,PC2,PC3,PC4,PC5,head_signed_change,head_magnitude,head_error_delta,lora_total_signed_change,lora_total_magnitude,lora_total_error_delta,lora_increment_signed_change,lora_increment_magnitude,lora_increment_error_delta
100,0,nesso_050a9974feb24a028482,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,4.75,4.754015922546387,4.567013263702393,4.382288455963135,8.620689655172413,0.3384615384615385,0.3384615384615385,nesso_b5a1c434a347c25caff0,COCCOc1cccc(C(=O)N(C)c2ccc(C(=O)OC)cc2)c1,4.06,337.379,25,0,63,76,OADMET-0005367,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,0,0,4.754015922546387,16.95310636459332,5.229012925296753,16.34981253024798,4.482348227766416,-3.6879146896318167,0.6256899685871894,-2.305705839179832,0.12368445037687692,-2.411125592076517,-0.18700265884399414,0.18700265884399414,0.1789708137512207,-0.37172746658325195,0.37172746658325195,0.3636956214904785,-0.1847248077392578,0.1847248077392578,0.1847248077392578
100,0,nesso_051c0fba3320972d67e5,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,4.06,4.833257675170898,4.454658031463623,4.308940887451172,4.3478260869565215,0.25333333333333335,0.25333333333333335,nesso_a4a5232b70ff5ac17347,CSc1ccnc(N2CCCC(C)(CNC(=O)C3(C)CCC3)C2)n1,5.98,316.3610000000001,23,0,64,77,OADMET-0005853,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1,0,0,4.833257675170898,16.041164435616416,3.3068032504520195,15.155255832308281,5.257107294679342,-1.5163811916202825,-0.5989728063749866,-1.5767506683225518,-1.1987052613298823,-0.6381996393000525,-0.3785996437072754,0.3785996437072754,-0.3785996437072754,-0.5243167877197266,0.5243167877197266,-0.5243167877197266,-0.14571714401245117,0.14571714401245117,-0.14571714401245117
100,0,nesso_0543135cb070bc0ee953,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,1.76,4.937005519866943,4.680444717407227,4.656541347503662,1.855287569573284,0.2535211267605634,0.2535211267605634,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,317.38900000000007,23,0,68,83,OADMET-0003083,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,0,0,4.937005519866943,16.677692548306208,2.9994275808138253,15.91089045988678,4.998899229761719,-2.1914940375082996,-0.2743285329487577,-1.0286506602717016,-0.34464708480652007,0.11077207987698359,-0.2565608024597168,0.2565608024597168,-0.2565608024597168,-0.28046417236328125,0.28046417236328125,-0.28046417236328125,-0.023903369903564453,0.023903369903564453,-0.023903369903564453
100,0,nesso_05d03d8f54efa7eace00,O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,5.25,5.548844814300537,5.402822017669678,5.759715080261231,10.0,0.23255813953488372,0.25,nesso_463db6737d198bfff759,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,5.9,347.2160000000001,21,0,76,95,OADMET-0002882,O=C(Nc1cc(Br)ccn1)N[C@@H]1CCCc2cccnc21,0,0,5.548844814300537,16.01198681704979,8.540249030545304,15.676750055551176,3.2593296128425764,-6.725824747746424,4.3429694613499725,1.4537901658923051,-1.2111344839317306,1.0229761510732611,-0.14602279663085938,0.14602279663085938,-0.14602279663085938,0.21087026596069425,0.21087026596069425,0.21087026596069425,0.3568930625915536,0.3568930625915536,0.3568930625915536
100,0,nesso_066ec041acb34af05398,CC(C(=O)Nc1nccs1)N1CCCN(C(=O)c2ccccc2)CC1,4.87,4.7536234855651855,4.532833576202393,4.256470680236816,10.0,0.2916666666666667,0.2916666666666667,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,358.46700000000004,25,0,83,104,OADMET-0005955,CC(C(=O)Nc1nccs1)[NH+]1CCCN(C(=O)c2ccccc2)CC1,1,1,4.7536234855651855,19.684307701052347,5.976833995019369,18.77624001203976,5.9097191709916155,4.2351507878119925,-3.3391126603008234,-0.1402773149124732,-0.5234443376991754,-0.7180589661205885,-0.22078990936279297,0.22078990936279297,0.22078990936279297,-0.49715280532836914,0.49715280532836914,0.49715280532836914,-0.27636289596557617,0.27636289596557617,0.27636289596557617
100,0,nesso_06938e368952147e38e8,O=Cc1csc(COc2ccc(Cl)cc2)n1,2.86,4.682807922363281,4.182870864868164,4.076991081237793,3.623188405797101,0.17391304347826086,0.2413793103448276,nesso_89dc4ffa52132dd68210,O=Cc1c(Oc2ccc3c(c2)OCO3)nc2ccccn2c1=O,3.34,253.71,16,0,85,106,OADMET-0001509,O=Cc1csc(COc2ccc(Cl)cc2)n1,0,0,4.682807922363281,18.463278181551495,5.086164833636151,17.782070721121816,4.968963883786816,-1.6293688703932385,0.18772350316100625,-1.2896783646169543,-0.2819875557295823,-3.336784375021531,-0.4999370574951172,0.4999370574951172,-0.4999370574951172,-0.6058168411254883,0.6058168411254883,-0.6058168411254883,-0.1058797836303711,0.1058797836303711,-0.1058797836303711
100,0,nesso_06aac10cbd954ec3ac1d,Cc1nnnn1-c1ccc(NS(=O)(=O)NCc2ccccc2)cc1,3.35,4.912839889526367,4.64724063873291,4.630556106567383,6.097560975609756,0.29577464788732394,0.29577464788732394,nesso_0bfe77a1e70aa038b2ee,Cc1cccc(C(C)(C)C(=O)NCc2nnnn2-c2ccc(F)cc2)c1,5.44,344.40000000000003,24,0,87,109,OADMET-0001235,Cc1nnnn1-c1ccc(NS(=O)(=O)NCc2ccccc2)cc1,0,0,4.912839889526367,16.32931562205828,3.4799149006921763,15.756930575725878,4.285520682081895,-0.8639217428014471,-1.1457332016407973,-1.6135485510376855,-1.6228101260391585,-0.6066356827307782,-0.26559925079345703,0.26559925079345703,-0.26559925079345703,-0.2822837829589844,0.2822837829589844,-0.2822837829589844,-0.016684532165527344,0.016684532165527344,-0.016684532165527344
100,0,nesso_06c317714ef4e61868af,COc1ccc(C(C)=O)cc1COc1c(C)cc(C=O)cc1C,3.91,5.5455002784729,5.073474407196045,5.191889762878418,4.219409282700422,0.22058823529411764,0.24074074074074073,nesso_0b1364f64cdbf8e099bb,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,312.365,23,0,88,111,OADMET-0001684,COc1ccc(C(C)=O)cc1COc1c(C)cc(C=O)cc1C,0,0,5.5455002784729,20.1156498891756,12.62880679174144,19.863911306782544,3.1724435471993715,-8.682192945510565,7.668926137777184,4.4814564800146,0.20620448181962148,-0.7429787424264955,-0.47202587127685547,0.47202587127685547,-0.47202587127685547,-0.3536105155944824,0.3536105155944824,-0.3536105155944824,0.11841535568237305,0.11841535568237305,0.11841535568237305
100,0,nesso_06dcc01483ef97f90ad3,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1,4.66,5.024133205413818,4.763975143432617,4.8061113357543945,4.784688995215311,0.18421052631578946,0.18421052631578946,nesso_0798c75e7293bd0c3666,Cc1[nH]ccc1C(=O)NC(c1ccccc1)c1nccs1,4.4,401.26300000000003,22,0,90,114,OADMET-0005817,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1,0,0,5.024133205413818,14.88532243183266,4.274748692727083,14.425157238027403,3.6725553171880465,-1.080397029398995,-0.8802148697761054,-2.008944201614219,-2.992770229946627,-0.5941051329278537,-0.26015806198120117,0.26015806198120117,-0.26015806198120117,-0.21802186965942383,0.21802186965942383,-0.21802186965942383,0.042136192321777344,0.042136192321777344,0.042136192321777344
100,0,nesso_06f54d1c968931d1e785,CCc1cnc(NC(=O)c2cc(C(F)(F)F)c[nH]c2=O)s1,4.98,5.257615089416504,4.946133613586426,4.964964866638184,7.142857142857142,0.3142857142857143,0.3142857142857143,nesso_74c8f3fb680e85ab7be0,CC(C)(CS(C)(=O)=O)NC(=O)c1cc2ccc(C(F)(F)F)cc2[nH]c1=O,4.71,317.292,21,0,94,119,OADMET-0004263,CCc1cnc(NC(=O)c2cc(C(F)(F)F)c[nH]c2=O)s1,0,0,5.257615089416504,15.54537936369847,6.806902617629687,15.160992923383047,3.4355659123980407,-5.813123083306943,2.9662691629991045,-0.19247018098947194,-1.5236861445474563,-0.07036594372697691,-0.3114814758300781,0.3114814758300781,-0.24374870300292883,-0.2926502227783203,0.2926502227783203,-0.26257995605468665,0.018831253051757812,0.018831253051757812,-0.018831253051757812
100,0,nesso_07612df3b850c91e1513,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1,5.96,5.156394958496094,5.150583267211914,5.231578350067139,10.0,0.20987654320987653,0.2898550724637681,nesso_f56148d45bce8107496c,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12,5.39,381.4760000000003,28,0,101,126,OADMET-0003275,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1,0,0,5.156394958496094,17.36532068359219,3.1493115728284584,16.54726740083278,5.267096354665599,-2.078087743272237,-0.42366627623356573,-0.19507788175414437,0.6389851073169344,1.680947307599257,-0.0058116912841796875,0.0058116912841796875,0.0058116912841796875,0.07518339157104492,0.07518339157104492,-0.07518339157104492,0.08099508285522461,0.08099508285522461,-0.08099508285522461
100,0,nesso_078f081254ee3667b352,COc1ccc(CNCCCc2ccccc2F)c(OC)c1C,4.32,4.830117225646973,4.793121814727783,4.476979732513428,10.0,0.2463768115942029,0.2463768115942029,nesso_0acf2cd7137b8c48a9d7,COc1ccc([C@@H]2C[C@H]2C(=O)NCc2cc(F)ccc2F)cc1,4.15,317.4040000000001,23,0,103,128,OADMET-0001090,COc1ccc(C[NH2+]CCCc2ccccc2F)c(OC)c1C,1,1,4.830117225646973,18.537772383253728,2.9880379610841135,17.61214521948076,5.784578264769668,-0.28586150611822464,-1.6877598237937912,-1.0973494825574965,1.3427812195925832,-0.39057310588438404,-0.03699541091918945,0.03699541091918945,-0.03699541091918945,-0.3531374931335449,0.3531374931335449,-0.3531374931335449,-0.31614208221435547,0.31614208221435547,-0.31614208221435547
100,0,nesso_0797e74304dbe584782d,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.14,4.773036003112793,4.591784477233887,4.43772029876709,5.319148936170213,0.2222222222222222,0.3018867924528302,nesso_6a01f7c789865e2b5424,COc1ccc(OC)c(N)c1,2.96,357.793,25,0,104,129,OADMET-0002250,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,-1,1,4.773036003112793,15.251920308716,5.823476170330138,14.475359153170078,4.804690467674148,-3.8484846450712427,0.864437783463231,-2.806798502055119,-0.5082238231731122,-2.5148899537942486,-0.18125152587890625,0.18125152587890625,-0.18125152587890625,-0.3353157043457031,0.3353157043457031,-0.3353157043457031,-0.15406417846679688,0.15406417846679688,-0.15406417846679688
100,0,nesso_07bb767a30efccdd941f,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,4.92,5.512042999267578,5.347915649414063,5.442979335784912,10.0,0.2087912087912088,0.2087912087912088,nesso_3fc1764c58ee6f73968d,CCc1nn(C)cc1C(=O)NCc1csc(-c2ccco2)n1,3.78,370.4820000000001,26,0,111,138,OADMET-0003462,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,0,0,5.512042999267578,15.90853785219479,7.754527303933177,15.678482211846466,2.6956951102690256,-6.3589082563035895,3.813897102495245,0.44179778260254615,-1.6557453838017984,-0.12278790965985459,-0.16412734985351474,0.16412734985351474,-0.16412734985351474,-0.06906366348266602,0.06906366348266602,-0.06906366348266602,0.09506368637084872,0.09506368637084872,0.09506368637084872
100,0,nesso_07c1859e34ddcce0a429,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,4.58,5.076837539672852,4.81776237487793,4.790498733520508,7.874015748031496,0.26229508196721313,0.26229508196721313,nesso_ed3e88df86882da7698b,CN1Cc2c(N)cccc2C(c2ccccc2)C1,4.19,311.38500000000005,23,0,113,140,OADMET-0004768,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,0,0,5.076837539672852,16.27888403541888,4.054907330494767,15.785676249338353,3.9767437420194294,-3.26059769350951,0.5445587528289807,-0.8175702541726204,-1.0117829678023758,0.2847976906943068,-0.2590751647949219,0.2590751647949219,-0.2590751647949219,-0.28633880615234375,0.28633880615234375,-0.28633880615234375,-0.027263641357421875,0.027263641357421875,-0.027263641357421875
100,0,nesso_07e8177b23aee02ad895,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,4.97,5.440714359283447,5.287069797515869,5.421804428100586,7.462686567164178,0.14814814814814814,0.20833333333333334,nesso_75e4e85e3798e7facf65,COc1cccc(-c2noc(-c3ccc(-c4ccc(O)cc4)nc3)n2)c1OC,3.66,348.7370000000001,22,0,116,143,OADMET-0004958,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,0,0,5.440714359283447,14.9897024016293,5.303269020139113,14.669001851885831,3.0840821582411317,-3.943990084143871,1.2613755839040848,-0.17678027931082016,-2.2966311080058786,1.9681611961700458,-0.15364456176757812,0.15364456176757812,-0.15364456176757812,-0.018909931182861328,0.018909931182861328,-0.018909931182861328,0.1347346305847168,0.1347346305847168,0.1347346305847168
100,0,nesso_08b6b33b85b5ec8cbb84,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,5.42,5.297974586486816,5.091563701629639,5.226012706756592,10.0,0.26373626373626374,0.26373626373626374,nesso_3c1998b84e4d68229c4f,COc1ccc(C(CNC(=O)[C@@H]2C[C@H]2C(F)(F)F)c2c[nH]c3ccccc23)cc1,4.81,466.5410000000002,35,0,124,157,OADMET-0003338,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1,0,0,5.297974586486816,16.08279049158005,7.043030922176734,15.866304513807853,2.6299298605054333,-5.840755812371338,3.175503422056106,-0.24081548677812384,-1.3864794718315814,-1.0835128355177537,-0.20641088485717773,0.20641088485717773,0.20641088485717773,-0.07196187973022461,0.07196187973022461,0.07196187973022461,0.13444900512695312,0.13444900512695312,-0.13444900512695312
100,0,nesso_0957aa835b85e3be7061,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1,5.13,4.691445827484131,4.576353073120117,4.470635414123535,10.0,0.2625,0.2625,nesso_af65f7995a039778a78d,CCS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCOCCNC(=O)CC1,3.69,327.3840000000001,24,0,133,167,OADMET-0005206,CC1=C(C)CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC1,0,0,4.691445827484131,19.40199070989589,4.33350547000372,17.930962189605356,7.410657087048994,1.7011445077500293,-3.0852836090577824,-0.888771521397139,1.9185238756271508,0.2764131553347733,-0.11509275436401367,0.11509275436401367,0.11509275436401367,-0.2208104133605957,0.2208104133605957,0.2208104133605957,-0.10571765899658203,0.10571765899658203,0.10571765899658203
100,0,nesso_0a525674675328af95c7,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,4.08,4.585746765136719,4.492335319519043,4.3717803955078125,4.587155963302752,0.26506024096385544,0.26506024096385544,nesso_aacc8f3c93b25bc7a204,C=CC(=O)N[C@H]1CN(C(=O)Cc2noc3ccc(F)cc23)C[C@@H]1C1CC1,3.52,329.40000000000003,24,0,143,177,OADMET-0001718,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,0,0,4.585746765136719,19.421994755762785,4.952170305809345,17.61627821151689,8.178057365127273,1.6712725778875273,-3.2380948648935153,-1.6925965622302241,2.5306169563688083,-0.7623285059125291,-0.09341144561767578,0.09341144561767578,-0.09341144561767578,-0.21396636962890625,0.21396636962890625,-0.21396636962890625,-0.12055492401123047,0.12055492401123047,-0.12055492401123047
100,0,nesso_0b2db1087188addad570,N#Cc1ccc2c(c1)CC(NC(=O)c1cnc(C3CCC3)[nH]c1=O)C2,4.5,5.024718761444092,5.11127519607544,4.952606678009033,4.444444444444445,0.24358974358974358,0.24358974358974358,nesso_a5db00c84c4fabefb0bb,Cc1ccc(C#N)cc1S(=O)(=O)N1CCOC(C2CCC2)C1,4.84,334.37900000000013,25,0,154,189,OADMET-0005477,N#Cc1ccc2c(c1)CC(NC(=O)c1cnc(C3CCC3)[nH]c1=O)C2,0,0,5.024718761444092,16.98565420883409,4.537413035523691,14.94758097076368,8.067358429160489,-0.589987882044021,-2.182486682148234,-1.7532349187266671,1.726680234940236,1.515103249011992,0.08655643463134854,0.08655643463134854,0.08655643463134854,-0.0721120834350586,0.0721120834350586,-0.0721120834350586,-0.15866851806640714,0.15866851806640714,-0.15866851806640714
100,0,nesso_0b3e3396f24b3899724b,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,3.38,5.147740364074707,5.139188766479492,4.971524715423584,3.90625,0.26666666666666666,0.26666666666666666,nesso_ce85ae05bb40de66c78c,Cc1nccc(N2CCN(C(=O)c3cc4cccnc4s3)CC2)n1,4.91,378.43200000000013,28,0,156,191,OADMET-0003421,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,0,0,5.147740364074707,15.595958490531915,4.677119996144955,15.049420826611374,4.092536380039929,-4.1740068535839185,1.1027699074271549,-1.1715983293198944,-0.4954417119493938,0.3753833541664228,-0.008551597595214844,0.008551597595214844,-0.008551597595214844,-0.17621564865112305,0.17621564865112305,-0.17621564865112305,-0.1676640510559082,0.1676640510559082,-0.1676640510559082
