record_id,y_pred,affinity_module,affinity_module2,y_true,assay_se,weight,lower_80,upper_80,lower_90,upper_90,budget,fold,method,chemical_group,nearest_eligible_similarity,radius_80,radius_90,row_index,role
nesso_08b6b33b85b5ec8cbb84,5.297974586486816,,,5.42,0.0980573811602165,10.0,3.6876821899414063,6.9082669830322265,2.8929507446289064,7.702998428344726,500,0,native_continuous,1926,0.28888888888888886,1.6102923965454101,2.40502384185791,124,test
nesso_0957aa835b85e3be7061,4.691445827484131,,,5.13,0.0887,10.0,3.0811534309387207,6.301738224029541,2.286421985626221,7.09646966934204,500,0,native_continuous,84,0.3380281690140845,1.6102923965454101,2.40502384185791,133,test
nesso_0a525674675328af95c7,4.585746765136719,,,4.08,0.218,4.587155963302752,2.9754543685913086,6.196039161682129,2.180722923278809,6.990770606994628,500,0,native_continuous,31,0.32894736842105265,1.6102923965454101,2.40502384185791,143,test
nesso_0b2db1087188addad570,5.024718761444092,,,4.5,0.225,4.444444444444445,3.4144263648986817,6.635011157989502,2.619694919586182,7.429742603302001,500,0,native_continuous,1916,0.3333333333333333,1.6102923965454101,2.40502384185791,154,test
nesso_0b3e3396f24b3899724b,5.147740364074707,,,3.38,0.256,3.90625,3.537447967529297,6.758032760620117,2.742716522216797,7.5527642059326165,500,0,native_continuous,368,0.3170731707317073,1.6102923965454101,2.40502384185791,156,test
nesso_0ba186780a708113bfa6,5.011213302612305,,,4.61,0.206,4.8543689320388355,3.4009209060668946,6.621505699157715,2.6061894607543947,7.416237144470214,500,0,native_continuous,1915,0.2857142857142857,1.6102923965454101,2.40502384185791,159,test
nesso_0d387037591ae00e8c02,5.222481727600098,,,3.9,0.218,4.587155963302752,3.6121893310546875,6.832774124145508,2.8174578857421877,7.627505569458007,500,0,native_continuous,281,0.28888888888888886,1.6102923965454101,2.40502384185791,182,test
nesso_0d49c9c20af441aca09c,5.009718418121338,,,4.82,0.0829,10.0,3.3994260215759278,6.620010814666748,2.604694576263428,7.414742259979247,500,0,native_continuous,516,0.3287671232876712,1.6102923965454101,2.40502384185791,184,test
nesso_0d7051adc6215de69ee0,5.217819690704346,,,4.87,0.197,5.0761421319796955,3.6075272941589356,6.828112087249756,2.8127958488464357,7.622843532562255,500,0,native_continuous,1904,0.2926829268292683,1.6102923965454101,2.40502384185791,187,test
nesso_0e4807595256e2b90de3,4.887857913970947,,,5.3,0.0107,10.0,3.277565517425537,6.498150310516357,2.4828340721130373,7.292881755828857,500,0,native_continuous,81,0.3125,1.6102923965454101,2.40502384185791,199,test
nesso_0e799acda58abcdad8a8,5.560751914978027,,,5.0,0.0992,10.0,3.9504595184326172,7.1710443115234375,3.1557280731201174,7.965775756835937,500,0,native_continuous,110,0.3170731707317073,1.6102923965454101,2.40502384185791,202,test
nesso_0ea2353043701078b022,5.51176118850708,,,4.62,0.0598,10.0,3.90146879196167,7.12205358505249,3.10673734664917,7.91678503036499,500,0,native_continuous,345,0.32432432432432434,1.6102923965454101,2.40502384185791,205,test
nesso_0f8b985aa6c53644a964,5.1489386558532715,,,2.24,0.677,1.4771048744460855,3.5386462593078614,6.759231052398682,2.7439148139953615,7.553962497711181,500,0,native_continuous,1888,0.3008849557522124,1.6102923965454101,2.40502384185791,216,test
nesso_0fe85c04f42648a5f2f4,5.357082366943359,,,4.87,0.109,9.174311926605505,3.7467899703979493,6.9673747634887695,2.9520585250854494,7.762106208801269,500,0,native_continuous,1885,0.2597402597402597,1.6102923965454101,2.40502384185791,221,test
nesso_11b73c69ce386cd984b3,4.001460075378418,,,2.91,0.269,3.717472118959108,2.391167678833008,5.611752471923828,1.596436233520508,6.4064839172363275,500,0,native_continuous,22,0.3333333333333333,1.6102923965454101,2.40502384185791,237,test
nesso_11d6c509e3e554432046,4.835879325866699,,,4.3,0.185,5.405405405405405,3.225586929321289,6.446171722412109,2.4308554840087893,7.240903167724609,500,0,native_continuous,81,0.3389830508474576,1.6102923965454101,2.40502384185791,239,test
nesso_12419579ab805d2bf924,5.276796340942383,,,5.23,0.0654,10.0,3.6665039443969727,6.887088737487793,2.871772499084473,7.681820182800292,500,0,native_continuous,1877,0.2465753424657534,1.6102923965454101,2.40502384185791,247,test
nesso_127af5d05276aebc55c7,4.857129096984863,,,5.04,0.183,5.46448087431694,3.246836700439453,6.467421493530273,2.4521052551269533,7.262152938842773,500,0,native_continuous,415,0.32926829268292684,1.6102923965454101,2.40502384185791,250,test
nesso_12dc14489529a6f7f98f,4.84868049621582,,,2.68,0.304,3.2894736842105265,3.23838809967041,6.45897289276123,2.4436566543579104,7.25370433807373,500,0,native_continuous,500,0.32786885245901637,1.6102923965454101,2.40502384185791,254,test
nesso_12fa1dbed2521b2f751f,4.989744186401367,,,4.87,0.159,6.289308176100628,3.379451789855957,6.600036582946777,2.5847203445434572,7.394768028259277,500,0,native_continuous,1873,0.3333333333333333,1.6102923965454101,2.40502384185791,256,test
nesso_13533ecfb0b0aa8f3b94,4.491885185241699,,,2.54,0.545,1.8348623853211008,2.881592788696289,6.102177581787109,2.0868613433837893,6.896909027099609,500,0,native_continuous,9,0.3448275862068966,1.6102923965454101,2.40502384185791,260,test
nesso_13683545f9876d611009,5.712795257568359,,,6.41,0.0219,10.0,4.102502861022949,7.3230876541137695,3.3077714157104494,8.117819099426269,500,0,native_continuous,1872,0.32857142857142857,1.6102923965454101,2.40502384185791,262,test
nesso_13694a530ad58c3f1f01,5.201310634613037,,,4.59,0.191,5.2356020942408374,3.591018238067627,6.811603031158447,2.796286792755127,7.606334476470947,500,0,native_continuous,5,0.3424657534246575,1.6102923965454101,2.40502384185791,263,test
nesso_136980d364ae6796b865,5.278781890869141,,,5.56,0.0928,10.0,3.6684894943237305,6.889074287414551,2.8737580490112307,7.68380573272705,500,0,native_continuous,1871,0.25,1.6102923965454101,2.40502384185791,264,test
nesso_1391fa820bcd52e26693,5.126396656036377,,,4.12,0.21,4.761904761904762,3.516104259490967,6.736689052581787,2.721372814178467,7.5314204978942865,500,0,native_continuous,281,0.3384615384615385,1.6102923965454101,2.40502384185791,266,test
nesso_13b7ff53e98b875182c4,4.751147747039795,,,3.13,0.326,3.067484662576687,3.140855350494385,6.361440143585205,2.346123905181885,7.156171588897704,500,0,native_continuous,78,0.28,1.6102923965454101,2.40502384185791,268,test
nesso_15138980233c241934f3,4.862586975097656,,,4.84,0.198,5.05050505050505,3.252294578552246,6.472879371643066,2.4575631332397463,7.267610816955566,500,0,native_continuous,236,0.325,1.6102923965454101,2.40502384185791,280,test
nesso_157c74831d8d7a751690,5.549520969390869,,,5.835,0.0445808254746365,10.0,3.939228572845459,7.159813365936279,3.144497127532959,7.954544811248779,500,0,native_continuous,66,0.29850746268656714,1.6102923965454101,2.40502384185791,284,test
nesso_160d349c94932754a608,4.919567108154297,,,4.34,0.142,7.042253521126761,3.3092747116088868,6.529859504699707,2.514543266296387,7.324590950012206,500,0,native_continuous,420,0.3375,1.6102923965454101,2.40502384185791,291,test
nesso_16546b4497b245d4682a,4.967294216156006,,,3.93,0.285,3.5087719298245617,3.3570018196105957,6.577586612701416,2.562270374298096,7.372318058013915,500,0,native_continuous,163,0.3142857142857143,1.6102923965454101,2.40502384185791,299,test
nesso_165974741f83bca7d77c,5.203666687011719,,,5.2,0.0776,10.0,3.5933742904663086,6.813959083557129,2.798642845153809,7.608690528869628,500,0,native_continuous,263,0.2987012987012987,1.6102923965454101,2.40502384185791,300,test
nesso_16e624e04e781e7d382f,6.236279010772705,,,4.0,0.137,7.2992700729927,4.625986614227295,7.846571407318115,3.831255168914795,8.641302852630615,500,0,native_continuous,406,0.2857142857142857,1.6102923965454101,2.40502384185791,304,test
nesso_17845cc5730252940768,5.0964789390563965,,,4.75,0.168,5.952380952380952,3.4861865425109864,6.706771335601807,2.6914550971984865,7.501502780914306,500,0,native_continuous,1853,0.2716049382716049,1.6102923965454101,2.40502384185791,310,test
nesso_180cf4ec4618b0dc3952,5.268619537353516,,,5.0,0.147,6.802721088435375,3.6583271408081055,6.878911933898926,2.8635956954956057,7.673643379211425,500,0,native_continuous,1848,0.2972972972972973,1.6102923965454101,2.40502384185791,316,test
nesso_19adbb7e158db6cbcc69,5.299825668334961,,,5.44,0.0767,10.0,3.689533271789551,6.910118064880371,2.894801826477051,7.7048495101928705,500,0,native_continuous,414,0.32098765432098764,1.6102923965454101,2.40502384185791,341,test
nesso_19ea1ad87d69a45c954d,5.386719226837158,,,3.97,0.188,5.319148936170213,3.776426830291748,6.997011623382568,2.9816953849792482,7.791743068695068,500,0,native_continuous,275,0.2876712328767123,1.6102923965454101,2.40502384185791,343,test
nesso_1a0cc1078fbb5ec84b4d,4.818111419677734,,,4.98,0.0684,10.0,3.2078190231323243,6.4284038162231445,2.4130875778198244,7.223135261535644,500,0,native_continuous,509,0.3188405797101449,1.6102923965454101,2.40502384185791,346,test
nesso_1a579df0e5bbb2c33cfe,5.424461364746094,,,4.66,0.237,4.219409282700422,3.8141689682006836,7.034753761291504,3.019437522888184,7.829485206604003,500,0,native_continuous,67,0.30952380952380953,1.6102923965454101,2.40502384185791,348,test
nesso_1ab0c6a647d12f42873b,5.2746477127075195,,,5.55,0.0788,10.0,3.6643553161621094,6.88494010925293,2.8696238708496096,7.679671554565429,500,0,native_continuous,339,0.29333333333333333,1.6102923965454101,2.40502384185791,352,test
nesso_1ab8abf51f64607068e2,5.176957607269287,,,5.04,0.138,7.246376811594202,3.566665210723877,6.787250003814697,2.771933765411377,7.581981449127197,500,0,native_continuous,421,0.30337078651685395,1.6102923965454101,2.40502384185791,353,test
nesso_1ac68ca1a7dfab919760,4.956174850463867,,,4.88,0.144,6.944444444444445,3.345882453918457,6.566467247009277,2.5511510086059572,7.361198692321777,500,0,native_continuous,1830,0.34285714285714286,1.6102923965454101,2.40502384185791,355,test
nesso_1afe54bdc8adf2cdbaaa,4.942341327667236,,,5.2,0.0487,10.0,3.332048931121826,6.5526337242126464,2.5373174858093264,7.347365169525146,500,0,native_continuous,1829,0.3375,1.6102923965454101,2.40502384185791,357,test
nesso_1b1b8e808e4d9dac556b,4.739719390869141,,,4.45,0.199,5.025125628140703,3.1294269943237305,6.350011787414551,2.3346955490112307,7.14474323272705,500,0,native_continuous,1828,0.2875,1.6102923965454101,2.40502384185791,359,test
nesso_1b8fd5462e287c9ea4bd,5.474745750427246,,,4.83,0.105,9.523809523809524,3.864453353881836,7.085038146972656,3.069721908569336,7.879769592285156,500,0,native_continuous,4,0.3442622950819672,1.6102923965454101,2.40502384185791,361,test
nesso_1ca8829a67d079f175c9,4.962250709533691,,,4.49,0.219,4.566210045662101,3.3519583129882813,6.5725431060791015,2.5572268676757814,7.367274551391601,500,0,native_continuous,1822,0.3333333333333333,1.6102923965454101,2.40502384185791,374,test
nesso_1cbaac6b01530f9a7bb4,5.408188343048096,,,5.19,0.106,9.433962264150944,3.7978959465026856,7.018480739593506,3.0031645011901857,7.813212184906005,500,0,native_continuous,1821,0.3064516129032258,1.6102923965454101,2.40502384185791,376,test
nesso_1d3e5a3388de2097fa0b,4.929265975952148,,,4.79,0.193,5.181347150259067,3.3189735794067383,6.539558372497559,2.5242421340942385,7.334289817810058,500,0,native_continuous,70,0.3333333333333333,1.6102923965454101,2.40502384185791,388,test
nesso_1d90fd6fa0907095fe54,5.042163372039795,,,5.16,0.118,8.474576271186441,3.431870975494385,6.652455768585205,2.637139530181885,7.447187213897704,500,0,native_continuous,1814,0.26582278481012656,1.6102923965454101,2.40502384185791,393,test
nesso_1dcc5011c8f83758c411,4.477200984954834,,,1.92,0.598,1.6722408026755853,2.866908588409424,6.087493381500244,2.072177143096924,6.8822248268127435,500,0,native_continuous,146,0.3157894736842105,1.6102923965454101,2.40502384185791,397,test
nesso_1df3f24caf6019e0301f,5.154648780822754,,,5.15,0.061,10.0,3.544356384277344,6.764941177368164,2.749624938964844,7.559672622680663,500,0,native_continuous,133,0.3424657534246575,1.6102923965454101,2.40502384185791,398,test
nesso_1e33a4b4cce884546f76,4.667675971984863,,,3.98,0.122,8.19672131147541,3.057383575439453,6.277968368530273,2.2626521301269533,7.072699813842773,500,0,native_continuous,1810,0.3088235294117647,1.6102923965454101,2.40502384185791,403,test
nesso_1e5a2999a2fafb5a1d3f,5.116247177124023,,,5.0,0.0735,10.0,3.5059547805786133,6.726539573669434,2.7112233352661135,7.521271018981933,500,0,native_continuous,165,0.32142857142857145,1.6102923965454101,2.40502384185791,405,test
nesso_1e6d5f627e86b5aa19a8,4.501974582672119,,,5.25,0.0651,10.0,2.891682186126709,6.112266979217529,2.096950740814209,6.906998424530029,500,0,native_continuous,278,0.345679012345679,1.6102923965454101,2.40502384185791,406,test
nesso_1e89fc986f26b3d55fe7,5.350554466247559,,,6.845,0.034525389208523,10.0,3.7402620697021485,6.960846862792969,2.9455306243896486,7.755578308105468,500,0,native_continuous,63,0.32051282051282054,1.6102923965454101,2.40502384185791,408,test
nesso_1ee12d0cfe40bf37b94d,5.420825958251953,,,3.93,0.293,3.4129692832764507,3.810533561706543,7.031118354797363,3.015802116394043,7.825849800109863,500,0,native_continuous,1807,0.1839080459770115,1.6102923965454101,2.40502384185791,413,test
nesso_1f2662862dfcd9df467b,5.553013801574707,,,4.12,0.114,8.771929824561402,3.942721405029297,7.163306198120117,3.147989959716797,7.9580376434326165,500,0,native_continuous,4,0.26666666666666666,1.6102923965454101,2.40502384185791,418,test
nesso_1f3e65f0c1f3ee5746d9,4.887156009674072,,,5.11,0.0807,10.0,3.276863613128662,6.497448406219482,2.4821321678161623,7.292179851531982,500,0,native_continuous,40,0.3125,1.6102923965454101,2.40502384185791,420,test
nesso_1f6cfa771cee8f47bbd8,4.740632057189941,,,4.61,0.049,10.0,3.1303396606445313,6.3509244537353515,2.3356082153320314,7.145655899047851,500,0,native_continuous,45,0.3142857142857143,1.6102923965454101,2.40502384185791,421,test
nesso_20eb10ee632dc7825206,4.6839399337768555,,,3.92,0.262,3.8167938931297707,3.0736475372314453,6.294232330322266,2.2789160919189455,7.088963775634765,500,0,native_continuous,47,0.32857142857142857,1.6102923965454101,2.40502384185791,435,test
nesso_21091aad4fda7880b224,5.277276992797852,,,4.21,0.286,3.4965034965034967,3.6669845962524414,6.887569389343262,2.8722531509399416,7.682300834655761,500,0,native_continuous,319,0.3037974683544304,1.6102923965454101,2.40502384185791,437,test
nesso_21d9d7c95548badf3593,5.490989685058594,,,6.27,0.0478435209824695,10.0,3.8806972885131836,7.101282081604004,3.085965843200684,7.896013526916503,500,0,native_continuous,1795,0.24444444444444444,1.6102923965454101,2.40502384185791,447,test
nesso_21e9e6150c40c8571141,4.01129150390625,,,3.22,0.247,4.048582995951417,2.40099910736084,5.62158390045166,1.60626766204834,6.4163153457641595,500,0,native_continuous,22,0.3181818181818182,1.6102923965454101,2.40502384185791,448,test
nesso_2248d59bbe128b8cd4f3,5.3269944190979,,,4.8,0.0495,10.0,3.7167020225524903,6.9372868156433105,2.9219705772399904,7.73201826095581,500,0,native_continuous,1794,0.3283582089552239,1.6102923965454101,2.40502384185791,451,test
nesso_226a68ed465d252d861f,4.556379318237305,,,3.4,0.286,3.4965034965034967,2.9460869216918946,6.166671714782715,2.1513554763793947,6.961403160095214,500,0,native_continuous,9,0.28888888888888886,1.6102923965454101,2.40502384185791,452,test
nesso_22978799cbf203042bf9,5.113921165466309,,,1.77,0.548,1.824817518248175,3.5036287689208985,6.724213562011719,2.7088973236083986,7.518945007324218,500,0,native_continuous,1792,0.3275862068965517,1.6102923965454101,2.40502384185791,455,test
nesso_22cfd1267d94e43485a1,5.078221321105957,,,4.9,0.147,6.802721088435375,3.467928924560547,6.688513717651367,2.673197479248047,7.4832451629638665,500,0,native_continuous,288,0.2564102564102564,1.6102923965454101,2.40502384185791,457,test
nesso_23187461f38fb0b4c255,4.583762168884277,,,3.14,0.216,4.62962962962963,2.9734697723388672,6.1940545654296875,2.1787383270263674,6.988786010742187,500,0,native_continuous,159,0.2898550724637681,1.6102923965454101,2.40502384185791,462,test
nesso_239ae47ff1b389b5e602,4.6567487716674805,,,4.58,0.166,6.024096385542168,3.0464563751220703,6.267041168212891,2.2517249298095705,7.06177261352539,500,0,native_continuous,63,0.3026315789473684,1.6102923965454101,2.40502384185791,471,test
nesso_24492eea970e46250896,5.3163933753967285,,,5.09,0.0685332218708561,10.0,3.7061009788513184,6.926685771942139,2.9113695335388186,7.721417217254638,500,0,native_continuous,163,0.30666666666666664,1.6102923965454101,2.40502384185791,479,test
nesso_24b1a6f1d293638b2658,5.030374526977539,,,4.84,0.144,6.944444444444445,3.420082130432129,6.640666923522949,2.625350685119629,7.435398368835449,500,0,native_continuous,1774,0.26865671641791045,1.6102923965454101,2.40502384185791,486,test
nesso_24dd31d4d6241208e163,4.839448928833008,,,4.92,0.087,10.0,3.2291565322875977,6.449741325378418,2.434425086975098,7.244472770690917,500,0,native_continuous,139,0.3194444444444444,1.6102923965454101,2.40502384185791,489,test
nesso_2552f60f05f8e7d4bc90,4.808238983154297,,,3.94,0.126,7.936507936507937,3.1979465866088868,6.418531379699707,2.403215141296387,7.213262825012206,500,0,native_continuous,1769,0.2727272727272727,1.6102923965454101,2.40502384185791,495,test
nesso_25a0486c61edd1835d61,4.470940589904785,,,3.11,0.198,5.05050505050505,2.860648193359375,6.081232986450195,2.065916748046875,6.875964431762695,500,0,native_continuous,275,0.3333333333333333,1.6102923965454101,2.40502384185791,500,test
nesso_25a55baec4cb65963984,4.831718921661377,,,5.14,0.0776,10.0,3.221426525115967,6.442011318206787,2.426695079803467,7.2367427635192865,500,0,native_continuous,63,0.30985915492957744,1.6102923965454101,2.40502384185791,501,test
nesso_25c9fc8b2442b0377b24,4.911348342895508,,,3.44,0.236,4.237288135593221,3.3010559463500977,6.521640739440918,2.506324501037598,7.316372184753417,500,0,native_continuous,4,0.3392857142857143,1.6102923965454101,2.40502384185791,503,test
nesso_260c7acf6ad299bafb7e,5.028686046600342,,,4.13,0.29,3.4482758620689657,3.4183936500549317,6.638978443145752,2.623662204742432,7.433709888458251,500,0,native_continuous,163,0.2597402597402597,1.6102923965454101,2.40502384185791,507,test
nesso_265993ce877728124bd3,5.410128593444824,,,4.3,0.173,5.780346820809249,3.799836196899414,7.020420989990234,3.0051047515869143,7.815152435302734,500,0,native_continuous,1764,0.3181818181818182,1.6102923965454101,2.40502384185791,512,test
nesso_26ab01d76b6e91eae241,5.30399227142334,,,4.77,0.138,7.246376811594202,3.6936998748779297,6.91428466796875,2.89896842956543,7.709016113281249,500,0,native_continuous,1762,0.3380281690140845,1.6102923965454101,2.40502384185791,516,test
nesso_2730f3123439cb9ce852,5.044399738311768,,,2.68,0.312,3.2051282051282053,3.4341073417663575,6.654692134857178,2.6393758964538576,7.449423580169677,500,0,native_continuous,1758,0.3466666666666667,1.6102923965454101,2.40502384185791,521,test
nesso_2738b67e18bbeaa607ef,4.944390773773193,,,4.87,0.155,6.451612903225807,3.3340983772277832,6.5546831703186035,2.5393669319152834,7.349414615631103,500,0,native_continuous,1757,0.34375,1.6102923965454101,2.40502384185791,523,test
nesso_27d474f30618353dd68e,4.938155174255371,,,5.39,0.043,10.0,3.327862777709961,6.548447570800781,2.533131332397461,7.343179016113281,500,0,native_continuous,1752,0.3055555555555556,1.6102923965454101,2.40502384185791,532,test
nesso_28dbdb4674859c13c378,5.496629238128662,,,1.93,0.621,1.6103059581320451,3.886336841583252,7.106921634674072,3.091605396270752,7.901653079986572,500,0,native_continuous,1744,0.23684210526315788,1.6102923965454101,2.40502384185791,545,test
nesso_2a1cbae63c2994754282,5.084780216217041,,,3.79,0.25,4.0,3.474487819671631,6.695072612762451,2.679756374359131,7.4898040580749505,500,0,native_continuous,1733,0.31666666666666665,1.6102923965454101,2.40502384185791,562,test
nesso_2a4012ddbdd5b9bb7b5c,4.981072902679443,,,4.87,0.12,8.333333333333334,3.3707805061340332,6.5913652992248535,2.5760490608215334,7.386096744537353,500,0,native_continuous,1732,0.275,1.6102923965454101,2.40502384185791,563,test
nesso_2a73d3d21beca663d28b,4.784150123596191,,,4.43,0.222,4.504504504504505,3.1738577270507813,6.3944425201416015,2.3791262817382814,7.189173965454101,500,0,native_continuous,1729,0.3333333333333333,1.6102923965454101,2.40502384185791,566,test
nesso_2ae7bc5278929fbfa35c,4.711737632751465,,,2.23,0.286,3.4965034965034967,3.1014452362060547,6.322030029296875,2.306713790893555,7.116761474609374,500,0,native_continuous,247,0.2692307692307692,1.6102923965454101,2.40502384185791,571,test
nesso_2b9ad9f1fcca2d4537a4,4.7965545654296875,,,5.27,0.0626,10.0,3.1862621688842774,6.406846961975098,2.3915307235717775,7.201578407287597,500,0,native_continuous,1725,0.2839506172839506,1.6102923965454101,2.40502384185791,575,test
nesso_2bb9f9071e6d5b00836d,5.108824253082275,,,4.99,0.0484,10.0,3.4985318565368653,6.7191166496276855,2.7038004112243654,7.513848094940185,500,0,native_continuous,252,0.3076923076923077,1.6102923965454101,2.40502384185791,578,test
nesso_2c9f09855a935cef8484,5.227750778198242,,,4.96,0.078,10.0,3.617458381652832,6.838043174743652,2.8227269363403322,7.632774620056152,500,0,native_continuous,4,0.3150684931506849,1.6102923965454101,2.40502384185791,586,test
nesso_2db67363cfb2db36063a,4.687994480133057,,,4.33,0.266,3.7593984962406015,3.0777020835876465,6.298286876678467,2.2829706382751467,7.093018321990966,500,0,native_continuous,1717,0.3382352941176471,1.6102923965454101,2.40502384185791,592,test
